Period [s],umax [m],vmax [m/s],amax [g]
0.001,8.758112297120839e-08,0.000550288425038985,0.3526422018348624
0.0010974987654930556,1.054897025704138e-07,0.0006039290157664989,0.3526422018348624
0.0012045035402587824,1.2720700881542952e-07,0.0006635640179086998,0.3526422018348624
0.0013219411484660286,1.528496423253147e-07,0.0007264942376447648,0.3526422018348624
0.0014508287784959402,1.8441287557136665e-07,0.0007986471508002215,0.3526422018348624
0.0015922827933410922,2.2251143001611393e-07,0.000878035329907176,0.3526422018348624
0.001747528400007683,2.6658844867649175e-07,0.0009585106735779332,0.3526422018348624
0.0019179102616724887,3.2186555438827707e-07,0.00105445023296141,0.3526422018348624
0.00210490414451202,3.8839146142963105e-07,0.0011593570805830723,0.3526422018348624
0.0023101297000831605,4.6980932030036547e-07,0.0012778066176894836,0.3526422018348624
0.0025353644939701114,5.617323615305876e-07,0.0013920951125293653,0.3526422018348624
0.0027825594022071257,6.746799973704728e-07,0.0015234677265698736,0.3526422018348624
0.0030538555088334154,8.149411592919496e-07,0.001676708771409784,0.3526422018348624
0.003351602650938841,9.835696370529024e-07,0.0018438791634168344,0.3526422018348624
0.0036783797718286343,1.1869699252184677e-06,0.002027510060628991,0.3526422018348624
0.004037017258596553,1.4336511148408761e-06,0.002231324525850893,0.3526422018348624
0.004430621457583882,1.7524601819493033e-06,0.002485211650793045,0.3526422018348624
0.004862601580065354,2.126619673273776e-06,0.002747900535353599,0.3526422018348624
0.005336699231206312,2.5910253356360522e-06,0.0030505545870379842,0.3526422018348624
0.005857020818056668,3.053278309567169e-06,0.0032754388296280337,0.3526422018348624
0.006428073117284319,3.6253318492159693e-06,0.003543617409608326,0.3526422018348624
0.007054802310718645,4.424385178913213e-06,0.003940469303755562,0.3526422018348624
0.007742636826811269,5.321963563917008e-06,0.004318797848603204,0.35726037392769977
0.008497534359086447,6.397171163183984e-06,0.004730149966036947,0.35652734218840365
0.0093260334688322,7.7167049103162e-06,0.0051989398359311954,0.3570497085649504
0.010235310218990263,9.319349468585558e-06,0.005720901311310257,0.3579928121562645
0.011233240329780276,1.1261649748499073e-05,0.006299075792652976,0.3591556016856452
0.012328467394420665,1.3715227265614268e-05,0.006989945439522812,0.36314122637791846
0.013530477745798075,1.6580889171145893e-05,0.007699713282664435,0.3644788088937409
0.01484968262254465,2.01788520715567e-05,0.008538059032943092,0.36825855311952077
0.016297508346206444,2.4147817262810687e-05,0.009309718234411374,0.3658694822326855
0.01788649529057435,2.998369626559448e-05,0.010532701726659455,0.37715979769953806
0.019630406500402715,3.8918631926249646e-05,0.012456847304182192,0.40643369819611336
0.021544346900318846,5.198380228884821e-05,0.015160536741440314,0.45070471862289413
0.023644894126454083,6.703710142067648e-05,0.01781384718534448,0.4825376553859779
0.025950242113997372,7.456685395495488e-05,0.01805445047927563,0.4456087614507771
0.02848035868435802,9.543531087369579e-05,0.021054430869828007,0.47348793020122715
0.03125715849688237,0.0001307106286423219,0.026274912399972622,0.5383970142694999
0.03430469286314919,0.00015528173960576837,0.028441121704731214,0.5310116464675667
0.037649358067924694,0.00019178044444818955,0.032005647176965454,0.5444774510010283
0.04132012400115339,0.0002693162653004485,0.04095253927778686,0.6347900054835399
0.04534878508128584,0.00031922711280948576,0.044229698794855755,0.6246822792764283
0.049770235643321115,0.00035343475452565237,0.04461895805751942,0.5741965627838703
0.05462277217684343,0.0004964781987220661,0.057109231172780474,0.6696431600383116
0.05994842503189412,0.0006641943570120195,0.06961410950945304,0.743755782544128
0.06579332246575682,0.0007726354198784042,0.07378577849618674,0.7182931198454221
0.07220809018385467,0.0007562018080958945,0.06580088294528996,0.5836556897682822
0.07924828983539177,0.000988283663827842,0.07835587883078271,0.6332752980185504
0.08697490026177834,0.0013961773661884784,0.100861755369063,0.7427513396943576
0.09545484566618342,0.0020361787161843176,0.1340286928655471,0.8993125690308271
0.10476157527896651,0.0024658953614145537,0.14789465949346944,0.9041933998735139
0.11497569953977368,0.002584730977890327,0.14125022738108572,0.7868536359521476
0.1261856883066021,0.003135270746151094,0.15611506622194213,0.7924020265768906
0.1384886371393873,0.003050166460199238,0.138385079693482,0.6400088622711719
0.15199110829529347,0.004058015580218904,0.16775497037892714,0.7069164304222517
0.1668100537200059,0.005174747278679331,0.19491568610331342,0.7484028449050107
0.18307382802953698,0.0067545649078665235,0.23182004463603895,0.8110275058277907
0.2009233002565048,0.0076594251445598885,0.2395221831828463,0.7635303406719701
0.22051307399030456,0.010297008093837805,0.29339761490040084,0.8521834518412734
0.24201282647943834,0.014007675375622485,0.36367006405476676,0.9624541072452572
0.26560877829466867,0.015971887706899293,0.37782761101584506,0.9110917812873675
0.29150530628251786,0.021581185638309092,0.4651667931654076,1.0220522544647634
0.31992671377973847,0.0276905936671411,0.5438280824409225,1.088734502304706
0.35111917342151344,0.035423037913089636,0.6338859515484185,1.1562917909116441
0.3853528593710531,0.051691106089922584,0.8428244150728623,1.4008427376086585
0.4229242874389499,0.055836284506924405,0.829533164306743,1.2562671057182684
0.4641588833612782,0.05393972878470073,0.7301665949361786,1.007548949256641
0.5094138014816381,0.04997805654338564,0.616436754641227,0.7750481415914325
0.5590810182512228,0.05364621098795762,0.6028984595465725,0.6906854189420204
0.6135907273413176,0.042152701296840525,0.4316447782609829,0.45056615365045294
0.6734150657750828,0.04233970607739662,0.3950434622807396,0.3757274383720859
0.7390722033525783,0.05062926007731311,0.43042211787714907,0.3730083659284996
0.8111308307896873,0.05948357526988036,0.46077193957768503,0.36383625695289734
0.8902150854450392,0.07670644553087456,0.5413981625402572,0.3895226256236015
0.9770099572992257,0.09941900461796284,0.639367106141671,0.4191429446961165
1.0722672220103242,0.11638333643580731,0.6819737230454689,0.40735727047597853
1.1768119524349991,0.16324321108061368,0.8715813458864247,0.4743639938661452
1.291549665014884,0.19263918883497225,0.9371592542366094,0.46474331124931556
1.4174741629268062,0.2077017402428246,0.9206718236575957,0.41600692644962944
1.5556761439304723,0.19854572235272988,0.801901842075033,0.3301512000206154
1.7073526474706922,0.18623093851284236,0.685343767931951,0.2570964598677308
1.873817422860385,0.18432437916845776,0.6180667426916887,0.21126082123505494
2.0565123083486534,0.17486557102781225,0.5342602532224897,0.16639198911452077
2.2570197196339215,0.16095328239848888,0.44806843746697095,0.1271510234367763
2.4770763559917115,0.14614917644007486,0.37071217277718344,0.09585357471603821
2.718588242732943,0.14245193506856574,0.3292340823567804,0.07756614606652774
2.9836472402833403,0.13497321309975305,0.2842365873422261,0.06101594844554395
3.2745491628777317,0.12403965344186056,0.23800654357213166,0.04655306108815013
3.5938136638046294,0.12066248147319904,0.21095827486993723,0.03759688558463338
3.94420605943766,0.12083342726444853,0.19248964262084747,0.03125781606102867
4.328761281083062,0.12274065391609972,0.17815772762740487,0.026360393520249315
4.750810162102798,0.12433548956123236,0.1644399364562974,0.022169223639329615
5.21400828799969,0.12437370437647283,0.14987759680711077,0.018410935844481797
5.72236765935022,0.12450221290117444,0.13670398712214718,0.015300875620817816
6.280291441834259,0.12403386738757886,0.12409102035791537,0.012655270098215569
6.892612104349702,0.12315404672421662,0.11226508690500463,0.010432099952264903
7.56463327554629,0.12201876447475472,0.10134880042715877,0.008581072967050695
8.302175681319753,0.12073618569199483,0.0913745814475774,0.007049273201743468
9.111627561154895,0.11937590798359135,0.08231909678479588,0.005786493878619459
10.0,0.11801242135219045,0.07414939119047695,0.00474917803531413
