Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40
0.11,0.37585,1.2125,1.1919,0.42124,1.2007,0.40351,0.57536,1.0505,0.44303,0.85152,1.1368,0.85699,0.8997,0.93502,1.2103,0.39162,1.0246,1.1208,0.56813,0.4942,1.4211,0.56464,1.3008,0.74235,0.58636,1.4154,0.57348,0.86782,0.83034,0.9749,0.7191,1.1153,0.64449,1.091,0.30986,0.59171,1.1538,0.44459,0.52197,0.55411
0.12,0.36849,1.1641,0.96323,0.42513,1.1117,0.45156,0.66826,0.86266,0.47589,0.81929,1.139,0.8383,0.85996,0.93841,1.1377,0.3887,1.0229,1.1511,0.39749,0.5077,1.3978,0.57651,1.4742,0.7745,0.54082,1.6486,0.49267,0.88573,0.65125,0.94013,0.78129,1.1628,0.76918,0.81869,0.37523,0.6774,1.1454,0.48418,0.64248,0.51838
0.13,0.37543,1.107,0.67801,0.42013,0.74205,0.46148,0.80645,1.022,0.48864,0.88022,1.165,0.98713,0.8493,0.95126,1.0518,0.41007,1.0828,1.2098,0.3472,0.59949,1.69,0.59388,1.4982,0.8961,0.57972,1.8935,0.46491,0.83828,0.60043,1.0017,0.99933,1.2543,0.95417,0.93526,0.40915,0.80284,1.2453,0.4592,0.77525,0.59658
0.14,0.40764,1.1165,0.53589,0.41126,0.85531,0.53069,0.78801,1.2087,0.43566,0.75575,1.3407,0.81682,0.79361,1.0533,1.0374,0.40829,1.1079,1.4293,0.38689,0.66739,1.9619,0.51157,1.4593,0.81056,0.55376,1.8101,0.52099,0.93634,0.49786,0.95848,1.0609,1.2886,0.98496,0.83869,0.42392,0.645,0.99184,0.47946,0.6646,0.5937
0.15,0.42599,1.1057,0.5152,0.44144,0.9166,0.59208,0.84375,1.5714,0.47997,0.75836,1.2483,0.74798,0.79572,0.9792,1.046,0.43026,1.0416,1.4761,0.49927,0.71496,2.1096,0.4957,1.3532,0.77082,0.52157,1.3253,0.50558,0.92712,0.49202,1.0967,1.0898,1.3598,1.1031,0.78149,0.4367,0.69713,1.2388,0.52237,0.79325,0.6374
0.16,0.44682,1.212,0.52837,0.4603,1.1271,0.55777,0.77803,1.7415,0.52933,0.86837,1.406,0.73697,0.76094,1.0897,1.0764,0.43868,1.0757,1.3917,0.51352,0.60675,1.8231,0.48504,1.4293,0.70402,0.51113,1.3822,0.48836,0.90926,0.5237,0.98318,1.0287,1.3623,1.0535,0.78099,0.5425,0.74691,1.5326,0.47536,0.74181,0.54984
0.17,0.44299,1.2139,0.60021,0.43551,1.2168,0.52893,0.79559,1.5222,0.62125,1.0406,1.5699,0.84259,0.76653,1.1745,1.0788,0.44491,0.92556,1.6695,0.47803,0.57978,1.9497,0.43388,1.8297,0.95815,0.51333,1.5449,0.49074,0.86499,0.56808,1.0275,1.0765,1.199,0.97132,0.63839,0.53767,0.74659,1.6045,0.48054,0.6443,0.43201
0.18,0.45143,1.2185,0.5896,0.51845,1.1966,0.56614,0.90921,1.4115,0.69852,1.1371,1.397,0.96927,0.94294,1.193,1.0698,0.45382,1.0438,1.9028,0.49378,0.54852,1.7654,0.56715,2.1279,0.79096,0.49173,1.7195,0.46827,0.97176,0.4947,1.053,1.0411,1.1174,0.89067,0.4973,0.5181,0.65738,1.6464,0.55768,0.78305,0.41657
0.19,0.4478,1.2058,0.59748,0.53732,1.191,0.595,0.95821,1.3021,0.66001,1.088,1.1712,1.0279,0.93561,1.4171,1.1618,0.4559,0.98909,1.8414,0.543,0.5685,1.7361,0.57922,1.9113,0.70106,0.51268,1.5811,0.57491,1.0872,0.52461,1.0348,0.93833,0.94128,0.83123,0.5077,0.55024,0.64651,1.59,0.5616,0.92073,0.51082
0.2,0.47329,1.1712,0.6474,0.5417,1.084,0.69034,0.91872,1.1943,0.56961,1.139,1.2482,1.0664,0.86429,1.4938,1.0499,0.46369,1.0551,1.6289,0.62312,0.55037,1.5159,0.61086,1.6145,0.58661,0.5028,1.4378,0.62278,1.1829,0.47832,1.0764,0.9914,1.1308,0.85913,0.47119,0.50353,0.66295,1.4439,0.63817,1.0068,0.51423
0.21,0.49622,1.2008,0.66042,0.53163,0.91189,0.61743,0.88601,0.93007,0.57127,1.1495,1.5085,1.0322,0.87628,1.4629,1.303,0.46799,1.1815,1.5955,0.62132,0.63864,1.2922,0.7101,1.5225,0.56209,0.48964,1.377,0.6643,1.1303,0.50885,1.2424,1.0266,1.3844,0.98492,0.39214,0.63446,0.62733,1.2815,0.68983,0.94185,0.57035
0.22,0.538,1.2109,0.67274,0.51868,0.82992,0.53636,0.94455,0.92775,0.57862,1.007,1.6596,0.94282,0.8869,1.3379,1.6187,0.54648,1.2143,1.7736,0.61643,0.73556,1.2974,0.77172,1.4008,0.55981,0.49989,1.582,0.67458,1.0134,0.46779,1.015,1.1088,1.4185,1.0082,0.41162,0.8653,0.63331,1.2159,0.6825,1.0111,0.51253
0.23,0.51612,1.194,0.75815,0.62876,0.80831,0.52509,0.81658,0.90953,0.56863,1.1395,1.9062,0.90574,0.88262,1.2606,1.8509,0.54219,1.1559,1.9165,0.61197,0.83601,1.2092,0.82808,1.453,0.56975,0.50275,1.8291,0.66484,0.94922,0.5011,1.1334,1.3115,1.342,1.0655,0.41266,0.96011,0.63263,1.1177,0.66831,1.0775,0.47348
0.24,0.52541,1.1703,0.83429,0.59644,0.82907,0.5381,0.67134,0.99511,0.53091,1.1618,2.063,0.91663,0.85993,1.2093,2.0228,0.50356,0.97841,1.8879,0.59098,0.87921,1.1768,0.87893,1.547,0.58817,0.48649,1.7529,0.63299,1.0549,0.55589,1.2944,1.4825,1.16,1.2002,0.46916,0.90301,0.56102,1.0323,0.64523,1.068,0.52724
0.25,0.56832,1.1387,0.89496,0.51561,0.86,0.57402,0.64557,1.256,0.60633,1.1214,2.1679,0.98294,0.83366,1.1619,2.0225,0.53142,0.8834,1.7667,0.69696,0.8765,1.2071,0.92462,1.7238,0.52177,0.4707,1.7241,0.74344,1.1728,0.54711,1.3132,1.7283,0.87988,1.4454,0.54429,0.81344,0.50558,0.95566,0.63954,0.91709,0.51558
0.26,0.60649,1.1053,0.84649,0.6082,0.86165,0.61602,0.67288,1.4029,0.61145,1.3082,2.4162,1.026,0.87628,1.1992,1.8163,0.57993,0.96707,1.669,0.68431,0.8693,1.1646,0.98085,1.8215,0.54871,0.479,1.7044,0.84142,1.1832,0.54643,1.2351,1.8801,0.91368,1.6179,0.59799,0.84497,0.51855,1.0157,0.68627,0.71531,0.48075
0.27,0.63977,1.0749,0.74695,0.71493,0.8681,0.63779,0.70168,1.3821,0.65387,1.4456,2.5297,1.0155,0.89523,1.2264,1.6547,0.57204,1.1171,1.6422,0.66107,1.0177,1.0997,1.0074,1.9128,0.55668,0.5386,1.6296,0.78093,1.2046,0.59402,1.172,2.0766,1.1286,1.7026,0.58818,0.88532,0.49958,1.02,0.72747,0.77091,0.4853
0.28,0.65914,1.0421,0.74269,0.71019,0.87495,0.61822,0.65036,1.4022,0.75171,1.4729,2.54,0.95267,0.90248,1.2267,1.7035,0.51551,1.2044,1.6194,0.63582,1.0761,1.1078,0.96043,1.9397,0.57261,0.57121,1.5685,0.79349,1.1955,0.52696,1.1217,2.0927,1.1309,1.6028,0.55654,0.91942,0.53673,0.98177,0.75274,0.76296,0.4864
0.29,0.6633,1.004,0.75127,0.63534,0.88391,0.63366,0.56058,1.4621,0.86439,1.3719,2.5102,0.97443,0.97105,1.1957,1.7476,0.49485,1.0915,1.6433,0.59056,1.1612,1.1201,0.88821,1.8089,0.60363,0.56001,1.5131,0.77578,1.0893,0.48628,1.0637,2.0182,1.0985,1.3611,0.5536,0.92737,0.60181,0.92074,0.82228,0.78761,0.53351
0.3,0.63794,0.96949,0.86579,0.62057,0.9111,0.62806,0.6038,1.5006,0.91354,1.3911,2.395,1.0122,1.1218,1.2434,1.7294,0.47269,0.93255,1.7516,0.53701,1.2512,1.1203,0.89595,1.7393,0.58416,0.52238,1.4166,0.73127,1.06,0.53203,1.0758,2.1181,1.1373,1.0818,0.55992,0.90581,0.69332,0.85975,0.88786,0.70184,0.54625
0.31,0.60492,0.94296,0.90441,0.66256,0.94372,0.66608,0.65817,1.5072,0.86127,1.6336,2.6151,0.96925,1.1844,1.3147,1.6361,0.47364,0.89849,1.7444,0.46205,1.2879,1.1109,0.94484,1.8669,0.57114,0.51359,1.1911,0.75787,0.99041,0.59233,1.0758,2.174,1.1584,0.98402,0.55771,0.86202,0.79605,0.84145,0.96688,0.66195,0.60717
0.32,0.579,0.93348,0.8657,0.70722,0.97132,0.7268,0.65355,1.4347,0.78657,1.7917,2.5867,0.98314,1.2024,1.3283,1.4883,0.50727,0.82372,1.6413,0.41892,1.2539,1.1305,0.93727,1.9858,0.61084,0.5187,1.008,0.76993,0.91195,0.64024,1.128,2.0115,1.1124,0.91353,0.56681,0.8776,0.82934,0.7758,1.0942,0.62077,0.64329
0.33,0.55628,1.115,0.78581,0.69933,0.9932,0.79224,0.66233,1.2071,0.81882,1.9001,2.3938,0.94639,1.1828,1.3167,1.4107,0.54447,0.96208,1.592,0.41898,1.253,1.1849,0.87513,2.0022,0.65045,0.55585,1.0578,0.84893,1.0237,0.62352,1.2088,1.8649,1.0307,0.95276,0.59242,0.86497,0.77123,0.7547,1.1649,0.67668,0.7882
0.34,0.54164,1.2757,0.72327,0.63283,1.0043,0.83926,0.61301,1.096,0.91676,2.1516,2.1328,0.93714,1.1211,1.3443,1.3472,0.57167,1.0622,1.4961,0.43901,1.3616,1.2305,0.77341,1.9982,0.65804,0.59384,0.98439,0.87179,1.097,0.60658,1.1978,1.7383,0.91559,0.99956,0.6109,0.83394,0.73444,0.70561,1.1473,0.68599,0.84475
0.35,0.53108,1.2752,0.69973,0.54822,0.99628,0.86396,0.54533,1.1077,0.97915,2.3393,1.8573,0.93868,1.0952,1.4266,1.3471,0.58173,1.1066,1.4321,0.43557,1.4408,1.2111,0.74827,2.0399,0.63567,0.60507,1.0678,0.88847,1.0943,0.52395,1.0756,1.6701,0.89666,1.0664,0.60734,0.80735,0.67137,0.6689,1.0418,0.71425,0.80546
0.36,0.52026,1.1515,0.68202,0.48043,0.96896,0.88408,0.51379,1.099,0.99806,2.3017,1.5879,0.94951,1.0949,1.577,1.466,0.59161,1.0577,1.5224,0.44803,1.4873,1.1954,0.72742,2.1002,0.60757,0.60716,1.0903,0.9528,1.0612,0.49157,1.0163,1.7178,0.93457,1.1033,0.61474,0.81199,0.58739,0.67158,0.97066,0.7425,0.77306
0.37,0.53832,1.0125,0.63872,0.43377,0.93362,0.89758,0.52007,1.0657,1.0033,2.1341,1.4092,1.0085,1.0872,1.6775,1.7097,0.58923,0.97157,1.7114,0.47972,1.5015,1.1459,0.70458,2.1324,0.60641,0.61545,1.0886,1.0148,1.1325,0.51915,0.98837,1.7607,1.0019,1.0804,0.7102,0.76484,0.50437,0.70666,0.91169,0.74403,0.76079
0.38,0.55453,0.93718,0.58022,0.40826,0.90207,0.88607,0.54807,1.0961,1.0108,1.9252,1.3397,1.04,1.1107,1.789,1.7753,0.58792,0.89707,1.8515,0.52266,1.5174,1.1251,0.6823,2.1325,0.65099,0.62873,1.1931,1.0941,1.1828,0.57763,0.98766,1.8036,1.049,1.007,0.77839,0.74058,0.4911,0.74585,0.8598,0.73403,0.67829
0.39,0.56666,0.92161,0.56872,0.40219,0.87915,0.84723,0.57721,1.1987,1.0099,1.6621,1.3275,1.0468,1.1263,1.7839,1.7504,0.57073,0.81996,1.9624,0.55912,1.739,1.0916,0.65927,2.1259,0.70024,0.64923,1.2721,1.0868,1.1322,0.637,0.95083,1.8292,1.0353,0.90268,0.77223,0.7523,0.49141,0.77045,0.86432,0.70686,0.60489
0.4,0.58712,0.90963,0.51935,0.40108,0.86456,0.79543,0.58013,1.3071,0.97227,1.354,1.294,1.0279,1.1412,1.6194,1.7558,0.55376,0.7839,2.0217,0.56291,1.8716,1.0567,0.63476,2.1276,0.70332,0.67264,1.2965,1.0202,1.0443,0.69983,0.94153,1.8239,1.0716,0.8162,0.72124,0.79036,0.49028,0.77534,0.90104,0.66934,0.62288
0.41,0.60598,0.85544,0.48431,0.43671,0.8573,0.74297,0.55001,1.3722,0.8793,1.101,1.2614,1.0351,1.1448,1.5649,1.6991,0.55373,0.76718,2.0675,0.54225,1.9122,1.003,0.64446,2.1298,0.68997,0.67867,1.3149,0.95392,0.95225,0.71179,0.93024,1.8288,1.1819,0.77331,0.65893,0.84446,0.48321,0.8631,0.90675,0.72024,0.66727
0.42,0.60673,0.82243,0.52726,0.45177,0.85318,0.70143,0.52855,1.5353,0.90829,1.0066,1.1885,1.0258,1.1565,1.4778,1.6609,0.57127,0.79597,2.1613,0.50875,1.8672,0.93826,0.70582,2.1379,0.71535,0.66115,1.4077,0.90802,0.88632,0.66585,0.92501,1.845,1.2637,0.74601,0.70628,0.87155,0.4916,0.92873,0.93297,0.74337,0.64835
0.43,0.59123,0.81734,0.56111,0.44503,0.84991,0.69164,0.55492,1.7952,0.90895,1.0226,1.063,1.0244,1.1717,1.372,1.6869,0.59992,0.75614,2.281,0.54356,1.7576,0.89231,0.7549,2.1812,0.72626,0.63754,1.5266,0.87315,0.88066,0.60245,0.94909,1.8333,1.295,0.73786,0.7728,0.88623,0.51481,0.94998,0.94732,0.76818,0.60251
0.44,0.58511,0.80139,0.58148,0.47276,0.84582,0.68836,0.61516,1.959,0.87424,1.0262,0.94338,1.0189,1.1912,1.3935,1.7324,0.6249,0.73775,2.3638,0.5544,1.6088,0.83512,0.79411,2.2098,0.71152,0.62462,1.7097,0.79967,0.89901,0.54963,0.96753,1.7944,1.2796,0.762,0.83057,0.87523,0.53226,0.93272,0.99516,0.76036,0.56672
0.45,0.58773,0.8276,0.58467,0.49978,0.83969,0.68984,0.66614,1.9983,0.81558,0.97293,0.9336,1.0173,1.2005,1.3771,1.7999,0.64946,0.71239,2.4919,0.52188,1.4489,0.7714,0.82597,2.2366,0.67452,0.6226,1.818,0.7085,0.88708,0.55561,0.96768,1.7292,1.282,0.7666,0.85923,0.82357,0.57562,0.88388,1.0618,0.73395,0.55434
0.46,0.59038,0.85089,0.5739,0.52016,0.83023,0.67301,0.68628,2.022,0.75297,0.88479,0.91093,1.0248,1.2025,1.4774,1.8749,0.64023,0.70428,2.5049,0.4869,1.3023,0.7167,0.85307,2.2796,0.64387,0.61996,1.7391,0.65558,0.86227,0.57115,0.94155,1.6522,1.2998,0.74655,0.83527,0.75955,0.63511,0.81288,1.1528,0.74948,0.55448
0.47,0.59257,0.84984,0.55731,0.53321,0.81797,0.63349,0.67274,2.057,0.70411,0.7915,0.88417,1.0432,1.2551,1.6002,1.9077,0.61241,0.74986,2.4198,0.4582,1.2113,0.6892,0.87809,2.3508,0.67706,0.60953,1.5428,0.63209,0.85499,0.58116,0.89058,1.5673,1.3391,0.73405,0.84106,0.72434,0.67199,0.73072,1.2199,0.73413,0.56621
0.48,0.59407,0.95463,0.54209,0.53916,0.80227,0.62802,0.64755,2.0528,0.6584,0.70668,0.95979,1.0706,1.2976,1.6965,1.8781,0.58348,0.76094,2.2601,0.4362,1.1483,0.66843,0.90142,2.4516,0.72936,0.58943,1.4322,0.60808,0.91031,0.58956,0.81496,1.484,1.4034,0.75697,0.80975,0.72632,0.68971,0.64787,1.2227,0.70528,0.57852
0.49,0.59443,1.0114,0.53183,0.53932,0.78454,0.62372,0.63079,2.0002,0.62133,0.65798,1.1024,1.1033,1.3202,1.7645,1.8045,0.56701,0.74701,2.0602,0.42159,1.1033,0.64971,0.92362,2.5705,0.7377,0.56163,1.3403,0.59593,0.98126,0.57964,0.7505,1.4011,1.4649,0.76615,0.8278,0.72994,0.6797,0.57588,1.1626,0.72697,0.57692
0.5,0.59318,1.0238,0.5246,0.53502,0.76645,0.61965,0.62723,1.9432,0.67324,0.67683,1.2191,1.1376,1.3433,1.8127,1.7453,0.56884,0.73934,1.841,0.44623,1.0682,0.62605,0.94513,2.6904,0.70868,0.55655,1.455,0.60269,1.0181,0.5522,0.7655,1.3086,1.4921,0.77221,0.81037,0.7369,0.65725,0.54333,1.0822,0.74012,0.55875
0.51,0.59767,0.99861,0.55423,0.52846,0.74824,0.61445,0.64395,1.906,0.70996,0.66712,1.3443,1.1694,1.3551,1.8361,1.7212,0.58079,0.75245,1.9346,0.46296,1.0329,0.60042,0.96594,2.7963,0.68158,0.58224,1.6439,0.61083,1.0155,0.5308,0.78891,1.2147,1.4733,0.77731,0.85059,0.7723,0.63097,0.55075,1.0288,0.72509,0.53067
0.52,0.62756,0.94496,0.57891,0.52155,0.73027,0.60672,0.67946,1.8597,0.7331,0.75216,1.4295,1.1967,1.3511,1.8433,1.7222,0.5893,0.79725,2.0562,0.49316,1.0068,0.57494,0.98572,2.8781,0.67935,0.60617,1.8315,0.61503,0.98667,0.51215,0.86309,1.1172,1.4099,0.77935,0.93632,0.83254,0.60083,0.55838,1.022,0.69289,0.51585
0.53,0.65385,0.87291,0.59755,0.51637,0.71332,0.59531,0.71686,1.7755,0.74235,0.82993,1.4851,1.2206,1.3523,1.8336,1.7505,0.58618,0.83937,2.0948,0.51299,1.0669,0.55251,1.0026,2.9322,0.68628,0.62865,1.9491,0.63524,0.94784,0.51152,0.92098,1.0169,1.3272,0.78025,0.99638,0.89845,0.56436,0.57744,1.0396,0.67287,0.49857
0.54,0.67636,0.81265,0.61117,0.51489,0.69753,0.57907,0.73924,1.8529,0.73758,0.86805,1.5123,1.2403,1.3465,1.8147,1.7857,0.57089,0.86901,2.0754,0.52265,1.0716,0.53247,1.016,2.9609,0.67341,0.64881,1.9407,0.68145,1.0221,0.50905,0.94648,0.92626,1.2354,0.81833,1.0134,0.95179,0.54764,0.60339,1.0442,0.67255,0.48084
0.55,0.69475,0.75817,0.622,0.5189,0.75408,0.55746,0.74236,1.8733,0.72007,0.85701,1.5147,1.258,1.329,1.7842,1.794,0.54999,0.86177,2.0354,0.52272,1.0262,0.56944,1.0248,2.9696,0.6376,0.67704,1.8213,0.73202,1.1002,0.5255,0.94722,0.85263,1.1606,0.88715,0.99281,0.97275,0.55306,0.6278,1.0146,0.65155,0.46765
0.56,0.70946,0.71049,0.63195,0.52872,0.79081,0.55943,0.73349,1.7928,0.69288,0.81428,1.4789,1.2743,1.3142,1.7472,1.7558,0.53862,0.86751,1.9964,0.51929,0.94504,0.59676,1.0287,2.9637,0.59043,0.72076,1.6549,0.77931,1.1505,0.53517,0.94104,0.80323,1.1114,0.94688,0.9562,0.94328,0.55406,0.6498,0.95235,0.62717,0.46685
0.57,0.75769,0.66916,0.64253,0.54381,0.80308,0.5718,0.71937,1.6671,0.66031,0.77837,1.4217,1.2899,1.2964,1.7065,1.6544,0.54506,0.90692,1.9462,0.52138,0.85585,0.6025,1.0281,2.9886,0.55227,0.75672,1.5506,0.81351,1.1673,0.53454,0.92766,0.81231,1.079,0.981,0.91829,0.86799,0.55347,0.66886,0.90144,0.61798,0.45004
0.58,0.80395,0.62915,0.65315,0.56289,0.79209,0.57898,0.7066,1.744,0.62637,0.73524,1.3437,1.3063,1.2681,1.6614,1.6414,0.58095,0.90915,1.8569,0.52731,0.77405,0.6133,1.0242,3.0356,0.56132,0.78368,1.5677,0.83378,1.1491,0.52554,0.90667,0.78836,1.0573,0.97984,0.92105,0.77443,0.55106,0.68462,0.84754,0.63015,0.45332
0.59,0.84278,0.58495,0.66245,0.58921,0.76091,0.58021,0.68717,1.8273,0.6325,0.70473,1.2734,1.3237,1.2381,1.6142,1.7562,0.62971,0.91921,1.7416,0.52764,0.76083,0.64404,1.0175,3.0798,0.56063,0.80175,1.6723,0.84365,1.0932,0.5035,0.87824,0.74342,1.0505,0.94222,0.94411,0.69352,0.54451,0.69681,0.80884,0.62099,0.4673
0.6,0.87517,0.53433,0.66858,0.61743,0.75427,0.57515,0.66833,1.9227,0.65163,0.69683,1.2693,1.3421,1.2101,1.5672,1.8346,0.67352,0.95338,1.7804,0.51925,0.77143,0.68499,1.0084,3.1189,0.543,0.81119,1.7807,0.849,1.0183,0.4695,0.83538,0.74809,1.0638,0.93023,0.97033,0.64389,0.53277,0.70523,0.8001,0.58291,0.48315
0.61,0.90124,0.48792,0.67021,0.64564,0.7597,0.57139,0.65415,2.0271,0.66782,0.70554,1.2383,1.3612,1.174,1.5222,1.8786,0.70273,0.95312,1.7996,0.50459,0.77723,0.72349,0.99696,3.1549,0.51222,0.80999,1.8491,0.8501,1.0127,0.43369,0.78573,0.82504,1.0926,0.91391,0.9973,0.624,0.51537,0.71007,0.82439,0.52,0.5036
0.62,0.92152,0.44564,0.66682,0.67294,0.75878,0.56427,0.64837,2.1313,0.67803,0.71847,1.1953,1.3817,1.1321,1.4805,1.9048,0.71768,0.93259,1.8068,0.48906,0.77762,0.74629,0.9835,3.1842,0.48378,0.79966,1.8656,0.84592,0.98867,0.40637,0.74717,0.88758,1.1249,0.88715,1.0199,0.61261,0.52792,0.71143,0.87251,0.51047,0.52597
0.63,0.93647,0.45716,0.66659,0.69805,0.75285,0.55051,0.65277,2.2024,0.68025,0.74828,1.1386,1.4018,1.0991,1.4429,1.8877,0.72468,0.90048,1.8226,0.47499,0.77343,0.75735,0.9679,3.2052,0.50898,0.78069,1.8494,0.83924,0.96323,0.39082,0.72074,0.92817,1.1513,0.85652,1.0359,0.58871,0.57476,0.70926,0.93066,0.52075,0.54152
0.64,0.94647,0.47575,0.66402,0.72052,0.74396,0.53172,0.65955,2.2122,0.71171,0.76894,1.0757,1.4217,1.061,1.4121,1.8634,0.7296,0.85749,1.8407,0.45956,0.76467,0.75224,0.95004,3.2167,0.55516,0.75347,1.8142,0.83072,0.95176,0.37825,0.69001,0.94339,1.1712,0.82742,1.041,0.55894,0.60558,0.70402,0.98661,0.53767,0.54331
0.65,0.95177,0.49256,0.65915,0.7402,0.73273,0.50965,0.65816,2.1576,0.74153,0.77394,1.0174,1.4402,1.0192,1.4287,1.9614,0.73329,0.80863,1.8222,0.44251,0.76749,0.7469,0.93068,3.218,0.58597,0.74016,1.7756,0.82724,0.96485,0.35887,0.65516,0.92759,1.1921,0.85937,1.0255,0.54988,0.62586,0.69609,1.0331,0.53732,0.56156
0.66,0.95262,0.50713,0.65396,0.7567,0.71987,0.4859,0.65089,2.1568,0.76194,0.76885,0.96617,1.4577,0.97843,1.4475,1.9823,0.73148,0.81198,1.8761,0.42525,0.82546,0.74956,0.91116,3.2091,0.59828,0.74115,1.7438,0.83023,0.99887,0.33241,0.63143,0.87921,1.2195,0.88516,0.98598,0.54108,0.6427,0.68591,1.0654,0.51637,0.59833
0.67,0.94933,0.5195,0.65007,0.76992,0.70542,0.46191,0.63757,2.151,0.77817,0.76446,0.91764,1.4737,0.94189,1.4683,2.0096,0.71836,0.81228,1.9226,0.40644,0.87483,0.77481,0.90509,3.1906,0.62696,0.74043,1.7372,0.84102,1.0374,0.31413,0.63563,0.80343,1.2553,0.90763,0.93053,0.532,0.66113,0.67666,1.0822,0.49738,0.62356
