Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40
0.14,0.078201,0.21418,0.1028,0.078895,0.16408,0.10181,0.15117,0.23187,0.083577,0.14498,0.2572,0.1567,0.15224,0.20207,0.19901,0.078325,0.21253,0.27419,0.074219,0.12803,0.37637,0.098138,0.27994,0.1555,0.10623,0.34725,0.099946,0.17962,0.095508,0.18387,0.20352,0.2472,0.18895,0.16089,0.081324,0.12374,0.19027,0.091978,0.12749,0.11389
0.15,0.093813,0.2435,0.11346,0.097216,0.20185,0.13039,0.18581,0.34606,0.1057,0.16701,0.27491,0.16472,0.17524,0.21564,0.23035,0.094752,0.22938,0.32507,0.10995,0.15745,0.46458,0.10916,0.29799,0.16975,0.11486,0.29185,0.11134,0.20417,0.10835,0.24152,0.24,0.29945,0.24292,0.1721,0.096171,0.15352,0.27281,0.11504,0.17469,0.14037
0.16,0.11196,0.30368,0.13239,0.11533,0.28242,0.13976,0.19495,0.43636,0.13263,0.21758,0.3523,0.18466,0.19066,0.27305,0.2697,0.10992,0.26954,0.34871,0.12867,0.15203,0.45681,0.12153,0.35812,0.1764,0.12807,0.34634,0.12236,0.22783,0.13122,0.24635,0.25777,0.34134,0.26396,0.19569,0.13593,0.18715,0.38401,0.11911,0.18587,0.13777
0.17,0.12531,0.34337,0.16978,0.12319,0.34419,0.14962,0.22504,0.43057,0.17573,0.29434,0.44408,0.23834,0.21682,0.33222,0.30515,0.12585,0.26181,0.47225,0.13522,0.164,0.5515,0.12273,0.51754,0.27103,0.1452,0.43698,0.13881,0.24467,0.16069,0.29063,0.30451,0.33914,0.27475,0.18058,0.15209,0.21118,0.45385,0.13593,0.18225,0.1222
0.18,0.14316,0.38641,0.18697,0.16441,0.37945,0.17953,0.28833,0.4476,0.22151,0.36061,0.44303,0.30737,0.29903,0.37833,0.33926,0.14391,0.33101,0.60341,0.15659,0.17394,0.55984,0.17985,0.67478,0.25083,0.15594,0.54529,0.1485,0.30817,0.15688,0.33393,0.33016,0.35436,0.28245,0.1577,0.1643,0.20847,0.52211,0.17685,0.24832,0.1321
0.19,0.15822,0.42606,0.21111,0.18985,0.42082,0.21023,0.33857,0.46007,0.2332,0.38444,0.41382,0.3632,0.33058,0.50071,0.41049,0.16108,0.34948,0.65062,0.19186,0.20087,0.61342,0.20466,0.67534,0.24771,0.18115,0.55865,0.20314,0.38413,0.18536,0.36564,0.33154,0.33258,0.2937,0.17939,0.19442,0.22843,0.5618,0.19843,0.32532,0.18049
0.2,0.18529,0.45854,0.25346,0.21208,0.42441,0.27027,0.35968,0.46756,0.22301,0.44594,0.48868,0.41752,0.33837,0.58482,0.41103,0.18154,0.41308,0.63772,0.24396,0.21547,0.59347,0.23915,0.63208,0.22966,0.19685,0.56291,0.24382,0.46311,0.18726,0.42143,0.38814,0.44273,0.33635,0.18447,0.19713,0.25955,0.56528,0.24985,0.39416,0.20132
0.21,0.21419,0.5183,0.28506,0.22947,0.3936,0.2665,0.38243,0.40145,0.24658,0.49615,0.65112,0.44554,0.37823,0.63144,0.56241,0.202,0.50998,0.68869,0.26818,0.27566,0.55774,0.3065,0.65718,0.24262,0.21134,0.59438,0.28673,0.48789,0.21964,0.53625,0.44312,0.59756,0.42512,0.16926,0.27386,0.27078,0.55312,0.29775,0.40653,0.24618
0.22,0.25486,0.57365,0.31869,0.24571,0.39315,0.25409,0.44745,0.43949,0.27411,0.47705,0.78621,0.44663,0.42014,0.63379,0.76679,0.25888,0.57522,0.84021,0.29202,0.34845,0.61462,0.36558,0.66359,0.26519,0.23681,0.74944,0.31956,0.48007,0.2216,0.48083,0.52525,0.67195,0.47762,0.19499,0.40991,0.30001,0.57598,0.32331,0.47896,0.2428
0.23,0.26723,0.61823,0.39255,0.32555,0.41851,0.27187,0.4228,0.47092,0.29442,0.59001,0.98697,0.46896,0.45699,0.65271,0.95831,0.28073,0.59848,0.99227,0.31686,0.43286,0.62608,0.42875,0.75232,0.295,0.2603,0.94707,0.34423,0.49147,0.25945,0.58686,0.67902,0.69486,0.55167,0.21366,0.49711,0.32756,0.57872,0.34603,0.55788,0.24515
0.24,0.29621,0.6598,0.47035,0.33626,0.4674,0.30336,0.37848,0.56101,0.29931,0.65499,1.163,0.51676,0.4848,0.68176,1.1404,0.28389,0.5516,1.0643,0.33318,0.49567,0.66345,0.49551,0.87215,0.33159,0.27427,0.98825,0.35686,0.59473,0.31339,0.72973,0.83577,0.65395,0.67661,0.2645,0.50909,0.31629,0.58197,0.36376,0.60211,0.29724
0.25,0.34765,0.69656,0.54747,0.31541,0.52608,0.35115,0.39491,0.76835,0.37091,0.68599,1.3262,0.60129,0.50997,0.71074,1.2372,0.32509,0.5404,1.0807,0.42635,0.53618,0.73843,0.56561,1.0545,0.31918,0.28794,1.0547,0.45478,0.71745,0.33468,0.80334,1.0573,0.53825,0.8842,0.33296,0.4976,0.30928,0.5846,0.39122,0.56101,0.3154
0.26,0.40128,0.73132,0.56007,0.40241,0.57011,0.40759,0.44521,0.92822,0.40456,0.86556,1.5987,0.67884,0.57978,0.79341,1.2018,0.38371,0.63986,1.1043,0.45277,0.57517,0.77054,0.64897,1.2052,0.36305,0.31693,1.1277,0.55672,0.78288,0.36154,0.81719,1.2439,0.60453,1.0704,0.39566,0.55907,0.34309,0.67201,0.45407,0.47328,0.31809
0.27,0.45649,0.76699,0.53296,0.51012,0.61941,0.45508,0.50066,0.98614,0.46655,1.0314,1.805,0.72457,0.63876,0.87506,1.1806,0.40816,0.79708,1.1717,0.47169,0.72615,0.78467,0.71882,1.3648,0.3972,0.3843,1.1627,0.55721,0.85949,0.42384,0.83626,1.4817,0.80527,1.2148,0.41967,0.63169,0.35646,0.7278,0.51906,0.55006,0.34627
0.28,0.50579,0.79967,0.5699,0.54496,0.6714,0.47439,0.49906,1.076,0.57682,1.1302,1.949,0.73103,0.69252,0.94131,1.3072,0.39557,0.9242,1.2426,0.4879,0.82571,0.85008,0.73699,1.4884,0.43939,0.43832,1.2036,0.60888,0.9174,0.40436,0.86073,1.6059,0.86777,1.2299,0.42706,0.70551,0.41186,0.75336,0.57762,0.58546,0.37324
0.29,0.54598,0.82647,0.6184,0.52297,0.72758,0.52159,0.46144,1.2035,0.71151,1.1293,2.0662,0.80209,0.79931,0.98427,1.4385,0.40733,0.89849,1.3527,0.48611,0.95582,0.92198,0.73112,1.489,0.49687,0.46097,1.2455,0.63857,0.89667,0.40028,0.87555,1.6613,0.90425,1.1204,0.45569,0.76335,0.49537,0.7579,0.67685,0.64831,0.43915
0.3,0.56195,0.85401,0.76266,0.54665,0.80257,0.55325,0.53188,1.3219,0.80472,1.2254,2.1097,0.89167,0.98817,1.0953,1.5234,0.41638,0.82147,1.543,0.47305,1.1022,0.98684,0.78923,1.5321,0.51458,0.46015,1.2479,0.64417,0.93376,0.46866,0.94764,1.8658,1.0019,0.95295,0.49322,0.79791,0.61074,0.75734,0.78211,0.61824,0.48119
0.31,0.56898,0.88694,0.85068,0.6232,0.88766,0.62651,0.61906,1.4177,0.8101,1.5366,2.4597,0.91167,1.114,1.2366,1.5389,0.4455,0.84511,1.6407,0.4346,1.2114,1.0449,0.88871,1.756,0.53721,0.48308,1.1203,0.71285,0.93157,0.55714,1.0118,2.0449,1.0896,0.92556,0.52458,0.81081,0.74876,0.79146,0.90944,0.62263,0.5711
0.32,0.5803,0.93558,0.86765,0.70881,0.97351,0.72843,0.65503,1.4379,0.78834,1.7957,2.5926,0.98535,1.2051,1.3313,1.4917,0.50841,0.82558,1.645,0.41986,1.2567,1.1331,0.93938,1.9903,0.61221,0.51987,1.0103,0.77166,0.914,0.64168,1.1305,2.0161,1.1149,0.91558,0.56808,0.87958,0.83121,0.77755,1.0966,0.62217,0.64474
0.33,0.59292,1.1885,0.83757,0.74539,1.0586,0.84443,0.70596,1.2866,0.87276,2.0253,2.5515,1.0087,1.2607,1.4035,1.5036,0.58034,1.0255,1.6969,0.44658,1.3355,1.2629,0.93278,2.1341,0.6933,0.59247,1.1275,0.90485,1.0911,0.66459,1.2884,1.9877,1.0986,1.0155,0.63145,0.92195,0.82203,0.80442,1.2416,0.72125,0.84012
0.34,0.61284,1.4433,0.81835,0.71602,1.1363,0.94958,0.69359,1.2401,1.0373,2.4344,2.4131,1.0603,1.2684,1.5211,1.5243,0.64682,1.2018,1.6928,0.49672,1.5406,1.3923,0.87507,2.2609,0.74454,0.67191,1.1138,0.98638,1.2412,0.68632,1.3552,1.9668,1.0359,1.131,0.6912,0.94356,0.83098,0.79836,1.2981,0.77617,0.95579
0.35,0.63676,1.5289,0.83896,0.65731,1.1945,1.0359,0.65384,1.3281,1.174,2.8047,2.2269,1.1255,1.3132,1.7105,1.6151,0.69749,1.3268,1.7171,0.52224,1.7276,1.4521,0.89716,2.4458,0.76216,0.72547,1.2803,1.0653,1.312,0.62821,1.2897,2.0025,1.0751,1.2786,0.72819,0.968,0.80496,0.802,1.249,0.85638,0.96573
0.36,0.65994,1.4607,0.86513,0.60942,1.2291,1.1214,0.65173,1.394,1.266,2.9197,2.0143,1.2044,1.3889,2.0004,1.8596,0.75044,1.3416,1.9311,0.56831,1.8866,1.5163,0.92272,2.664,0.77068,0.77017,1.383,1.2086,1.3461,0.62355,1.2892,2.1789,1.1855,1.3995,0.77978,1.03,0.74509,0.85188,1.2313,0.94185,0.9806
0.37,0.72131,1.3567,0.85583,0.58121,1.251,1.2027,0.69685,1.428,1.3443,2.8596,1.8882,1.3514,1.4568,2.2478,2.2909,0.78952,1.3018,2.2931,0.64279,2.0119,1.5355,0.94409,2.8572,0.81254,0.82465,1.4587,1.3598,1.5174,0.69562,1.3243,2.3592,1.3424,1.4476,0.95162,1.0248,0.67581,0.94687,1.2216,0.99694,1.0194
0.38,0.78374,1.3246,0.82005,0.57701,1.2749,1.2523,0.77461,1.5491,1.4286,2.721,1.8935,1.4698,1.5697,2.5284,2.5091,0.83092,1.2679,2.6167,0.7387,2.1447,1.5901,0.96432,3.014,0.92007,0.8886,1.6862,1.5464,1.6717,0.81638,1.3959,2.5491,1.4826,1.4232,1.1001,1.0467,0.69409,1.0541,1.2152,1.0374,0.95865
0.39,0.84359,1.372,0.84665,0.59874,1.3088,1.2613,0.85929,1.7845,1.5034,2.4744,1.9762,1.5583,1.6767,2.6556,2.6059,0.84964,1.2207,2.9214,0.83237,2.5888,1.6251,0.98146,3.1649,1.0424,0.96651,1.8938,1.6179,1.6855,0.9483,1.4155,2.7231,1.5413,1.3438,1.1496,1.1199,0.73157,1.147,1.2867,1.0523,0.9005
0.4,0.91945,1.4245,0.81331,0.6281,1.3539,1.2457,0.90849,2.047,1.5226,2.1204,2.0265,1.6096,1.7872,2.536,2.7496,0.8672,1.2276,3.1661,0.88152,2.931,1.6547,0.99405,3.3319,1.1014,1.0534,2.0303,1.5976,1.6354,1.0959,1.4745,2.8563,1.6782,1.2782,1.1295,1.2377,0.76779,1.2142,1.411,1.0482,0.97544
0.41,0.99703,1.4074,0.79684,0.71852,1.4105,1.2224,0.90493,2.2577,1.4467,1.8115,2.0754,1.703,1.8835,2.5747,2.7956,0.91104,1.2622,3.4017,0.89217,3.1461,1.6503,1.0603,3.5042,1.1352,1.1166,2.1634,1.5695,1.5667,1.1711,1.5305,3.009,1.9445,1.2723,1.0841,1.3894,0.79503,1.4201,1.4919,1.185,1.0979
0.42,1.0475,1.42,0.91034,0.78,1.473,1.211,0.91256,2.6507,1.5682,1.738,2.0521,1.7711,1.9968,2.5515,2.8676,0.98632,1.3743,3.7316,0.87837,3.2239,1.6199,1.2186,3.6911,1.2351,1.1415,2.4304,1.5677,1.5303,1.1496,1.5971,3.1855,2.1818,1.288,1.2194,1.5048,0.84876,1.6035,1.6108,1.2835,1.1194
0.43,1.07,1.4792,1.0155,0.80539,1.5381,1.2517,1.0043,3.2488,1.645,1.8507,1.9237,1.8539,2.1205,2.4829,3.0528,1.0857,1.3684,4.1279,0.9837,3.1808,1.6148,1.3662,3.9474,1.3143,1.1538,2.7628,1.5802,1.5938,1.0903,1.7176,3.3178,2.3436,1.3353,1.3986,1.6038,0.93166,1.7192,1.7144,1.3902,1.0904
0.44,1.1087,1.5185,1.1018,0.89583,1.6027,1.3044,1.1657,3.7121,1.6566,1.9446,1.7876,1.9307,2.2571,2.6405,3.2828,1.1841,1.398,4.4792,1.0505,3.0485,1.5825,1.5047,4.1873,1.3483,1.1836,3.2397,1.5153,1.7035,1.0415,1.8333,3.4001,2.4248,1.4439,1.5738,1.6585,1.0086,1.7674,1.8857,1.4408,1.0739
0.45,1.1649,1.6403,1.1588,0.99056,1.6643,1.3673,1.3203,3.9606,1.6165,1.9283,1.8504,2.0163,2.3795,2.7294,3.5673,1.2872,1.412,4.9389,1.0344,2.8718,1.5289,1.6371,4.433,1.3369,1.234,3.6033,1.4042,1.7582,1.1012,1.9179,3.4273,2.5408,1.5194,1.703,1.6323,1.1409,1.7518,2.1044,1.4547,1.0987
0.46,1.2227,1.7623,1.1886,1.0773,1.7195,1.3938,1.4213,4.1878,1.5595,1.8325,1.8866,2.1224,2.4905,3.0599,3.8831,1.326,1.4586,5.1879,1.0084,2.6971,1.4843,1.7668,4.7213,1.3335,1.284,3.6017,1.3577,1.7858,1.1829,1.95,3.4217,2.692,1.5462,1.7299,1.5731,1.3153,1.6835,2.3875,1.5522,1.1484
0.47,1.2812,1.8374,1.205,1.1528,1.7685,1.3697,1.4545,4.4473,1.5223,1.7113,1.9117,2.2554,2.7137,3.4597,4.1246,1.3241,1.6213,5.2319,0.99067,2.619,1.4901,1.8985,5.0826,1.4639,1.3178,3.3356,1.3666,1.8486,1.2565,1.9255,3.3887,2.8953,1.5871,1.8185,1.5661,1.4529,1.5799,2.6376,1.5873,1.2242
0.48,1.3397,2.1528,1.2225,1.2158,1.8092,1.4162,1.4603,4.6293,1.4847,1.5936,2.1644,2.4143,2.9261,3.8258,4.2353,1.3158,1.716,5.0967,0.98367,2.5895,1.5073,2.0328,5.5286,1.6448,1.3292,3.2296,1.3713,2.0528,1.3295,1.8378,3.3465,3.1647,1.707,1.826,1.6379,1.5554,1.461,2.7573,1.5905,1.3046
0.49,1.3969,2.3768,1.2498,1.2674,1.8437,1.4657,1.4824,4.7004,1.4601,1.5463,2.5907,2.5929,3.1026,4.1465,4.2407,1.3325,1.7555,4.8414,0.99075,2.5929,1.5268,2.1705,6.0408,1.7336,1.3198,3.1498,1.4004,2.306,1.3622,1.7637,3.2927,3.4425,1.8005,1.9453,1.7154,1.5973,1.3533,2.7322,1.7084,1.3558
0.5,1.4515,2.5052,1.2837,1.3091,1.8754,1.5162,1.5348,4.7549,1.6474,1.6561,2.9831,2.7836,3.287,4.4355,4.2707,1.3919,1.8091,4.5048,1.0919,2.6137,1.5319,2.3126,6.5832,1.7341,1.3618,3.5602,1.4747,2.4911,1.3512,1.8731,3.202,3.6511,1.8895,1.9829,1.8031,1.6082,1.3295,2.648,1.811,1.3672
0.51,1.5215,2.5422,1.4109,1.3453,1.9048,1.5642,1.6394,4.8521,1.8074,1.6983,3.4222,2.9771,3.4499,4.6744,4.3818,1.4786,1.9156,4.925,1.1786,2.6295,1.5285,2.4591,7.1186,1.7351,1.4822,4.185,1.555,2.5853,1.3513,2.0084,3.0922,3.7508,1.9788,2.1654,1.9661,1.6063,1.4021,2.6191,1.8459,1.351
0.52,1.6609,2.5009,1.5321,1.3803,1.9327,1.6057,1.7982,4.9218,1.9402,1.9906,3.7832,3.1673,3.5759,4.8784,4.5579,1.5596,2.11,5.4418,1.3052,2.6646,1.5216,2.6088,7.6171,1.798,1.6043,4.8472,1.6277,2.6113,1.3554,2.2842,2.9568,3.7314,2.0626,2.478,2.2034,1.5901,1.4778,2.7047,1.8338,1.3652
0.53,1.7977,2.3999,1.6429,1.4197,1.9612,1.6367,1.9709,4.8815,2.041,2.2818,4.0831,3.3559,3.7179,5.0411,4.8127,1.6116,2.3077,5.7593,1.4104,2.9331,1.519,2.7566,8.0616,1.8868,1.7284,5.3586,1.7465,2.606,1.4064,2.5321,2.7958,3.6488,2.1452,2.7394,2.4701,1.5516,1.5876,2.8581,1.8499,1.3708
0.54,1.9304,2.3194,1.7443,1.4695,1.9908,1.6527,2.1099,5.2883,2.1051,2.4775,4.3162,3.54,3.843,5.1792,5.0967,1.6294,2.4802,5.9234,1.4917,3.0586,1.5197,2.8997,8.4505,1.922,1.8518,5.5389,1.9449,2.9172,1.4529,2.7013,2.6436,3.5259,2.3356,2.8923,2.7165,1.563,1.7221,2.9803,1.9195,1.3724
0.55,2.057,2.2448,1.8416,1.5363,2.2326,1.6505,2.198,5.5464,2.132,2.5374,4.4846,3.7245,3.9349,5.2826,5.3116,1.6284,2.5515,6.0263,1.5476,3.0384,1.686,3.0342,8.7922,1.8878,2.0045,5.3923,2.1673,3.2573,1.5559,2.8045,2.5244,3.4363,2.6266,2.9395,2.8801,1.6375,1.8588,3.004,1.9291,1.3846
0.56,2.1776,2.1808,1.9397,1.6229,2.4273,1.7171,2.2514,5.5029,2.1267,2.4993,4.5393,3.9112,4.0337,5.3629,5.3894,1.6533,2.6627,6.1276,1.5939,2.9007,1.8317,3.1575,9.0967,1.8123,2.2123,5.0795,2.392,3.5313,1.6426,2.8884,2.4654,3.4112,2.9063,2.935,2.8953,1.7006,1.9945,2.9231,1.925,1.433
0.57,2.4095,2.1279,2.0432,1.7293,2.5538,1.8183,2.2876,5.3013,2.0998,2.4752,4.5211,4.102,4.1227,5.4266,5.2609,1.7333,2.884,6.1889,1.658,2.7216,1.9159,3.2695,9.5038,1.7562,2.4064,4.9309,2.587,3.7119,1.6998,2.95,2.5832,3.4313,3.1196,2.9202,2.7602,1.76,2.127,2.8666,1.9652,1.4311
0.58,2.6471,2.0715,2.1505,1.8534,2.608,1.9063,2.3265,5.7424,2.0624,2.4208,4.4244,4.3011,4.1753,5.4702,5.4046,1.9128,2.9934,6.1139,1.7362,2.5486,2.0193,3.3722,9.995,1.8482,2.5803,5.1616,2.7453,3.7834,1.7304,2.9853,2.5957,3.4813,3.2262,3.0326,2.5499,1.8144,2.2541,2.7906,2.0748,1.4926
0.59,2.8714,1.993,2.257,2.0075,2.5925,1.9768,2.3412,6.2257,2.155,2.4011,4.3385,4.5101,4.2183,5.4998,5.9836,2.1455,3.1318,5.9339,1.7977,2.5922,2.1943,3.4668,10.493,1.9101,2.7316,5.6977,2.8744,3.7246,1.7155,2.9922,2.5329,3.5792,3.2102,3.2166,2.3629,1.8552,2.3741,2.7558,2.1158,1.5921
0.6,3.0837,1.8827,2.3558,2.1755,2.6577,2.0266,2.3549,6.7747,2.2961,2.4553,4.4725,4.7289,4.2639,5.5221,6.4642,2.3732,3.3593,6.2733,1.8296,2.7182,2.4136,3.5531,10.99,1.9133,2.8583,6.2742,2.9915,3.5881,1.6543,2.9435,2.6359,3.7482,3.2777,3.419,2.2688,1.8772,2.4849,2.8192,2.0539,1.7024
0.61,3.2823,1.777,2.4409,2.3514,2.7668,2.081,2.3824,7.3828,2.4322,2.5695,4.51,4.9574,4.2758,5.5437,6.8417,2.5593,3.4713,6.5541,1.8377,2.8306,2.6349,3.6309,11.49,1.8655,2.95,6.7345,3.096,3.6882,1.5795,2.8616,3.0048,3.979,3.3284,3.6322,2.2726,1.877,2.586,3.0024,1.8938,1.8341
0.62,3.4671,1.6767,2.5088,2.5318,2.8548,2.123,2.4394,8.0188,2.551,2.7031,4.497,5.1984,4.2593,5.5702,7.1665,2.7002,3.5087,6.7978,1.84,2.9257,2.8078,3.7003,11.98,1.8201,3.0086,7.0191,3.1827,3.7197,1.5289,2.8111,3.3394,4.2324,3.3378,3.8373,2.3049,1.9862,2.6767,3.2827,1.9206,1.9789
0.63,3.6379,1.7759,2.5895,2.7117,2.9246,2.1386,2.5358,8.5557,2.6426,2.9069,4.423,5.4455,4.2697,5.6053,7.3332,2.8152,3.4981,7.0803,1.8452,3.0045,2.9421,3.76,12.451,1.9772,3.0328,7.1843,3.2602,3.7419,1.5182,2.7999,3.6057,4.4726,3.3273,4.024,2.287,2.2328,2.7553,3.6153,2.023,2.1036
0.64,3.7944,1.9073,2.6621,2.8886,2.9826,2.1317,2.6441,8.8687,2.8532,3.0827,4.3124,5.6996,4.2536,5.6612,7.4704,2.925,3.4377,7.3796,1.8424,3.0656,3.0158,3.8087,12.896,2.2256,3.0207,7.2732,3.3304,3.8156,1.5164,2.7662,3.782,4.6955,3.3172,4.1734,2.2408,2.4278,2.8224,3.9553,2.1555,2.1781
0.65,3.9358,2.0369,2.7258,3.0609,3.03,2.1076,2.7217,8.9222,3.0664,3.2004,4.2074,5.9557,4.2145,5.9082,8.1108,3.0324,3.3439,7.5353,1.8299,3.1738,3.0886,3.8486,13.307,2.4231,3.0608,7.3426,3.4209,3.9899,1.484,2.7093,3.8358,4.9296,3.5537,4.2407,2.2739,2.5881,2.8785,4.2721,2.222,2.3222
0.66,4.0615,2.1622,2.7882,3.2262,3.0692,2.0716,2.775,9.1956,3.2485,3.278,4.1193,6.2149,4.1715,6.1713,8.4514,3.1187,3.4619,7.9987,1.813,3.5193,3.1957,3.8847,13.682,2.5507,3.1599,7.4345,3.5397,4.2587,1.4172,2.6921,3.7485,5.1993,3.7739,4.2037,2.3069,2.7401,2.9244,4.5424,2.2015,2.551
0.67,4.1711,2.2825,2.8562,3.3828,3.0994,2.0295,2.8013,9.451,3.419,3.3588,4.0318,6.475,4.1384,6.4511,8.8293,3.1562,3.5689,8.4473,1.7858,3.8437,3.4043,3.9767,14.019,2.7546,3.2532,7.6326,3.6952,4.5579,1.3802,2.7927,3.53,5.5154,3.9878,4.0884,2.3374,2.9048,2.973,4.7547,2.1853,2.7397
