0.00073737	3.4409
0.0071372	6.2649
0.013851	9.0696
-0.010588	-2.1241
-0.017452	-4.8615
-0.025097	-7.8304
-0.032139	-10.68
-0.032305	-10.692
-0.027111	-7.581
-0.021286	-4.9417
-0.014374	-2.1593
-0.0070695	0.63293
0.00016515	3.51
0.0069165	6.263
0.014167	9.1852
0.020942	11.935
0.016416	9.144
0.0099588	6.2357
0.0032959	3.4403
-0.0037277	0.77393
-0.010817	-2.0471
-0.018661	-4.9771
-0.025825	-7.8664
-0.032546	-10.648
-0.02786	-7.8594
-0.020833	-4.748
-0.014004	-2.1596
-0.013855	-2.1634
-0.0065877	0.60962
0.00059866	3.5162
0.0080127	6.2532
0.015282	9.1208
0.021619	11.963
0.017032	9.1097
0.017055	9.1042
0.011033	6.3309
0.010786	6.3776
0.0038722	3.572
-0.002944	0.71869
-0.010914	-2.0827
-0.018411	-4.9811
-0.018284	-4.9727
-0.018268	-4.9368
-0.025895	-7.8358
-0.025775	-7.8529
-0.02593	-7.7894
-0.025825	-7.8519
-0.032417	-10.66
-0.032618	-10.659
-0.032518	-10.594
-0.032598	-10.675
-0.02737	-7.8505
-0.02725	-7.8137
-0.027237	-7.7738
-0.027121	-7.776
-0.027394	-7.7798
-0.027087	-7.8284
-0.02733	-7.7946
-0.027392	-7.82
-0.027188	-7.7956
-0.027086	-7.8021
-0.020505	-4.9481
-0.013661	-2.2103
-0.013484	-2.0977
-0.013576	-2.1862
-0.013566	-2.1124
-0.013562	-2.0862
-0.0052538	0.77057
0.0089138	6.3913
0.0090386	6.36
0.0088832	6.2974
0.0090457	6.4127
0.0089045	6.3721
0.009139	6.4033
0.0222	11.868
0.022281	11.862
0.022277	11.84
0.039791	17.672
0.040003	17.589
0.062384	23.293
0.062482	23.246
0.062557	23.25
0.053915	17.649
0.053835	17.705
0.039226	11.882
0.039184	11.829
0.039169	11.841
0.022347	6.2454
0.0048648	0.71448
0.0048119	0.72687
0.0047773	0.70441
0.0046999	0.73022
0.0045551	0.70459
0.0045509	0.75739
-0.012625	-4.8597
-0.01258	-4.8951
-0.02768	-10.672
-0.045237	-16.19
-0.045387	-16.158
-0.067937	-21.771
-0.067934	-21.758
-0.068148	-21.763
-0.068228	-21.825
-0.05923	-16.225
-0.059237	-16.201
-0.04492	-10.707
-0.044957	-10.689
-0.044855	-10.645
-0.027179	-4.8951
-0.027564	-4.9182
-0.0082603	0.70203
-0.008179	0.76526
-0.0079599	0.67505
-0.0080487	0.71332
-0.0079392	0.68475
-0.0079962	0.67487
-0.007748	0.69379
-0.0080754	0.68268
-0.0079602	0.72028
0.011633	6.4459
0.03077	11.937
0.030674	11.894
0.030898	11.92
0.030815	11.891
0.030836	11.918
0.049023	17.688
0.04931	17.804
0.049357	17.676
0.049474	17.75
0.065722	23.168
0.065975	23.265
0.066164	23.215
0.066169	23.261
0.056082	17.616
0.040356	11.906
0.04022	11.892
0.040226	11.826
0.040143	11.86
0.040249	11.888
0.021999	6.2512
0.0024205	0.66577
0.0022084	0.66583
-0.017731	-4.9651
-0.017802	-4.9197
-0.017857	-4.9526
-0.037467	-10.743
-0.054353	-16.192
-0.054306	-16.143
-0.054517	-16.184
-0.071442	-21.832
-0.071438	-21.809
-0.06083	-16.218
-0.060817	-16.253
-0.045581	-10.562
-0.045223	-10.53
-0.045461	-10.595
-0.027227	-4.8589
-0.027281	-4.8977
-0.027354	-4.9181
-0.027345	-4.8581
-0.027234	-4.9355
-0.027191	-4.8738
-0.027202	-4.9103
-0.027223	-4.8134
-0.02727	-4.8231
-0.0070895	0.70935
-0.0073065	0.74628
-0.0071922	0.65363
-0.0071678	0.6839
-0.007228	0.73627
0.01375	6.4179
0.033457	12.006
0.03354	11.993
0.051543	17.568
0.067979	23.206
0.068013	23.255
0.06812	23.194
0.068051	23.195
0.056835	17.593
0.056694	17.577
0.056578	17.635
0.04065	11.912
0.021712	6.3345
0.021808	6.3666
0.021773	6.2889
0.021754	6.3206
0.0016073	0.6817
0.0015047	0.73071
0.0013165	0.71423
0.001387	0.73462
0.0013242	0.64325
0.001288	0.74683
0.0013073	0.70197
0.0014727	0.73022
0.0013972	0.74823
-0.019537	-4.9386
-0.019468	-5.0018
-0.039424	-10.657
-0.039405	-10.646
-0.039389	-10.666
-0.057061	-16.353
-0.072718	-21.828
-0.073052	-21.86
-0.072791	-21.874
-0.072831	-21.787
-0.072881	-21.889
-0.072813	-21.835
-0.072936	-21.821
-0.073068	-21.911
-0.073088	-21.815
