0.0017813	3.5108
0.0080081	10.88
0.012984	14.639
0.017038	17.507
0.012581	9.9315
0.0076293	3.8494
0.0036573	-0.63757
-0.0015746	-6.1712
-0.005777	-10.577
-0.010762	-14.961
-0.013522	-15.969
-0.013118	-15.473
0.00013616	-0.6351
0.0037099	3.3248
0.013214	13.367
0.017306	16.648
0.0043236	0.83002
-0.0049205	-8.435
-0.013961	-16.133
-0.0029846	-3.4688
0.00066076	0.0466
0.0040069	3.3953
0.016106	16.338
0.016593	16.665
0.017384	17.223
0.0034461	0.032867
-0.0094057	-12.438
-0.013932	-15.802
-0.0059628	-6.5267
0.00017674	-0.556
0.0049166	4.0305
0.018284	18.623
0.028224	27.228
0.037552	33.474
0.020182	12.377
0.019012	11.096
0.0073354	0.26495
-0.0050506	-10.314
-0.014244	-18.472
-0.027307	-28.984
-0.037348	-34.512
-0.036542	-33.133
-0.02266	-17.531
-0.00059346	0.70724
0.019428	17.091
0.039188	34.766
0.017758	10.2
0.0020544	-2.1873
-0.020288	-19.493
-0.038216	-34.101
-0.017532	-12.479
0.0022971	2.4623
0.019311	15.911
0.039688	34.407
0.025211	16.985
-0.0046391	-6.6133
-0.038871	-34.97
-0.038859	-34.705
-0.019544	-14.083
-0.00055314	-0.011169
0.00022554	0.13101
0.024761	20.721
0.038961	34.75
0.064271	52.39
0.10382	68.556
0.097354	56.469
0.04189	12.461
0.019011	-0.30487
0.013523	-1.817
-0.012837	-20.56
-0.028346	-31.798
-0.062639	-52.899
-0.1059	-68.349
-0.10651	-64.149
-0.091503	-49.97
-0.074415	-36.868
-0.047829	-19.376
-0.008061	0.21359
0.034511	19.037
0.066867	38.505
0.085936	51.577
0.11527	69.191
0.11639	69.245
0.061862	24.447
0.02135	3.4694
-0.0018207	-5.6689
-0.0054679	-7.1658
-0.038913	-22.658
-0.064109	-37.609
-0.11063	-66.339
-0.049631	-20.773
-0.009234	-1.9243
0.019028	8.8228
0.05821	28.539
0.11248	64.537
0.055846	20.605
0.0166	2.198
-0.008878	-7.3666
-0.056341	-30.52
-0.08995	-51.753
-0.11128	-64.779
-0.0787	-38.578
-0.020918	-6.778
-0.0019299	0.041199
0.024951	10.921
0.047088	21.762
0.070787	36.239
0.091985	50.51
0.11459	66.521
0.13875	80.107
0.16028	90.308
0.18022	97.781
0.14607	67.608
0.12805	54.723
0.10734	41.087
0.086299	28.754
0.062387	16.26
0.034216	4.6961
0.020682	0.064362
-0.011114	-11.428
-0.031816	-20.106
-0.055231	-31.543
-0.075694	-43.467
-0.09681	-55.942
-0.12102	-70.091
-0.13837	-77.185
-0.16146	-88.408
-0.18091	-95.656
-0.15722	-75.998
-0.11674	-47.949
-0.10543	-41.289
-0.084065	-29.577
-0.055454	-15.891
-0.036964	-8.691
-0.016811	-1.8998
0.00058076	3.0807
0.00064737	2.9628
0.028814	12.503
0.052331	22.221
0.078123	35.016
0.095341	44.047
0.12021	58.565
0.14236	72.073
0.16121	83.929
0.1829	96.412
0.14996	69.597
0.12279	51.407
0.10591	41.099
0.079878	26.604
0.059324	16.633
0.033211	6.4636
0.018554	1.7956
-0.013392	-8.0328
-0.043153	-19.028
-0.052941	-23.096
-0.07355	-32.637
-0.11754	-56.615
-0.12627	-61.607
-0.14596	-73.41
-0.16746	-85.802
-0.18259	-93.321
-0.15038	-68.773
-0.12743	-54.387
