Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39
0.22,0.25486,0.51304,0.57365,0.31869,0.24571,0.43949,0.44351,0.27411,0.65445,0.44663,0.42014,0.20945,0.8178,0.22025,0.77831,0.63379,0.22621,0.18186,0.76679,0.19832,0.57522,0.84021,0.34845,0.29147,0.12883,0.12967,0.2026,0.79107,0.66359,0.31956,0.48007,0.2216,0.19162,0.24413,0.52525,0.16711,0.47762,0.23458,0.30001
0.23,0.26723,0.5513,0.61823,0.39255,0.32555,0.47092,0.43798,0.29442,0.71369,0.46896,0.45699,0.25661,0.8488,0.27954,0.8897,0.65271,0.2772,0.2252,0.95831,0.23079,0.59848,0.99227,0.43286,0.3165,0.13702,0.15489,0.2141,0.85513,0.75232,0.34423,0.49147,0.25945,0.22809,0.24545,0.67902,0.20248,0.55167,0.25595,0.32756
0.24,0.29621,0.58312,0.6598,0.47035,0.33626,0.56101,0.42129,0.29931,0.8929,0.51676,0.4848,0.2542,0.88301,0.36265,0.87734,0.68176,0.32049,0.23875,1.1404,0.23712,0.5516,1.0643,0.49567,0.36624,0.16414,0.16999,0.23858,0.91702,0.87215,0.35686,0.59473,0.31339,0.25511,0.27899,0.83577,0.22416,0.67661,0.25621,0.31629
0.25,0.34765,0.617,0.69656,0.54747,0.31541,0.76835,0.50717,0.37091,1.081,0.60129,0.50997,0.2605,0.8886,0.39074,0.73438,0.71074,0.3492,0.22203,1.2372,0.26993,0.5404,1.0807,0.53618,0.41513,0.16759,0.1782,0.28234,1.0213,1.0545,0.45478,0.71745,0.33468,0.3011,0.32107,1.0573,0.24658,0.8842,0.27673,0.30928
0.26,0.40128,0.66405,0.73132,0.56007,0.40241,0.92822,0.70189,0.40456,1.1578,0.67884,0.57978,0.32156,0.83801,0.39084,0.65257,0.79341,0.40742,0.23757,1.2018,0.30808,0.63986,1.1043,0.57517,0.45305,0.16486,0.21049,0.32079,1.1778,1.2052,0.55672,0.78288,0.36154,0.31475,0.39928,1.2439,0.34001,1.0704,0.30147,0.34309
0.27,0.45649,0.71375,0.76699,0.53296,0.51012,0.98614,0.85362,0.46655,1.2386,0.72457,0.63876,0.34588,0.8777,0.38454,0.66233,0.87506,0.46471,0.24466,1.1806,0.34155,0.79708,1.1717,0.72615,0.48477,0.15354,0.24125,0.34615,1.3294,1.3648,0.55721,0.85949,0.42384,0.33901,0.45813,1.4817,0.43447,1.2148,0.32704,0.35646
0.28,0.50579,0.75772,0.79967,0.5699,0.54496,1.076,0.89607,0.57682,1.3851,0.73103,0.69252,0.33309,1.0039,0.36737,0.80359,0.94131,0.46701,0.27391,1.3072,0.37754,0.9242,1.2426,0.82571,0.47045,0.20605,0.26894,0.35713,1.4621,1.4884,0.60888,0.9174,0.40436,0.363,0.52111,1.6059,0.44241,1.2299,0.39439,0.41186
0.29,0.54598,0.81053,0.82647,0.6184,0.52297,1.2035,0.81578,0.71151,1.5239,0.80209,0.79931,0.29716,1.0144,0.33436,0.90995,0.98427,0.51422,0.26333,1.4385,0.44411,0.89849,1.3527,0.95582,0.44466,0.24254,0.31418,0.34995,1.5195,1.489,0.63857,0.89667,0.40028,0.37081,0.50659,1.6613,0.37709,1.1204,0.50264,0.49537
0.3,0.56195,0.87157,0.85401,0.76266,0.54665,1.3219,0.78019,0.80472,1.6207,0.89167,0.98817,0.32115,1.1271,0.38821,0.88499,1.0953,0.52201,0.26596,1.5234,0.50463,0.82147,1.543,1.1022,0.52971,0.25046,0.37843,0.35778,1.5294,1.5321,0.64417,0.93376,0.46866,0.40182,0.49157,1.8658,0.40997,0.95295,0.55691,0.61074
0.31,0.56898,0.94556,0.88694,0.85068,0.6232,1.4177,0.82119,0.8101,1.6776,0.91167,1.114,0.39478,1.2842,0.41692,0.82832,1.2366,0.591,0.2775,1.5389,0.55403,0.84511,1.6407,1.2114,0.64537,0.27829,0.44172,0.36421,1.57,1.756,0.71285,0.93157,0.55714,0.43201,0.56189,2.0449,0.48303,0.92556,0.55329,0.74876
0.32,0.5803,1.0289,0.93558,0.86765,0.70881,1.4379,0.85171,0.78834,1.7285,0.98535,1.2051,0.43087,1.2598,0.46609,0.85294,1.3313,0.5921,0.29366,1.4917,0.63604,0.82558,1.645,1.2567,0.69792,0.30738,0.47237,0.40975,1.5058,1.9903,0.77166,0.914,0.64168,0.43237,0.58177,2.0161,0.55102,0.91558,0.54127,0.83121
0.33,0.59292,1.1049,1.1885,0.83757,0.74539,1.2866,0.8481,0.87276,1.8092,1.0087,1.2607,0.41465,1.2393,0.49885,0.95975,1.4035,0.60306,0.29423,1.5036,0.76622,1.0255,1.6969,1.3355,0.70694,0.32303,0.45966,0.44664,1.4295,2.1341,0.90485,1.0911,0.66459,0.46992,0.54649,1.9877,0.57806,1.0155,0.5476,0.82203
0.34,0.61284,1.1498,1.4433,0.81835,0.71602,1.2401,0.81602,1.0373,1.9514,1.0603,1.2684,0.48085,1.2514,0.49699,1.171,1.5211,0.64192,0.30412,1.5243,0.89772,1.2018,1.6928,1.5406,0.73533,0.32939,0.41762,0.46534,1.4296,2.2609,0.98638,1.2412,0.68632,0.51754,0.47823,1.9668,0.61793,1.131,0.543,0.83098
0.35,0.63676,1.2335,1.5289,0.83896,0.65731,1.3281,0.77965,1.174,2.2278,1.1255,1.3132,0.51968,1.2308,0.5389,1.3677,1.7105,0.71651,0.32984,1.6151,1.0245,1.3268,1.7171,1.7276,0.77615,0.34651,0.38141,0.52776,1.5069,2.4458,1.0653,1.312,0.62821,0.55382,0.4886,2.0025,0.64301,1.2786,0.56691,0.80496
0.36,0.65994,1.3197,1.4607,0.86513,0.60942,1.394,0.81398,1.266,2.4112,1.2044,1.3889,0.60994,1.3239,0.60072,1.4979,2.0004,0.76866,0.39344,1.8596,1.1139,1.3416,1.9311,1.8866,0.81694,0.40261,0.40055,0.63918,1.6594,2.664,1.2086,1.3461,0.62355,0.61459,0.46589,2.1789,0.65044,1.3995,0.62722,0.74509
0.37,0.72131,1.3692,1.3567,0.85583,0.58121,1.428,0.86913,1.3443,2.5426,1.3514,1.4568,0.72716,1.5278,0.64421,1.5667,2.2478,0.73744,0.42526,2.2909,1.1153,1.3018,2.2931,2.0119,0.87885,0.42864,0.4658,0.73613,1.8791,2.8572,1.3598,1.5174,0.69562,0.6859,0.48426,2.3592,0.63906,1.4476,0.66558,0.67581
0.38,0.78374,1.3802,1.3246,0.82005,0.57701,1.5491,1.0085,1.4286,2.7492,1.4698,1.5697,0.78957,1.7452,0.67845,1.6086,2.5284,0.75597,0.43694,2.5091,0.99981,1.2679,2.6167,2.1447,0.98154,0.44842,0.53027,0.80884,2.1524,3.014,1.5464,1.6717,0.81638,0.70788,0.57501,2.5491,0.61085,1.4232,0.64668,0.69409
0.39,0.84359,1.3665,1.372,0.84665,0.59874,1.7845,1.2124,1.5034,2.9323,1.5583,1.6767,0.80717,2.0581,0.70716,1.783,2.6556,0.79484,0.43082,2.6059,1.0741,1.2207,2.9214,2.5888,1.1027,0.48134,0.60699,0.87076,2.4617,3.1649,1.6179,1.6855,0.9483,0.67323,0.64,2.7231,0.60409,1.3438,0.62529,0.73157
0.4,0.91945,1.3462,1.4245,0.81331,0.6281,2.047,1.4324,1.5226,3.0885,1.6096,1.7872,0.84358,2.515,0.74059,1.975,2.536,0.8945,0.4425,2.7496,1.1631,1.2276,3.1661,2.931,1.1925,0.51596,0.6674,0.92363,2.7646,3.3319,1.5976,1.6354,1.0959,0.59483,0.65536,2.8563,0.6516,1.2782,0.64539,0.76779
0.41,0.99703,1.3387,1.4074,0.79684,0.71852,2.2577,1.5754,1.4467,3.2359,1.703,1.8835,0.84859,3.0602,0.78542,2.1946,2.5747,0.97637,0.45834,2.7956,1.4827,1.2622,3.4017,3.1461,1.2245,0.56047,0.67973,0.98861,3.0308,3.5042,1.5695,1.5667,1.1711,0.5489,0.64489,3.009,0.69385,1.2723,0.72257,0.79503
0.42,1.0475,1.36,1.42,0.91034,0.78,2.6507,1.5711,1.5682,3.3666,1.7711,1.9968,0.79737,3.5607,0.84224,2.4586,2.5515,1.0339,0.45842,2.8676,1.6425,1.3743,3.7316,3.2239,1.2131,0.62597,0.65915,1.096,3.2497,3.6911,1.5677,1.5303,1.1496,0.61703,0.64377,3.1855,0.72626,1.288,0.82813,0.84876
0.43,1.07,1.4058,1.4792,1.0155,0.80539,3.2488,1.5112,1.645,3.4865,1.8539,2.1205,0.72438,3.9116,0.90853,2.7589,2.4829,1.1072,0.48635,3.0528,1.7789,1.3684,4.1279,3.1808,1.2026,0.67012,0.63947,1.2175,3.4795,3.9474,1.5802,1.5938,1.0903,0.71274,0.65531,3.3178,0.75862,1.3353,0.90665,0.93166
0.44,1.1087,1.4599,1.5185,1.1018,0.89583,3.7121,1.7237,1.6566,3.6103,1.9307,2.2571,0.71292,4.0911,0.98396,3.0824,2.6405,1.2532,0.52449,3.2828,1.9409,1.398,4.4792,3.0485,1.226,0.70285,0.62651,1.2873,3.6632,4.1873,1.5153,1.7035,1.0415,0.77826,0.67109,3.4001,0.8244,1.4439,0.93263,1.0086
0.45,1.1649,1.5083,1.6403,1.1588,0.99056,3.9606,1.9114,1.6165,3.7219,2.0163,2.3795,0.70197,4.4104,1.0688,3.4013,2.7294,1.3758,0.55544,3.5673,2.0488,1.412,4.9389,2.8718,1.2677,0.74049,0.6311,1.2936,3.8027,4.433,1.4042,1.7582,1.1012,0.787,0.70314,3.4273,0.87814,1.5194,1.0039,1.1409
0.46,1.2227,1.5581,1.7623,1.1886,1.0773,4.1878,2.0521,1.5595,3.8391,2.1224,2.4905,0.70902,4.6839,1.1643,3.6724,3.0599,1.3858,0.59747,3.8831,2.1181,1.4586,5.1879,2.6971,1.2959,0.77836,0.67324,1.3475,3.9029,4.7213,1.3577,1.7858,1.1829,0.72815,0.72882,3.4217,0.92,1.5462,1.0992,1.3153
0.47,1.2812,1.6102,1.8374,1.205,1.1528,4.4473,2.1345,1.5223,3.9446,2.2554,2.7137,0.72467,4.8817,1.2686,3.856,3.4597,1.374,0.6392,4.1246,2.2043,1.6213,5.2319,2.619,1.3119,0.81215,0.71013,1.3725,3.9651,5.0826,1.3666,1.8486,1.2565,0.67842,0.74426,3.3887,0.95364,1.5871,1.1081,1.4529
0.48,1.3397,1.6376,2.1528,1.2225,1.2158,4.6293,2.1903,1.4847,4.057,2.4143,2.9261,0.75302,5.0007,1.3776,3.9349,3.8258,1.3274,0.6534,4.2353,2.2982,1.716,5.0967,2.5895,1.3356,0.84917,0.72927,1.461,3.9861,5.5286,1.3713,2.0528,1.3295,0.74756,0.76111,3.3465,0.97941,1.707,1.0634,1.5554
0.49,1.3969,1.6777,2.3768,1.2498,1.2674,4.7004,2.5773,1.4601,4.1648,2.5929,3.1026,0.80352,5.0341,1.4881,3.8735,4.1465,1.4483,0.63761,4.2407,2.351,1.7555,4.8414,2.5929,1.3784,0.88298,0.72909,1.6017,3.9802,6.0408,1.4004,2.306,1.3622,0.78057,0.76229,3.2927,0.9956,1.8005,1.0089,1.5973
0.5,1.4515,1.7509,2.5052,1.2837,1.3091,4.7549,3.1437,1.6474,4.2878,2.7836,3.287,0.85345,4.9692,1.595,3.81,4.4355,1.7209,0.60681,4.2707,2.3535,1.8091,4.5048,2.6137,1.4393,0.89922,0.76198,1.7332,4.1043,6.5832,1.4747,2.4911,1.3512,0.78216,0.74216,3.202,1.0031,1.8895,1.1255,1.6082
0.51,1.5215,1.8205,2.5422,1.4109,1.3453,4.8521,3.6821,1.8074,4.4262,2.9771,3.4499,0.89074,4.7883,1.697,3.6549,4.6744,1.9439,0.57109,4.3818,2.3193,1.9156,4.925,2.6295,1.5104,0.90673,0.77029,1.8833,4.141,7.1186,1.555,2.5853,1.3513,0.7597,0.75243,3.0922,1.0135,1.9788,1.2999,1.6063
0.52,1.6609,1.8763,2.5009,1.5321,1.3803,4.9218,4.0573,1.9402,4.5842,3.1673,3.5759,0.87769,4.5234,1.7943,3.4546,4.8784,2.0947,0.5634,4.5579,2.2699,2.11,5.4418,2.6646,1.5861,0.92387,0.77375,2.0946,4.0956,7.6171,1.6277,2.6113,1.3554,0.73134,0.80475,2.9568,1.0351,2.0626,1.4272,1.5901
0.53,1.7977,1.9097,2.3999,1.6429,1.4197,4.8815,4.2294,2.041,4.7687,3.3559,3.7179,0.83256,4.2198,1.888,3.681,5.0411,2.1898,0.61225,4.8127,2.2029,2.3077,5.7593,2.9331,1.6739,0.95042,0.78763,2.3525,3.9572,8.0616,1.7465,2.606,1.4064,0.71867,0.88138,2.7958,1.1225,2.1452,1.4836,1.5516
0.54,1.9304,2.0197,2.3194,1.7443,1.4695,5.2883,4.2307,2.1051,4.986,3.54,3.843,0.77848,3.9127,1.978,3.9004,5.1792,2.245,0.67009,5.0967,2.1123,2.4802,5.9234,3.0586,1.788,0.97073,0.78693,2.6075,4.1064,8.4505,1.9449,2.9172,1.4529,0.71901,0.93072,2.6436,1.2039,2.3356,1.4795,1.563
0.55,2.057,2.1242,2.2448,1.8416,1.5363,5.5464,4.1065,2.132,5.2255,3.7245,3.9349,0.74096,3.6257,2.0632,4.1768,5.2826,2.2775,0.72793,5.3116,2.041,2.5515,6.0263,3.0384,1.9356,0.97598,0.77546,2.8167,4.1002,8.7922,2.1673,3.2573,1.5559,0.72115,0.95378,2.5244,1.2836,2.6266,1.4331,1.6375
0.56,2.1776,2.2206,2.1808,1.9397,1.6229,5.5029,3.9977,2.1267,5.4806,3.9112,4.0337,0.74237,3.3569,2.1408,4.4513,5.3629,2.3065,0.78022,5.3894,2.0307,2.6627,6.1276,2.9007,2.1087,0.97259,0.76112,2.9724,3.9917,9.0967,2.392,3.5313,1.6426,0.73785,0.97261,2.4654,1.3521,2.9063,1.4568,1.7006
0.57,2.4095,2.3083,2.1279,2.0432,1.7293,5.3013,3.9079,2.0998,5.76,4.102,4.1227,0.73845,3.0978,2.2076,4.7173,5.4266,2.3414,0.83167,5.2609,2.068,2.884,6.1889,2.7216,2.2888,0.97168,0.80592,3.1301,3.7924,9.5038,2.587,3.7119,1.6998,0.77486,0.95671,2.5832,1.4079,3.1196,1.6288,1.76
0.58,2.6471,2.3882,2.0715,2.1505,1.8534,5.7424,3.7998,2.0624,6.0395,4.3011,4.1753,0.74394,3.0817,2.2601,4.9737,5.4702,2.3735,0.85653,5.4046,2.1021,2.9934,6.1139,2.5486,2.4625,0.97722,0.82516,3.355,3.5418,9.995,2.7453,3.7834,1.7304,0.82169,0.93486,2.5957,1.4658,3.2262,1.7247,1.8144
0.59,2.8714,2.4622,1.993,2.257,2.0075,6.2257,3.6737,2.155,6.3295,4.5101,4.2183,0.75067,3.0607,2.2961,5.2192,5.4998,2.4285,0.84612,5.9836,2.0831,3.1318,5.9339,2.5922,2.6249,0.98573,0.81311,3.6487,3.2627,10.493,2.8744,3.7246,1.7155,0.86223,0.89336,2.5329,1.5338,3.2102,1.7662,1.8552
0.6,3.0837,2.5319,1.8827,2.3558,2.1755,6.7747,3.5475,2.2961,6.6105,4.7289,4.2639,0.7467,3.0155,2.314,5.452,5.5221,2.5594,0.81313,6.4642,2.0213,3.3593,6.2733,2.7182,2.7781,0.99388,0.81066,3.9432,3.1761,10.99,2.9915,3.5881,1.6543,0.8833,0.83371,2.6359,1.604,3.2777,1.8164,1.8772
0.61,3.2823,2.5992,1.777,2.4409,2.3514,7.3828,3.6018,2.4322,6.9448,4.9574,4.2758,0.74056,3.0221,2.3137,5.6697,5.5437,2.648,0.88351,6.8417,1.9748,3.4713,6.5541,2.8306,2.9266,1.003,0.82657,4.1782,3.1,11.49,3.096,3.6882,1.5795,0.88557,0.75323,3.0048,1.6606,3.3284,1.9088,1.877
0.62,3.4671,2.6654,1.6767,2.5088,2.5318,8.0188,3.6293,2.551,7.3392,5.1984,4.2593,0.74437,3.0361,2.2956,5.8701,5.5702,2.6993,0.91005,7.1665,1.9696,3.5087,6.7978,2.9257,3.0709,1.0151,0.83873,4.3295,3.0442,11.98,3.1827,3.7197,1.5289,0.86856,0.70363,3.3394,1.7012,3.3378,2.0165,1.9862
0.63,3.6379,2.7326,1.7759,2.5895,2.7117,8.5557,3.6811,2.6426,7.7247,5.4455,4.2697,0.7681,3.0462,2.2607,6.052,5.6053,2.732,0.90853,7.3332,1.9826,3.4981,7.0803,3.0045,3.2106,1.0273,0.93985,4.416,2.9927,12.451,3.2602,3.7419,1.5182,0.82971,0.71936,3.6057,1.7346,3.3273,2.0876,2.2328
0.64,3.7944,2.8004,1.9073,2.6621,2.8886,8.8687,3.6787,2.8532,8.1043,5.6996,4.2536,0.81725,3.3617,2.2121,6.2174,5.6612,2.7684,0.89893,7.4704,1.9912,3.4377,7.3796,3.0656,3.3496,1.0329,1.0407,4.5021,2.9529,12.896,3.3304,3.8156,1.5164,0.86818,0.76903,3.782,1.7669,3.3172,2.0991,2.4278
0.65,3.9358,2.8683,2.0369,2.7258,3.0609,8.9222,3.6453,3.0664,8.4732,5.9557,4.2145,0.89008,3.6608,2.1515,6.3673,5.9082,2.8316,0.89693,8.1108,1.9918,3.3439,7.5353,3.1738,3.496,1.0241,1.1053,4.6408,2.917,13.307,3.4209,3.9899,1.484,0.92863,0.83585,3.8358,1.7918,3.5537,2.0641,2.5881
0.66,4.0615,2.9365,2.1622,2.7882,3.2262,9.1956,3.5998,3.2485,8.8277,6.2149,4.1715,0.98254,3.8994,2.185,6.5005,6.1713,2.9296,0.911,8.4514,1.9713,3.4619,7.9987,3.5193,3.6527,0.99945,1.1306,4.8032,2.8812,13.682,3.5397,4.2587,1.4172,0.9827,0.89174,3.7485,1.8043,3.7739,2.0124,2.7401
0.67,4.1711,3.0057,2.2825,2.8562,3.3828,9.451,3.6529,3.419,9.1663,6.475,4.1384,1.0871,4.0591,2.2936,6.6194,6.4511,3.0546,0.93895,8.8293,1.9143,3.5689,8.4473,3.8437,3.8155,0.9627,1.1237,4.9177,2.8953,14.019,3.6952,4.5579,1.3802,1.0098,0.93349,3.53,1.8039,3.9878,1.9721,2.9048
0.68,4.2645,3.0739,2.3969,2.9333,3.5292,9.9315,3.7635,3.6072,9.4883,6.7359,4.0872,1.1956,4.1243,2.4089,6.7266,6.7415,3.1887,0.9778,9.0477,1.8268,3.6647,8.6139,4.142,3.9775,0.92056,1.0997,4.9464,2.942,14.318,3.8535,4.833,1.4762,1.0102,0.95951,3.2175,1.7891,4.2151,1.9593,3.0879
