Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39
0.11,0.37585,0.91872,1.2125,1.1919,0.42124,1.0505,0.54563,0.44303,1.0562,0.85699,0.8997,0.37819,0.6112,0.36503,0.93831,0.93502,0.3568,0.22414,1.2103,0.27561,1.0246,1.1208,0.4942,0.3442,0.23797,0.29632,0.31639,1.9202,1.3008,0.57348,0.86782,0.83034,0.44252,0.54295,0.7191,0.32918,0.64449,0.27964,0.59171
0.12,0.36849,0.60288,1.1641,0.96323,0.42513,0.86266,0.74696,0.47589,1.1641,0.8383,0.85996,0.46032,0.70168,0.35746,1.0285,0.93841,0.37861,0.25127,1.1377,0.28919,1.0229,1.1511,0.5077,0.40862,0.23372,0.39342,0.30565,2.623,1.4742,0.49267,0.88573,0.65125,0.3925,0.52616,0.78129,0.42946,0.76918,0.32112,0.6774
0.13,0.37543,0.73114,1.107,0.67801,0.42013,1.022,0.8529,0.48864,1.2302,0.98713,0.8493,0.43752,0.77668,0.39487,1.2577,0.95126,0.33291,0.27272,1.0518,0.29098,1.0828,1.2098,0.59949,0.45639,0.22395,0.43809,0.32009,2.1603,1.4982,0.46491,0.83828,0.60043,0.34756,0.68631,0.99933,0.53801,0.95417,0.34234,0.80284
0.14,0.40764,0.77258,1.1165,0.53589,0.41126,1.2087,0.97682,0.43566,1.3083,0.81682,0.79361,0.38021,0.6883,0.37638,1.283,1.0533,0.327,0.26712,1.0374,0.33508,1.1079,1.4293,0.66739,0.49366,0.26787,0.40793,0.34262,1.7351,1.4593,0.52099,0.93634,0.49786,0.31165,0.61853,1.0609,0.54258,0.98496,0.36768,0.645
0.15,0.42599,0.68451,1.1057,0.5152,0.44144,1.5714,0.96868,0.47997,1.3381,0.74798,0.79572,0.33874,0.72125,0.38907,1.0464,0.9792,0.37928,0.29585,1.046,0.30418,1.0416,1.4761,0.71496,0.46793,0.32309,0.41938,0.35842,1.6097,1.3532,0.50558,0.92712,0.49202,0.32081,0.66628,1.0898,0.40608,1.1031,0.42389,0.69713
0.16,0.44682,0.72481,1.212,0.52837,0.4603,1.7415,0.97137,0.52933,1.401,0.73697,0.76094,0.37767,0.80306,0.36117,1.0574,1.0897,0.39631,0.33729,1.0764,0.29746,1.0757,1.3917,0.60675,0.51461,0.37816,0.46598,0.37951,1.9456,1.4293,0.48836,0.90926,0.5237,0.41701,0.59451,1.0287,0.38311,1.0535,0.39277,0.74691
0.17,0.44299,0.97888,1.2139,0.60021,0.43551,1.5222,0.97571,0.62125,1.4855,0.84259,0.76653,0.41522,0.86908,0.45691,1.2071,1.1745,0.45792,0.37088,1.0788,0.29973,0.92556,1.6695,0.57978,0.52839,0.37038,0.50172,0.39009,2.1752,1.8297,0.49074,0.86499,0.56808,0.39933,0.69059,1.0765,0.3949,0.97132,0.40138,0.74659
0.18,0.45143,1.0686,1.2185,0.5896,0.51845,1.4115,1.0159,0.69852,1.4684,0.96927,0.94294,0.34426,0.81697,0.53825,1.189,1.193,0.47731,0.37646,1.0698,0.31341,1.0438,1.9028,0.54852,0.50384,0.37694,0.49502,0.39021,2.1949,2.1279,0.46827,0.97176,0.4947,0.44216,0.73136,1.0411,0.38157,0.89067,0.43142,0.65738
0.19,0.4478,1.0842,1.2058,0.59748,0.53732,1.3021,1.0553,0.66001,1.5137,1.0279,0.93561,0.35909,1.1968,0.51758,1.3541,1.4171,0.43978,0.30799,1.1618,0.3417,0.98909,1.8414,0.5685,0.52172,0.38409,0.4343,0.39465,2.4501,1.9113,0.57491,1.0872,0.52461,0.41663,0.58288,0.93833,0.39644,0.83123,0.46795,0.64651
0.2,0.47329,1.0532,1.1712,0.6474,0.5417,1.1943,1.0516,0.56961,1.6052,1.0664,0.86429,0.37969,1.4843,0.46379,1.4621,1.4938,0.4379,0.29297,1.0499,0.37059,1.0551,1.6289,0.55037,0.58257,0.34958,0.35013,0.39875,1.7935,1.6145,0.62278,1.1829,0.47832,0.36912,0.42546,0.9914,0.3764,0.85913,0.4723,0.66295
0.21,0.49622,1.0537,1.2008,0.66042,0.53163,0.93007,1.0014,0.57127,1.6117,1.0322,0.87628,0.38975,1.631,0.45698,1.5333,1.4629,0.45606,0.3268,1.303,0.3861,1.1815,1.5955,0.63864,0.60276,0.31822,0.28261,0.41945,1.6449,1.5225,0.6643,1.1303,0.50885,0.41317,0.51803,1.0266,0.37292,0.98492,0.45453,0.62733
0.22,0.538,1.083,1.2109,0.67274,0.51868,0.92775,0.93623,0.57862,1.3815,0.94282,0.8869,0.44213,1.7263,0.46494,1.643,1.3379,0.47753,0.38391,1.6187,0.41865,1.2143,1.7736,0.73556,0.61527,0.27196,0.27372,0.42767,1.6699,1.4008,0.67458,1.0134,0.46779,0.40449,0.51534,1.1088,0.35275,1.0082,0.49519,0.63331
0.23,0.51612,1.0648,1.194,0.75815,0.62876,0.90953,0.84591,0.56863,1.3784,0.90574,0.88262,0.4956,1.6394,0.5399,1.7184,1.2606,0.53537,0.43495,1.8509,0.44575,1.1559,1.9165,0.83601,0.61128,0.26463,0.29915,0.4135,1.6516,1.453,0.66484,0.94922,0.5011,0.44052,0.47406,1.3115,0.39106,1.0655,0.49433,0.63263
0.24,0.52541,1.0343,1.1703,0.83429,0.59644,0.99511,0.74728,0.53091,1.5838,0.91663,0.85993,0.45089,1.5663,0.64326,1.5562,1.2093,0.56848,0.42349,2.0228,0.4206,0.97841,1.8879,0.87921,0.64963,0.29114,0.30152,0.42318,1.6266,1.547,0.63299,1.0549,0.55589,0.4525,0.49486,1.4825,0.39761,1.2002,0.45447,0.56102
0.25,0.56832,1.0086,1.1387,0.89496,0.51561,1.256,0.82908,0.60633,1.7672,0.98294,0.83366,0.42585,1.4526,0.63875,1.2005,1.1619,0.57085,0.36295,2.0225,0.44126,0.8834,1.7667,0.8765,0.67863,0.27396,0.2913,0.46155,1.6695,1.7238,0.74344,1.1728,0.54711,0.49221,0.52485,1.7283,0.40309,1.4454,0.45237,0.50558
0.26,0.60649,1.0036,1.1053,0.84649,0.6082,1.4029,1.0608,0.61145,1.7499,1.026,0.87628,0.486,1.2666,0.59071,0.98629,1.1992,0.61577,0.35906,1.8163,0.46563,0.96707,1.669,0.8693,0.68473,0.24917,0.31814,0.48484,1.78,1.8215,0.84142,1.1832,0.54643,0.47572,0.60347,1.8801,0.51388,1.6179,0.45563,0.51855
0.27,0.63977,1.0003,1.0749,0.74695,0.71493,1.3821,1.1964,0.65387,1.7359,1.0155,0.89523,0.48476,1.2301,0.53893,0.92826,1.2264,0.65129,0.34289,1.6547,0.47869,1.1171,1.6422,1.0177,0.67941,0.21519,0.33812,0.48513,1.8631,1.9128,0.78093,1.2046,0.59402,0.47512,0.64207,2.0766,0.60891,1.7026,0.45835,0.49958
0.28,0.65914,0.98746,1.0421,0.74269,0.71019,1.4022,1.1677,0.75171,1.805,0.95267,0.90248,0.43407,1.3082,0.47875,1.0472,1.2267,0.6086,0.35696,1.7035,0.492,1.2044,1.6194,1.0761,0.61308,0.26852,0.35048,0.4654,1.9054,1.9397,0.79349,1.1955,0.52696,0.47306,0.6791,2.0927,0.57655,1.6028,0.51397,0.53673
0.29,0.6633,0.98468,1.004,0.75127,0.63534,1.4621,0.99105,0.86439,1.8513,0.97443,0.97105,0.361,1.2323,0.4062,1.1055,1.1957,0.6247,0.31991,1.7476,0.53954,1.0915,1.6433,1.1612,0.5402,0.29465,0.38169,0.42514,1.846,1.8089,0.77578,1.0893,0.48628,0.45048,0.61544,2.0182,0.45811,1.3611,0.61064,0.60181
0.3,0.63794,0.98942,0.96949,0.86579,0.62057,1.5006,0.88568,0.91354,1.8399,1.0122,1.1218,0.36458,1.2795,0.44071,1.0047,1.2434,0.5926,0.30192,1.7294,0.57287,0.93255,1.7516,1.2512,0.60134,0.28432,0.4296,0.40615,1.7362,1.7393,0.73127,1.06,0.53203,0.45616,0.55804,2.1181,0.4654,1.0818,0.63221,0.69332
0.31,0.60492,1.0053,0.94296,0.90441,0.66256,1.5072,0.87306,0.86127,1.7836,0.96925,1.1844,0.41971,1.3654,0.44326,0.88063,1.3147,0.62833,0.29503,1.6361,0.58902,0.89849,1.7444,1.2879,0.68613,0.29587,0.46962,0.38722,1.6692,1.8669,0.75787,0.99041,0.59233,0.4593,0.59738,2.174,0.51354,0.98402,0.58824,0.79605
0.32,0.579,1.0266,0.93348,0.8657,0.70722,1.4347,0.84979,0.78657,1.7246,0.98314,1.2024,0.42991,1.257,0.46504,0.85102,1.3283,0.59077,0.293,1.4883,0.63461,0.82372,1.6413,1.2539,0.69635,0.30669,0.47131,0.40882,1.5024,1.9858,0.76993,0.91195,0.64024,0.43139,0.58046,2.0115,0.54978,0.91353,0.54006,0.82934
0.33,0.55628,1.0366,1.115,0.78581,0.69933,1.2071,0.79569,0.81882,1.6974,0.94639,1.1828,0.38903,1.1627,0.46802,0.90044,1.3167,0.56579,0.27605,1.4107,0.71887,0.96208,1.592,1.253,0.66325,0.30307,0.43126,0.41904,1.3411,2.0022,0.84893,1.0237,0.62352,0.44088,0.51271,1.8649,0.54234,0.95276,0.51375,0.77123
0.34,0.54164,1.0162,1.2757,0.72327,0.63283,1.096,0.72121,0.91676,1.7247,0.93714,1.1211,0.42498,1.106,0.43925,1.035,1.3443,0.56734,0.26879,1.3472,0.79342,1.0622,1.4961,1.3616,0.6499,0.29112,0.3691,0.41128,1.2635,1.9982,0.87179,1.097,0.60658,0.45741,0.42267,1.7383,0.54614,0.99956,0.47991,0.73444
0.35,0.53108,1.0288,1.2752,0.69973,0.54822,1.1077,0.65026,0.97915,1.8581,0.93868,1.0952,0.43343,1.0265,0.44946,1.1407,1.4266,0.5976,0.2751,1.3471,0.85443,1.1066,1.4321,1.4408,0.64734,0.289,0.31811,0.44018,1.2568,2.0399,0.88847,1.0943,0.52395,0.46191,0.40751,1.6701,0.53629,1.0664,0.47283,0.67137
0.36,0.52026,1.0404,1.1515,0.68202,0.48043,1.099,0.6417,0.99806,1.9009,0.94951,1.0949,0.48084,1.0437,0.47358,1.1809,1.577,0.60598,0.31017,1.466,0.87812,1.0577,1.5224,1.4873,0.64403,0.3174,0.31577,0.5039,1.3082,2.1002,0.9528,1.0612,0.49157,0.48451,0.36728,1.7178,0.51278,1.1033,0.49446,0.58739
0.37,0.53832,1.0218,1.0125,0.63872,0.43377,1.0657,0.64864,1.0033,1.8976,1.0085,1.0872,0.54269,1.1402,0.48078,1.1692,1.6775,0.55036,0.31738,1.7097,0.83234,0.97157,1.7114,1.5015,0.6559,0.3199,0.34763,0.54938,1.4024,2.1324,1.0148,1.1325,0.51915,0.51189,0.36141,1.7607,0.47694,1.0804,0.49673,0.50437
0.38,0.55453,0.97656,0.93718,0.58022,0.40826,1.0961,0.71353,1.0108,1.9452,1.04,1.1107,0.55866,1.2348,0.48004,1.1382,1.789,0.53488,0.30915,1.7753,0.70741,0.89707,1.8515,1.5174,0.69449,0.31728,0.37519,0.57229,1.523,2.1325,1.0941,1.1828,0.57763,0.50086,0.40684,1.8036,0.43221,1.007,0.45755,0.4911
0.39,0.56666,0.91793,0.92161,0.56872,0.40219,1.1987,0.81443,1.0099,1.9697,1.0468,1.1263,0.5422,1.3824,0.47502,1.1977,1.7839,0.53392,0.28939,1.7504,0.72149,0.81996,1.9624,1.739,0.74069,0.32333,0.40773,0.58491,1.6536,2.1259,1.0868,1.1322,0.637,0.45223,0.42991,1.8292,0.40578,0.90268,0.42003,0.49141
0.4,0.58712,0.85962,0.90963,0.51935,0.40108,1.3071,0.91469,0.97227,1.9722,1.0279,1.1412,0.53868,1.606,0.47291,1.2611,1.6194,0.5712,0.28256,1.7558,0.74272,0.7839,2.0217,1.8716,0.76147,0.32947,0.42618,0.5898,1.7654,2.1276,1.0202,1.0443,0.69983,0.37984,0.41849,1.8239,0.41608,0.8162,0.41212,0.49028
0.41,0.60598,0.81367,0.85544,0.48431,0.43671,1.3722,0.95753,0.8793,1.9667,1.0351,1.1448,0.51577,1.86,0.47737,1.3338,1.5649,0.59343,0.27857,1.6991,0.90116,0.76718,2.0675,1.9122,0.74424,0.34065,0.41313,0.60087,1.8421,2.1298,0.95392,0.95225,0.71179,0.33361,0.39196,1.8288,0.42171,0.77331,0.43917,0.48321
0.42,0.60673,0.78771,0.82243,0.52726,0.45177,1.5353,0.90995,0.90829,1.9499,1.0258,1.1565,0.46183,2.0623,0.48782,1.424,1.4778,0.59881,0.26551,1.6609,0.95131,0.79597,2.1613,1.8672,0.70264,0.36256,0.38178,0.6348,1.8822,2.1379,0.90802,0.88632,0.66585,0.35738,0.37287,1.845,0.42065,0.74601,0.47965,0.4916
0.43,0.59123,0.77679,0.81734,0.56111,0.44503,1.7952,0.83506,0.90895,1.9265,1.0244,1.1717,0.40027,2.1614,0.50203,1.5245,1.372,0.6118,0.26874,1.6869,0.98297,0.75614,2.281,1.7576,0.66449,0.37029,0.35335,0.67275,1.9227,2.1812,0.87315,0.88066,0.60245,0.39384,0.3621,1.8333,0.41919,0.73786,0.50099,0.51481
0.44,0.58511,0.77044,0.80139,0.58148,0.47276,1.959,0.90968,0.87424,1.9053,1.0189,1.1912,0.37623,2.159,0.51927,1.6267,1.3935,0.66137,0.2768,1.7324,1.0243,0.73775,2.3638,1.6088,0.64699,0.37092,0.33063,0.67936,1.9332,2.2098,0.79967,0.89901,0.54963,0.41072,0.35416,1.7944,0.43506,0.762,0.49219,0.53226
0.45,0.58773,0.76099,0.8276,0.58467,0.49978,1.9983,0.96441,0.81558,1.8778,1.0173,1.2005,0.35417,2.2253,0.53927,1.7161,1.3771,0.69417,0.28024,1.7999,1.0337,0.71239,2.4919,1.4489,0.63962,0.37361,0.31841,0.65265,1.9186,2.2366,0.7085,0.88708,0.55561,0.39707,0.35477,1.7292,0.44306,0.7666,0.50652,0.57562
0.46,0.59038,0.75231,0.85089,0.5739,0.52016,2.022,0.99086,0.75297,1.8537,1.0248,1.2025,0.34234,2.2616,0.56218,1.7732,1.4774,0.66913,0.28849,1.8749,1.0227,0.70428,2.5049,1.3023,0.62571,0.37582,0.32507,0.65061,1.8845,2.2796,0.65558,0.86227,0.57115,0.35158,0.35191,1.6522,0.44421,0.74655,0.53073,0.63511
0.47,0.59257,0.74476,0.84984,0.55731,0.53321,2.057,0.98725,0.70411,1.8244,1.0432,1.2551,0.33517,2.2579,0.58673,1.7835,1.6002,0.6355,0.29564,1.9077,1.0195,0.74986,2.4198,1.2113,0.60678,0.37563,0.32845,0.63483,1.8339,2.3508,0.63209,0.85499,0.58116,0.31378,0.34423,1.5673,0.44108,0.73405,0.51249,0.67199
0.48,0.59407,0.72619,0.95463,0.54209,0.53916,2.0528,0.97126,0.6584,1.799,1.0706,1.2976,0.33392,2.2175,0.6109,1.7449,1.6965,0.58861,0.28975,1.8781,1.0191,0.76094,2.2601,1.1483,0.59225,0.37656,0.32339,0.64789,1.7676,2.4516,0.60808,0.91031,0.58956,0.3315,0.33751,1.484,0.43432,0.75697,0.47156,0.68971
0.49,0.59443,0.71389,1.0114,0.53183,0.53932,2.0002,1.0967,0.62133,1.7722,1.1033,1.3202,0.34192,2.1422,0.63324,1.6483,1.7645,0.61629,0.27132,1.8045,1.0004,0.74701,2.0602,1.1033,0.58656,0.37573,0.31025,0.68159,1.6937,2.5705,0.59593,0.98126,0.57964,0.33216,0.32438,1.4011,0.42366,0.76615,0.4293,0.6797
0.5,0.59318,0.71556,1.0238,0.5246,0.53502,1.9432,1.2848,0.67324,1.7523,1.1376,1.3433,0.34879,2.0308,0.65186,1.5571,1.8127,0.70332,0.24799,1.7453,0.96184,0.73934,1.841,1.0682,0.58823,0.36749,0.3114,0.70833,1.6773,2.6904,0.60269,1.0181,0.5522,0.31965,0.30331,1.3086,0.40995,0.77221,0.45995,0.65725
0.51,0.59767,0.71513,0.99861,0.55423,0.52846,1.906,1.4464,0.70996,1.7386,1.1694,1.3551,0.34989,1.8809,0.66658,1.4357,1.8361,0.76356,0.22433,1.7212,0.91105,0.75245,1.9346,1.0329,0.59331,0.35617,0.30258,0.7398,1.6266,2.7963,0.61083,1.0155,0.5308,0.29842,0.29556,1.2147,0.3981,0.77731,0.51062,0.63097
0.52,0.62756,0.70894,0.94496,0.57891,0.52155,1.8597,1.533,0.7331,1.7321,1.1967,1.3511,0.33163,1.7092,0.67798,1.3053,1.8433,0.79146,0.21288,1.7222,0.85766,0.79725,2.0562,1.0068,0.59928,0.34908,0.29236,0.79143,1.5475,2.8781,0.61503,0.98667,0.51215,0.27633,0.30407,1.1172,0.3911,0.77935,0.53927,0.60083
0.53,0.65385,0.6946,0.87291,0.59755,0.51637,1.7755,1.5383,0.74235,1.7345,1.2206,1.3523,0.30282,1.5348,0.68671,1.3389,1.8336,0.79647,0.22269,1.7505,0.80126,0.83937,2.0948,1.0669,0.60885,0.34569,0.28648,0.85567,1.4393,2.9322,0.63524,0.94784,0.51152,0.2614,0.32058,1.0169,0.40826,0.78025,0.53963,0.56436
0.54,0.67636,0.70766,0.81265,0.61117,0.51489,1.8529,1.4823,0.73758,1.747,1.2403,1.3465,0.27276,1.3709,0.69306,1.3666,1.8147,0.78659,0.23478,1.7857,0.74012,0.86901,2.0754,1.0716,0.62646,0.34012,0.27572,0.91361,1.4388,2.9609,0.68145,1.0221,0.50905,0.25192,0.3261,0.92626,0.42183,0.81833,0.51837,0.54764
0.55,0.69475,0.71744,0.75817,0.622,0.5189,1.8733,1.387,0.72007,1.7649,1.258,1.329,0.25026,1.2246,0.69684,1.4107,1.7842,0.76922,0.24586,1.794,0.68934,0.86177,2.0354,1.0262,0.65376,0.32964,0.26191,0.95135,1.3848,2.9696,0.73202,1.1002,0.5255,0.24357,0.32214,0.85263,0.43355,0.88715,0.48402,0.55306
0.56,0.70946,0.72348,0.71049,0.63195,0.52872,1.7928,1.3025,0.69288,1.7856,1.2743,1.3142,0.24186,1.0937,0.69747,1.4502,1.7472,0.75146,0.25419,1.7558,0.66159,0.86751,1.9964,0.94504,0.687,0.31687,0.24797,0.96838,1.3005,2.9637,0.77931,1.1505,0.53517,0.24039,0.31687,0.80323,0.4405,0.94688,0.47463,0.55406
0.57,0.75769,0.72587,0.66916,0.64253,0.54381,1.6671,1.2289,0.66031,1.8113,1.2899,1.2964,0.23222,0.97416,0.6942,1.4834,1.7065,0.7363,0.26153,1.6544,0.65032,0.90692,1.9462,0.85585,0.71975,0.30556,0.25343,0.9843,1.1926,2.9886,0.81351,1.1673,0.53454,0.24367,0.30085,0.81231,0.44275,0.981,0.5122,0.55347
0.58,0.80395,0.72532,0.62915,0.65315,0.56289,1.744,1.154,0.62637,1.8343,1.3063,1.2681,0.22595,0.93595,0.68644,1.5106,1.6614,0.72086,0.26014,1.6414,0.63843,0.90915,1.8569,0.77405,0.74791,0.2968,0.25061,1.019,1.0757,3.0356,0.83378,1.1491,0.52554,0.24956,0.28393,0.78836,0.44518,0.97984,0.52381,0.55106
0.59,0.84278,0.72267,0.58495,0.66245,0.58921,1.8273,1.0783,0.6325,1.8577,1.3237,1.2381,0.22033,0.89833,0.67391,1.5319,1.6142,0.71278,0.24834,1.7562,0.6114,0.91921,1.7416,0.76083,0.77043,0.28932,0.23865,1.0709,0.95763,3.0798,0.84365,1.0932,0.5035,0.25307,0.26221,0.74342,0.45019,0.94222,0.5184,0.54451
0.6,0.87517,0.71858,0.53433,0.66858,0.61743,1.9227,1.0068,0.65163,1.8761,1.3421,1.2101,0.21192,0.85583,0.65673,1.5473,1.5672,0.72637,0.23077,1.8346,0.57364,0.95338,1.7804,0.77143,0.78845,0.28207,0.23007,1.1191,0.9014,3.1189,0.849,1.0183,0.4695,0.25069,0.23661,0.74809,0.45522,0.93023,0.51551,0.53277
0.61,0.90124,0.71369,0.48792,0.67021,0.64564,2.0271,0.98898,0.66782,1.9069,1.3612,1.174,0.20334,0.82979,0.63529,1.5568,1.5222,0.72707,0.24259,1.8786,0.54225,0.95312,1.7996,0.77723,0.80356,0.2754,0.22696,1.1472,0.85118,3.1549,0.8501,1.0127,0.43369,0.24316,0.20682,0.82504,0.45597,0.91391,0.52411,0.51537
0.62,0.92152,0.70844,0.44564,0.66682,0.67294,2.1313,0.96462,0.67803,1.9507,1.3817,1.1321,0.19785,0.80698,0.61016,1.5602,1.4805,0.71744,0.24188,1.9048,0.5235,0.93259,1.8068,0.77762,0.81621,0.2698,0.22293,1.1507,0.80913,3.1842,0.84592,0.98867,0.40637,0.23086,0.18702,0.88758,0.45216,0.88715,0.53598,0.52792
0.63,0.93647,0.70344,0.45716,0.66659,0.69805,2.2024,0.94757,0.68025,1.9885,1.4018,1.0991,0.19772,0.78416,0.58196,1.5579,1.4429,0.70326,0.23387,1.8877,0.51037,0.90048,1.8226,0.77343,0.82647,0.26445,0.24194,1.1368,0.77038,3.2052,0.83924,0.96323,0.39082,0.21358,0.18518,0.92817,0.44653,0.85652,0.53739,0.57476
0.64,0.94647,0.69853,0.47575,0.66402,0.72052,2.2122,0.91762,0.71171,2.0215,1.4217,1.061,0.20385,0.83853,0.55177,1.5509,1.4121,0.69055,0.22423,1.8634,0.49667,0.85749,1.8407,0.76467,0.83552,0.25765,0.2596,1.123,0.73657,3.2167,0.83072,0.95176,0.37825,0.21656,0.19183,0.94339,0.44072,0.82742,0.52359,0.60558
0.65,0.95177,0.69361,0.49256,0.65915,0.7402,2.1576,0.88152,0.74153,2.049,1.4402,1.0192,0.21524,0.88527,0.52029,1.5397,1.4287,0.68475,0.2169,1.9614,0.48165,0.80863,1.8222,0.76749,0.84541,0.24766,0.26729,1.1222,0.7054,3.218,0.82724,0.96485,0.35887,0.22456,0.20213,0.92759,0.43331,0.85937,0.49914,0.62586
0.66,0.95262,0.68876,0.50713,0.65396,0.7567,2.1568,0.84433,0.76194,2.0705,1.4577,0.97843,0.23046,0.9146,0.51248,1.5247,1.4475,0.68714,0.21367,1.9823,0.46237,0.81198,1.8761,0.82546,0.85674,0.23442,0.26518,1.1266,0.67579,3.2091,0.83023,0.99887,0.33241,0.23049,0.20916,0.87921,0.42319,0.88516,0.47201,0.6427
0.67,0.94933,0.6841,0.5195,0.65007,0.76992,2.151,0.83141,0.77817,2.0862,1.4737,0.94189,0.24742,0.92385,0.52203,1.5066,1.4683,0.69522,0.2137,2.0096,0.43569,0.81228,1.9226,0.87483,0.86842,0.21911,0.25576,1.1193,0.65898,3.1906,0.84102,1.0374,0.31413,0.22983,0.21246,0.80343,0.41058,0.90763,0.44886,0.66113
0.68,0.94227,0.6792,0.52961,0.64813,0.7798,2.1944,0.83157,0.79704,2.0965,1.4883,0.90308,0.26418,0.91128,0.53225,1.4863,1.4896,0.70456,0.21605,1.9991,0.40364,0.80973,1.9033,0.91521,0.87884,0.2034,0.24299,1.0929,0.65005,3.1636,0.85146,1.0679,0.32617,0.22322,0.21201,0.71093,0.39532,0.93136,0.43292,0.68228
0.69,0.93187,0.67396,0.53729,0.64784,0.78646,2.2217,0.82981,0.82473,2.102,1.5022,0.86289,0.2781,0.88049,0.54215,1.4645,1.51,0.71043,0.22064,1.9665,0.3724,0.80444,1.9358,0.94683,0.88741,0.19407,0.23098,1.052,0.64252,3.1294,0.85706,1.0819,0.33915,0.21682,0.20809,0.61625,0.3775,0.95061,0.43131,0.70442
