       1     350.000      6.000
       2     350.000      5.444
       3     350.000      4.889
       4     350.000      4.333
       5     350.000      3.778
       6     350.000      3.222
       7     350.000      2.667
       8     350.000      2.111
       9     350.000      1.556
      10     350.000      1.000
      11     350.000      0.444
      12     350.000     -0.111
      13     350.000     -0.667
      14     350.000     -1.222
      15     350.000     -1.778
      16     350.000     -2.333
      17     350.000     -2.889
      18     350.000     -3.444
      19     350.000     -4.000
      20     350.000     -4.500
      21     350.000     -5.000
      22     350.000     -5.500
      23     350.000     -6.000
      24     350.000     -6.500
      25     350.000     -7.000
      26     350.000     -7.500
      27     350.000     -8.000
      28     350.000     -8.500
      29     350.000     -9.000
      30     350.000     -9.500
      31     350.000    -10.000
      32     350.000    -10.500
      33     350.000    -11.000
      34     350.000    -11.500
      35     350.000    -12.000
      36     350.000    -12.500
      37     350.000    -13.000
      38     350.000    -13.500
      39     350.000    -14.000
      40     350.000    -14.500
      41     350.000    -15.000
      42     350.000    -15.500
      43     350.000    -16.000
      44     350.000    -16.500
      45     350.000    -17.000
      46     350.000    -17.500
      47     350.000    -18.000
      48     350.000    -18.500
      49     350.000    -19.000
      50     350.000    -19.500
      51     350.000    -20.000
      52     350.000    -20.500
      53     350.000    -21.000
      54     350.000    -21.500
      55     350.000    -22.000
      56     350.000    -22.500
      57     350.000    -23.000
      58     350.000    -23.500
      59     350.000    -24.000
      60     300.000      6.000
      61     300.000      5.444
      62     300.000      4.889
      63     300.000      4.333
      64     300.000      3.778
      65     300.000      3.222
      66     300.000      2.667
      67     300.000      2.111
      68     300.000      1.556
      69     300.000      1.000
      70     300.000      0.444
      71     300.000     -0.111
      72     300.000     -0.667
      73     300.000     -1.222
      74     300.000     -1.778
      75     300.000     -2.333
      76     300.000     -2.889
      77     300.000     -3.444
      78     300.000     -4.000
      79     300.000     -4.500
      80     300.000     -5.000
      81     300.000     -5.500
      82     300.000     -6.000
      83     300.000     -6.500
      84     300.000     -7.000
      85     300.000     -7.500
      86     300.000     -8.000
      87     300.000     -8.500
      88     300.000     -9.000
      89     300.000     -9.500
      90     300.000    -10.000
      91     300.000    -10.500
      92     300.000    -11.000
      93     300.000    -11.500
      94     300.000    -12.000
      95     300.000    -12.500
      96     300.000    -13.000
      97     300.000    -13.500
      98     300.000    -14.000
      99     300.000    -14.500
     100     300.000    -15.000
     101     300.000    -15.500
     102     300.000    -16.000
     103     300.000    -16.500
     104     300.000    -17.000
     105     300.000    -17.500
     106     300.000    -18.000
     107     300.000    -18.500
     108     300.000    -19.000
     109     300.000    -19.500
     110     300.000    -20.000
     111     300.000    -20.500
     112     300.000    -21.000
     113     300.000    -21.500
     114     300.000    -22.000
     115     300.000    -22.500
     116     300.000    -23.000
     117     300.000    -23.500
     118     300.000    -24.000
     119     285.244      6.000
     120     285.244      5.444
     121     285.244      4.889
     122     285.244      4.333
     123     285.244      3.778
     124     285.244      3.222
     125     285.244      2.667
     126     285.244      2.111
     127     285.244      1.556
     128     285.244      1.000
     129     285.244      0.444
     130     285.244     -0.111
     131     285.244     -0.667
     132     285.244     -1.222
     133     285.244     -1.778
     134     285.244     -2.333
     135     285.244     -2.889
     136     285.244     -3.444
     137     285.244     -4.000
     138     285.244     -4.500
     139     285.244     -5.000
     140     285.244     -5.500
     141     285.244     -6.000
     142     285.244     -6.500
     143     285.244     -7.000
     144     285.244     -7.500
     145     285.244     -8.000
     146     285.244     -8.500
     147     285.244     -9.000
     148     285.244     -9.500
     149     285.244    -10.000
     150     285.244    -10.500
     151     285.244    -11.000
     152     285.244    -11.500
     153     285.244    -12.000
     154     285.244    -12.500
     155     285.244    -13.000
     156     285.244    -13.500
     157     285.244    -14.000
     158     285.244    -14.500
     159     285.244    -15.000
     160     285.244    -15.500
     161     285.244    -16.000
     162     285.244    -16.500
     163     285.244    -17.000
     164     285.244    -17.500
     165     285.244    -18.000
     166     285.244    -18.500
     167     285.244    -19.000
     168     285.244    -19.500
     169     285.244    -20.000
     170     285.244    -20.500
     171     285.244    -21.000
     172     285.244    -21.500
     173     285.244    -22.000
     174     285.244    -22.500
     175     285.244    -23.000
     176     285.244    -23.500
     177     285.244    -24.000
     178     271.444      6.000
     179     271.444      5.444
     180     271.444      4.889
     181     271.444      4.333
     182     271.444      3.778
     183     271.444      3.222
     184     271.444      2.667
     185     271.444      2.111
     186     271.444      1.556
     187     271.444      1.000
     188     271.444      0.444
     189     271.444     -0.111
     190     271.444     -0.667
     191     271.444     -1.222
     192     271.444     -1.778
     193     271.444     -2.333
     194     271.444     -2.889
     195     271.444     -3.444
     196     271.444     -4.000
     197     271.444     -4.500
     198     271.444     -5.000
     199     271.444     -5.500
     200     271.444     -6.000
     201     271.444     -6.500
     202     271.444     -7.000
     203     271.444     -7.500
     204     271.444     -8.000
     205     271.444     -8.500
     206     271.444     -9.000
     207     271.444     -9.500
     208     271.444    -10.000
     209     271.444    -10.500
     210     271.444    -11.000
     211     271.444    -11.500
     212     271.444    -12.000
     213     271.444    -12.500
     214     271.444    -13.000
     215     271.444    -13.500
     216     271.444    -14.000
     217     271.444    -14.500
     218     271.444    -15.000
     219     271.444    -15.500
     220     271.444    -16.000
     221     271.444    -16.500
     222     271.444    -17.000
     223     271.444    -17.500
     224     271.444    -18.000
     225     271.444    -18.500
     226     271.444    -19.000
     227     271.444    -19.500
     228     271.444    -20.000
     229     271.444    -20.500
     230     271.444    -21.000
     231     271.444    -21.500
     232     271.444    -22.000
     233     271.444    -22.500
     234     271.444    -23.000
     235     271.444    -23.500
     236     271.444    -24.000
     237     258.529      6.000
     238     258.529      5.444
     239     258.529      4.889
     240     258.529      4.333
     241     258.529      3.778
     242     258.529      3.222
     243     258.529      2.667
     244     258.529      2.111
     245     258.529      1.556
     246     258.529      1.000
     247     258.529      0.444
     248     258.529     -0.111
     249     258.529     -0.667
     250     258.529     -1.222
     251     258.529     -1.778
     252     258.529     -2.333
     253     258.529     -2.889
     254     258.529     -3.444
     255     258.529     -4.000
     256     258.529     -4.500
     257     258.529     -5.000
     258     258.529     -5.500
     259     258.529     -6.000
     260     258.529     -6.500
     261     258.529     -7.000
     262     258.529     -7.500
     263     258.529     -8.000
     264     258.529     -8.500
     265     258.529     -9.000
     266     258.529     -9.500
     267     258.529    -10.000
     268     258.529    -10.500
     269     258.529    -11.000
     270     258.529    -11.500
     271     258.529    -12.000
     272     258.529    -12.500
     273     258.529    -13.000
     274     258.529    -13.500
     275     258.529    -14.000
     276     258.529    -14.500
     277     258.529    -15.000
     278     258.529    -15.500
     279     258.529    -16.000
     280     258.529    -16.500
     281     258.529    -17.000
     282     258.529    -17.500
     283     258.529    -18.000
     284     258.529    -18.500
     285     258.529    -19.000
     286     258.529    -19.500
     287     258.529    -20.000
     288     258.529    -20.500
     289     258.529    -21.000
     290     258.529    -21.500
     291     258.529    -22.000
     292     258.529    -22.500
     293     258.529    -23.000
     294     258.529    -23.500
     295     258.529    -24.000
     296     246.434      6.000
     297     246.434      5.444
     298     246.434      4.889
     299     246.434      4.333
     300     246.434      3.778
     301     246.434      3.222
     302     246.434      2.667
     303     246.434      2.111
     304     246.434      1.556
     305     246.434      1.000
     306     246.434      0.444
     307     246.434     -0.111
     308     246.434     -0.667
     309     246.434     -1.222
     310     246.434     -1.778
     311     246.434     -2.333
     312     246.434     -2.889
     313     246.434     -3.444
     314     246.434     -4.000
     315     246.434     -4.500
     316     246.434     -5.000
     317     246.434     -5.500
     318     246.434     -6.000
     319     246.434     -6.500
     320     246.434     -7.000
     321     246.434     -7.500
     322     246.434     -8.000
     323     246.434     -8.500
     324     246.434     -9.000
     325     246.434     -9.500
     326     246.434    -10.000
     327     246.434    -10.500
     328     246.434    -11.000
     329     246.434    -11.500
     330     246.434    -12.000
     331     246.434    -12.500
     332     246.434    -13.000
     333     246.434    -13.500
     334     246.434    -14.000
     335     246.434    -14.500
     336     246.434    -15.000
     337     246.434    -15.500
     338     246.434    -16.000
     339     246.434    -16.500
     340     246.434    -17.000
     341     246.434    -17.500
     342     246.434    -18.000
     343     246.434    -18.500
     344     246.434    -19.000
     345     246.434    -19.500
     346     246.434    -20.000
     347     246.434    -20.500
     348     246.434    -21.000
     349     246.434    -21.500
     350     246.434    -22.000
     351     246.434    -22.500
     352     246.434    -23.000
     353     246.434    -23.500
     354     246.434    -24.000
     355     235.099      6.000
     356     235.099      5.444
     357     235.099      4.889
     358     235.099      4.333
     359     235.099      3.778
     360     235.099      3.222
     361     235.099      2.667
     362     235.099      2.111
     363     235.099      1.556
     364     235.099      1.000
     365     235.099      0.444
     366     235.099     -0.111
     367     235.099     -0.667
     368     235.099     -1.222
     369     235.099     -1.778
     370     235.099     -2.333
     371     235.099     -2.889
     372     235.099     -3.444
     373     235.099     -4.000
     374     235.099     -4.500
     375     235.099     -5.000
     376     235.099     -5.500
     377     235.099     -6.000
     378     235.099     -6.500
     379     235.099     -7.000
     380     235.099     -7.500
     381     235.099     -8.000
     382     235.099     -8.500
     383     235.099     -9.000
     384     235.099     -9.500
     385     235.099    -10.000
     386     235.099    -10.500
     387     235.099    -11.000
     388     235.099    -11.500
     389     235.099    -12.000
     390     235.099    -12.500
     391     235.099    -13.000
     392     235.099    -13.500
     393     235.099    -14.000
     394     235.099    -14.500
     395     235.099    -15.000
     396     235.099    -15.500
     397     235.099    -16.000
     398     235.099    -16.500
     399     235.099    -17.000
     400     235.099    -17.500
     401     235.099    -18.000
     402     235.099    -18.500
     403     235.099    -19.000
     404     235.099    -19.500
     405     235.099    -20.000
     406     235.099    -20.500
     407     235.099    -21.000
     408     235.099    -21.500
     409     235.099    -22.000
     410     235.099    -22.500
     411     235.099    -23.000
     412     235.099    -23.500
     413     235.099    -24.000
     414     224.468      6.000
     415     224.468      5.444
     416     224.468      4.889
     417     224.468      4.333
     418     224.468      3.778
     419     224.468      3.222
     420     224.468      2.667
     421     224.468      2.111
     422     224.468      1.556
     423     224.468      1.000
     424     224.468      0.444
     425     224.468     -0.111
     426     224.468     -0.667
     427     224.468     -1.222
     428     224.468     -1.778
     429     224.468     -2.333
     430     224.468     -2.889
     431     224.468     -3.444
     432     224.468     -4.000
     433     224.468     -4.500
     434     224.468     -5.000
     435     224.468     -5.500
     436     224.468     -6.000
     437     224.468     -6.500
     438     224.468     -7.000
     439     224.468     -7.500
     440     224.468     -8.000
     441     224.468     -8.500
     442     224.468     -9.000
     443     224.468     -9.500
     444     224.468    -10.000
     445     224.468    -10.500
     446     224.468    -11.000
     447     224.468    -11.500
     448     224.468    -12.000
     449     224.468    -12.500
     450     224.468    -13.000
     451     224.468    -13.500
     452     224.468    -14.000
     453     224.468    -14.500
     454     224.468    -15.000
     455     224.468    -15.500
     456     224.468    -16.000
     457     224.468    -16.500
     458     224.468    -17.000
     459     224.468    -17.500
     460     224.468    -18.000
     461     224.468    -18.500
     462     224.468    -19.000
     463     224.468    -19.500
     464     224.468    -20.000
     465     224.468    -20.500
     466     224.468    -21.000
     467     224.468    -21.500
     468     224.468    -22.000
     469     224.468    -22.500
     470     224.468    -23.000
     471     224.468    -23.500
     472     224.468    -24.000
     473     214.492      6.000
     474     214.492      5.444
     475     214.492      4.889
     476     214.492      4.333
     477     214.492      3.778
     478     214.492      3.222
     479     214.492      2.667
     480     214.492      2.111
     481     214.492      1.556
     482     214.492      1.000
     483     214.492      0.444
     484     214.492     -0.111
     485     214.492     -0.667
     486     214.492     -1.222
     487     214.492     -1.778
     488     214.492     -2.333
     489     214.492     -2.889
     490     214.492     -3.444
     491     214.492     -4.000
     492     214.492     -4.500
