Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39
0.41,0.55561,1.7106,0.17842,0.85544,0.48431,1.6668,1.3722,0.33555,0.95753,0.8793,1.2589,1.9667,1.0351,2.1855,0.47737,1.3338,1.5649,0.33151,0.59343,1.6991,0.43947,0.47007,0.76718,2.0675,1.9122,0.74424,2.1298,0.68997,0.95392,0.95225,0.42393,0.44592,0.46201,1.8288,1.1819,0.44348,0.48321,0.57647,0.66727
0.42,0.5018,1.8078,0.17372,0.82243,0.52726,1.6629,1.5353,0.35227,0.90995,0.90829,1.2739,1.9499,1.0258,2.2642,0.48782,1.424,1.4778,0.35902,0.59881,1.6609,0.45003,0.461,0.79597,2.1613,1.8672,0.70264,2.1379,0.71535,0.90802,0.88632,0.45065,0.45699,0.4526,1.845,1.2637,0.49508,0.4916,0.57674,0.64835
0.43,0.45868,1.8388,0.16793,0.81734,0.56111,1.6517,1.7952,0.35609,0.83506,0.90895,1.2811,1.9265,1.0244,2.3357,0.50203,1.5245,1.372,0.38228,0.6118,1.6869,0.43355,0.46852,0.75614,2.281,1.7576,0.66449,2.1812,0.72626,0.87315,0.88066,0.48024,0.46672,0.42625,1.8333,1.295,0.53227,0.51481,0.55519,0.60251
0.44,0.45008,1.7932,0.16279,0.80139,0.58148,1.6336,1.959,0.34544,0.90968,0.87424,1.2811,1.9053,1.0189,2.3786,0.51927,1.6267,1.3935,0.38299,0.66137,1.7324,0.46198,0.46224,0.73775,2.3638,1.6088,0.64699,2.2098,0.71152,0.79967,0.89901,0.49587,0.51008,0.42109,1.7944,1.2796,0.54051,0.53226,0.50424,0.56672
0.45,0.46926,1.6837,0.15828,0.8276,0.58467,1.6096,1.9983,0.31988,0.96441,0.81558,1.277,1.8778,1.0173,2.3826,0.53927,1.7161,1.3771,0.38617,0.69417,1.7999,0.46222,0.43986,0.71239,2.4919,1.4489,0.63962,2.2366,0.67452,0.7085,0.88708,0.51227,0.58807,0.42568,1.7292,1.282,0.49122,0.57562,0.46673,0.55434
0.46,0.4934,1.5564,0.15411,0.85089,0.5739,1.5809,2.022,0.30751,0.99086,0.75297,1.2955,1.8537,1.0248,2.3495,0.56218,1.7732,1.4774,0.40165,0.66913,1.8749,0.45232,0.42521,0.70428,2.5049,1.3023,0.62571,2.2796,0.64387,0.65558,0.86227,0.57317,0.65086,0.40166,1.6522,1.2998,0.46021,0.63511,0.42979,0.55448
0.47,0.50375,1.5455,0.1505,0.84984,0.55731,1.5487,2.057,0.32346,0.98725,0.70411,1.3293,1.8244,1.0432,2.3065,0.58673,1.7835,1.6002,0.40509,0.6355,1.9077,0.46551,0.41916,0.74986,2.4198,1.2113,0.60678,2.3508,0.67706,0.63209,0.85499,0.60668,0.67741,0.36641,1.5673,1.3391,0.44985,0.67199,0.39877,0.56621
0.48,0.53046,1.5242,0.15434,0.95463,0.54209,1.514,2.0528,0.3617,0.97126,0.6584,1.36,1.799,1.0706,2.2453,0.6109,1.7449,1.6965,0.41111,0.58861,1.8781,0.4562,0.40606,0.76094,2.2601,1.1483,0.59225,2.4516,0.72936,0.60808,0.91031,0.6143,0.67757,0.38296,1.484,1.4034,0.45332,0.68971,0.37532,0.57852
0.49,0.5113,1.4724,0.16013,1.0114,0.53183,1.4777,2.0002,0.39071,1.0967,0.62133,1.3897,1.7722,1.1033,2.1926,0.63324,1.6483,1.7645,0.4259,0.61629,1.8045,0.44116,0.43291,0.74701,2.0602,1.1033,0.58656,2.5705,0.7377,0.59593,0.98126,0.60784,0.66048,0.40084,1.4011,1.4649,0.46345,0.6797,0.34033,0.57692
0.5,0.49089,1.4089,0.15975,1.0238,0.5246,1.4404,1.9432,0.40921,1.2848,0.67324,1.4197,1.7523,1.1376,2.0915,0.65186,1.5571,1.8127,0.438,0.70332,1.7453,0.46769,0.44131,0.73934,1.841,1.0682,0.58823,2.6904,0.70868,0.60269,1.0181,0.59784,0.64223,0.42023,1.3086,1.4921,0.4561,0.65725,0.29434,0.55875
0.51,0.47869,1.3219,0.15429,0.99861,0.55423,1.4024,1.906,0.42107,1.4464,0.70996,1.4506,1.7386,1.1694,1.9888,0.66658,1.4357,1.8361,0.43106,0.76356,1.7212,0.48479,0.42235,0.75245,1.9346,1.0329,0.59331,2.7963,0.68158,0.61083,1.0155,0.59209,0.63621,0.44209,1.2147,1.4733,0.42331,0.63097,0.27194,0.53067
0.52,0.4964,1.3706,0.14573,0.94496,0.57891,1.3637,1.8597,0.43024,1.533,0.7331,1.4828,1.7321,1.1967,1.8552,0.67798,1.3053,1.8433,0.46223,0.79146,1.7222,0.46839,0.40239,0.79725,2.0562,1.0068,0.59928,2.8781,0.67935,0.61503,0.98667,0.59527,0.64762,0.4483,1.1172,1.4099,0.37722,0.60083,0.28106,0.51585
0.53,0.50753,1.4426,0.14701,0.87291,0.59755,1.3242,1.7755,0.43767,1.5383,0.74235,1.5154,1.7345,1.2206,1.7326,0.68671,1.3389,1.8336,0.49186,0.79647,1.7505,0.46916,0.37147,0.83937,2.0948,1.0669,0.60885,2.9322,0.68628,0.63524,0.94784,0.60011,0.66987,0.4417,1.0169,1.3272,0.33555,0.56436,0.30074,0.49857
0.54,0.50703,1.4805,0.14992,0.81265,0.61117,1.2838,1.8529,0.44156,1.4823,0.73758,1.5475,1.747,1.2403,1.6468,0.69306,1.3666,1.8147,0.50585,0.78659,1.7857,0.51617,0.3321,0.86901,2.0754,1.0716,0.62646,2.9609,0.67341,0.68145,1.0221,0.60441,0.68814,0.44878,0.92626,1.2354,0.32138,0.54764,0.31402,0.48084
0.55,0.49122,1.4752,0.15091,0.75817,0.622,1.2426,1.8733,0.43912,1.387,0.72007,1.5784,1.7649,1.258,1.6688,0.69684,1.4107,1.7842,0.50796,0.76922,1.794,0.56989,0.29436,0.86177,2.0354,1.0262,0.65376,2.9696,0.6376,0.73202,1.1002,0.60794,0.6895,0.46913,0.85263,1.1606,0.35396,0.55306,0.31276,0.46765
0.56,0.47911,1.4324,0.14974,0.71049,0.63195,1.2007,1.7928,0.42931,1.3025,0.69288,1.6085,1.7856,1.2743,1.5976,0.69747,1.4502,1.7472,0.49877,0.75146,1.7558,0.61341,0.27595,0.86751,1.9964,0.94504,0.687,2.9637,0.59043,0.77931,1.1505,0.6111,0.6693,0.49838,0.80323,1.1114,0.37814,0.55406,0.30079,0.46685
0.57,0.48319,1.3666,0.14686,0.66916,0.64253,1.1583,1.6671,0.41424,1.2289,0.66031,1.6359,1.8113,1.2899,1.4721,0.6942,1.4834,1.7065,0.4816,0.7363,1.6544,0.63682,0.25953,0.90692,1.9462,0.85585,0.71975,2.9886,0.55227,0.81351,1.1673,0.61804,0.62581,0.51731,0.81231,1.079,0.38746,0.55347,0.28768,0.45004
0.58,0.49364,1.2941,0.14274,0.62915,0.65315,1.1254,1.744,0.39759,1.154,0.62637,1.6613,1.8343,1.3063,1.4729,0.68644,1.5106,1.6614,0.45896,0.72086,1.6414,0.63141,0.26404,0.90915,1.8569,0.77405,0.74791,3.0356,0.56132,0.83378,1.1491,0.6307,0.59202,0.52048,0.78836,1.0573,0.38822,0.55106,0.27839,0.45332
0.59,0.50871,1.2226,0.13822,0.58495,0.66245,1.1072,1.8273,0.38323,1.0783,0.6325,1.6831,1.8577,1.3237,1.5531,0.67391,1.5319,1.6142,0.43329,0.71278,1.7562,0.6062,0.27455,0.91921,1.7416,0.76083,0.77043,3.0798,0.56063,0.84365,1.0932,0.62748,0.59645,0.50187,0.74342,1.0505,0.38807,0.54451,0.26853,0.4673
0.6,0.51322,1.2875,0.13387,0.53433,0.66858,1.0841,1.9227,0.37306,1.0068,0.65163,1.7026,1.8761,1.3421,1.6101,0.65673,1.5473,1.5672,0.40618,0.72637,1.8346,0.61049,0.2925,0.95338,1.7804,0.77143,0.78845,3.1189,0.543,0.849,1.0183,0.64827,0.62244,0.4693,0.74809,1.0638,0.38551,0.53277,0.25135,0.48315
0.61,0.49821,1.3649,0.12999,0.48792,0.67021,1.0558,2.0271,0.36809,0.98898,0.66782,1.7185,1.9069,1.3612,1.6521,0.63529,1.5568,1.5222,0.3796,0.72707,1.8786,0.62079,0.32221,0.95312,1.7996,0.77723,0.80356,3.1549,0.51222,0.8501,1.0127,0.67298,0.64551,0.43276,0.82504,1.0926,0.37114,0.51537,0.2363,0.5036
0.62,0.46463,1.3926,0.12639,0.44564,0.66682,1.0237,2.1313,0.36794,0.96462,0.67803,1.7307,1.9507,1.3817,1.6795,0.61016,1.5602,1.4805,0.35487,0.71744,1.9048,0.65052,0.35255,0.93259,1.8068,0.77762,0.81621,3.1842,0.48378,0.84592,0.98867,0.67656,0.66244,0.38079,0.88758,1.1249,0.34126,0.52792,0.25187,0.52597
0.63,0.42157,1.3687,0.12301,0.45716,0.66659,0.99137,2.2024,0.37161,0.94757,0.68025,1.7404,1.9885,1.4018,1.693,0.58196,1.5579,1.4429,0.33309,0.70326,1.8877,0.66724,0.37049,0.90048,1.8226,0.77343,0.82647,3.2052,0.50898,0.83924,0.96323,0.66605,0.67587,0.33197,0.92817,1.1513,0.3036,0.57476,0.25258,0.54152
0.64,0.42794,1.3017,0.11983,0.47575,0.66402,0.96923,2.2122,0.3767,0.91762,0.71171,1.7466,2.0215,1.4217,1.7287,0.55177,1.5509,1.4121,0.31473,0.69055,1.8634,0.67083,0.37585,0.85749,1.8407,0.76467,0.83552,3.2167,0.55516,0.83072,0.95176,0.64753,0.68263,0.3181,0.94339,1.1712,0.27217,0.60558,0.24291,0.54331
0.65,0.4312,1.214,0.11687,0.49256,0.65915,0.94453,2.1576,0.38091,0.88152,0.74153,1.7502,2.049,1.4402,1.8816,0.52029,1.5397,1.4287,0.29996,0.68475,1.9614,0.67112,0.37501,0.80863,1.8222,0.76749,0.84541,3.218,0.58597,0.82724,0.96485,0.61885,0.69188,0.33571,0.92759,1.1921,0.2562,0.62586,0.228,0.56156
0.66,0.42782,1.1342,0.12094,0.50713,0.65396,0.91856,2.1568,0.3825,0.84433,0.76194,1.7519,2.0705,1.4577,2.0181,0.51248,1.5247,1.4475,0.28872,0.68714,1.9823,0.65382,0.36819,0.81198,1.8761,0.82546,0.85674,3.2091,0.59828,0.83023,0.99887,0.5828,0.69999,0.35355,0.87921,1.2195,0.25207,0.6427,0.21197,0.59833
0.67,0.41806,1.0861,0.12462,0.5195,0.65007,0.89135,2.151,0.38151,0.83141,0.77817,1.7511,2.0862,1.4737,2.0991,0.52203,1.5066,1.4683,0.28024,0.69522,2.0096,0.64099,0.35062,0.81228,1.9226,0.87483,0.86842,3.1906,0.62696,0.84102,1.0374,0.54217,0.70212,0.36698,0.80343,1.2553,0.25085,0.66113,0.19787,0.62356
0.68,0.40296,1.0753,0.12783,0.52961,0.64813,0.88933,2.1944,0.37927,0.83157,0.79704,1.7487,2.0965,1.4883,2.1111,0.53225,1.4863,1.4896,0.27374,0.70456,1.9991,0.63947,0.32149,0.80973,1.9033,0.91521,0.87884,3.1636,0.64043,0.85146,1.0679,0.50768,0.69928,0.37464,0.71093,1.297,0.24874,0.68228,0.18707,0.63983
0.69,0.38058,1.0892,0.1307,0.53729,0.64784,0.99681,2.2217,0.37756,0.82981,0.82473,1.7437,2.102,1.5022,2.0511,0.54215,1.4645,1.51,0.26836,0.71043,1.9665,0.65334,0.29938,0.80444,1.9358,0.94683,0.88741,3.1294,0.63416,0.85706,1.0819,0.48509,0.69278,0.37679,0.61625,1.3368,0.24738,0.70442,0.1807,0.64834
