Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40
0.36,3.0908,1.677,2.1155,1.3197,1.4607,0.86513,0.60942,0.85785,1.1087,1.394,1.0123,2.3799,0.80644,1.266,2.9197,2.4112,1.2044,2.0581,2.0004,1.8596,1.3416,1.5037,1.8564,1.9311,1.8866,0.77068,1.383,1.5077,1.2086,1.3461,1.9745,1.2892,2.1789,1.1855,1.3995,1.2875,0.85188,1.2313,1.2366,0.94185
0.37,3.704,1.6957,2.2809,1.3692,1.3567,0.85583,0.58121,0.93471,1.1786,1.428,1.0521,2.3989,0.96902,1.3443,2.8596,2.5426,1.3514,2.3396,2.2478,2.2909,1.3018,1.4306,1.9716,2.2931,2.0119,0.81254,1.4587,1.3827,1.3598,1.5174,2.0458,1.3243,2.3592,1.3424,1.4476,1.2827,0.94687,1.2216,1.2688,0.99694
0.38,4.2808,1.6997,2.3698,1.3802,1.3246,0.82005,0.57701,0.96054,1.2483,1.5491,1.0872,2.4056,1.0671,1.4286,2.721,2.7492,1.4698,2.4967,2.5284,2.5091,1.2679,1.452,2.0749,2.6167,2.1447,0.92007,1.6862,1.5746,1.5464,1.6717,2.244,1.3959,2.5491,1.4826,1.4232,1.3177,1.0541,1.2152,1.223,1.0374
0.39,4.5427,1.715,2.5093,1.3665,1.372,0.84665,0.59874,0.94614,1.2975,1.7845,1.1234,2.3785,1.0976,1.5034,2.4744,2.9323,1.5583,2.322,2.6556,2.6059,1.2207,1.6045,2.2157,2.9214,2.5888,1.0424,1.8938,1.7701,1.6179,1.6855,2.3512,1.4155,2.7231,1.5413,1.3438,1.4159,1.147,1.2867,1.1266,1.0523
0.4,4.5041,1.7587,2.6071,1.3462,1.4245,0.81331,0.6281,0.9096,1.3986,2.047,1.1644,2.321,1.1065,1.5226,2.1204,3.0885,1.6096,2.2689,2.536,2.7496,1.2276,1.7005,2.3872,3.1661,2.931,1.1014,2.0303,1.8838,1.5976,1.6354,2.3675,1.4745,2.8563,1.6782,1.2782,1.7107,1.2142,1.411,1.0149,1.0482
0.41,4.3389,1.7292,2.6135,1.3387,1.4074,0.79684,0.71852,0.87742,1.5379,2.2577,1.2106,2.2672,1.1164,1.4467,1.8115,3.2359,1.703,2.2902,2.5747,2.7956,1.2622,1.643,2.5334,3.4017,3.1461,1.1352,2.1634,1.8819,1.5695,1.5667,2.2742,1.5305,3.009,1.9445,1.2723,2.0825,1.4201,1.4919,0.89881,1.185
0.42,4.2235,1.6652,2.5608,1.36,1.42,0.91034,0.78,0.87568,1.6149,2.6507,1.26,2.2682,1.181,1.5682,1.738,3.3666,1.7711,2.3096,2.5515,2.8676,1.3743,1.4799,2.6399,3.7316,3.2239,1.2351,2.4304,2.0191,1.5677,1.5303,2.1551,1.5971,3.1855,2.1818,1.288,2.4463,1.6035,1.6108,0.91896,1.2835
0.43,4.1298,1.6268,2.5922,1.4058,1.4792,1.0155,0.80539,0.91746,1.6389,3.2488,1.3092,2.366,1.2526,1.645,1.8507,3.4865,1.8539,2.3907,2.4829,3.0528,1.3684,1.3253,2.7048,4.1279,3.1808,1.3143,2.7628,2.0849,1.5802,1.5938,2.1848,1.7176,3.3178,2.3436,1.3353,2.731,1.7192,1.7144,1.0135,1.3902
0.44,4.1253,1.6407,2.6788,1.4599,1.5185,1.1018,0.89583,1.0023,1.6756,3.7121,1.3551,2.5706,1.3786,1.6566,1.9446,3.6103,1.9307,2.4033,2.6405,3.2828,1.398,1.3182,2.7309,4.4792,3.0485,1.3483,3.2397,2.0761,1.5153,1.7035,2.2189,1.8333,3.4001,2.4248,1.4439,2.892,1.7674,1.8857,1.1066,1.4408
0.45,3.9751,1.7021,2.9261,1.5083,1.6403,1.1588,0.99056,1.1168,1.7577,3.9606,1.396,2.8536,1.4663,1.6165,1.9283,3.7219,2.0163,2.403,2.7294,3.5673,1.412,1.5392,2.7373,4.9389,2.8718,1.3369,3.6033,2.2566,1.4042,1.7582,2.2488,1.9179,3.4273,2.5408,1.5194,2.9186,1.7518,2.1044,1.195,1.4547
0.46,3.8479,1.7718,3.1715,1.5581,1.7623,1.1886,1.0773,1.2392,1.8678,4.1878,1.4312,3.1589,1.4582,1.5595,1.8325,3.8391,2.1224,2.5428,3.0599,3.8831,1.4586,1.7382,2.7812,5.1879,2.6971,1.3335,3.6017,2.449,1.3577,1.7858,2.2648,1.95,3.4217,2.692,1.5462,2.8333,1.6835,2.3875,1.2771,1.5522
0.47,3.8923,1.8346,3.3395,1.6102,1.8374,1.205,1.1528,1.3507,2.0459,4.4473,1.4619,3.4241,1.3949,1.5223,1.7113,3.9446,2.2554,2.7479,3.4597,4.1246,1.6213,1.8752,2.9168,5.2319,2.619,1.4639,3.3356,2.4855,1.3666,1.8486,2.2597,1.9255,3.3887,2.8953,1.5871,2.6735,1.5799,2.6376,1.3534,1.5873
0.48,3.9995,1.8872,3.3781,1.6376,2.1528,1.2225,1.2158,1.4392,2.1455,4.6293,1.4908,3.6026,1.3717,1.4847,1.5936,4.057,2.4143,2.9662,3.8258,4.2353,1.716,2.0092,3.139,5.0967,2.5895,1.6448,3.2296,2.4548,1.3713,2.0528,2.2299,1.8378,3.3465,3.1647,1.707,2.4978,1.461,2.7573,1.425,1.5905
0.49,4.0448,1.9492,3.3269,1.6777,2.3768,1.2498,1.2674,1.5005,2.1055,4.7004,1.5217,3.7293,1.4191,1.4601,1.5463,4.1648,2.5929,3.123,4.1465,4.2407,1.7555,2.1041,3.3956,4.8414,2.5929,1.7336,3.1498,2.3352,1.4004,2.306,2.192,1.7637,3.2927,3.4425,1.8005,2.3737,1.3533,2.7322,1.4907,1.7084
0.5,4.0281,2.067,3.1853,1.7509,2.5052,1.2837,1.3091,1.5355,1.9861,4.7549,1.5579,3.7829,1.4725,1.6474,1.6561,4.2878,2.7836,3.2093,4.4355,4.2707,1.8091,2.0725,3.6196,4.5048,2.6137,1.7341,3.5602,2.1808,1.4747,2.4911,2.1402,1.8731,3.202,3.6511,1.8895,2.3648,1.3295,2.648,1.5518,1.811
0.51,3.9848,2.1917,3.0817,1.8205,2.5422,1.4109,1.3453,1.5464,1.8869,4.8521,1.6041,3.7568,1.4739,1.8074,1.6983,4.4262,2.9771,3.2664,4.6744,4.3818,1.9156,2.0552,3.7771,4.925,2.6295,1.7351,4.185,2.2176,1.555,2.5853,2.0895,2.0084,3.0922,3.7508,1.9788,2.4963,1.4021,2.6191,1.6434,1.8459
0.52,3.8739,2.3227,3.0478,1.8763,2.5009,1.5321,1.3803,1.5512,1.9052,4.9218,1.6635,3.6868,1.4165,1.9402,1.9906,4.5842,3.1673,3.3378,4.8784,4.5579,2.11,2.0057,3.8782,5.4418,2.6646,1.798,4.8472,2.4532,1.6277,2.6113,2.0328,2.2842,2.9568,3.7314,2.0626,2.7477,1.4778,2.7047,1.804,1.8338
0.53,3.6942,2.4404,3.0356,1.9097,2.3999,1.6429,1.4197,1.5798,2.1721,4.8815,1.7376,3.6168,1.3296,2.041,2.2818,4.7687,3.3559,3.4131,5.0411,4.8127,2.3077,2.1384,3.94,5.7593,2.9331,1.8868,5.3586,2.8179,1.7465,2.606,1.987,2.5321,2.7958,3.6488,2.1452,3.0686,1.5876,2.8581,1.9631,1.8499
0.54,3.6934,2.552,3.1409,2.0197,2.3194,1.7443,1.4695,1.569,2.3859,5.2883,1.8264,3.5846,1.2568,2.1051,2.4775,4.986,3.54,3.4899,5.1792,5.0967,2.4802,2.3149,3.9601,5.9234,3.0586,1.922,5.5389,3.1291,1.9449,2.9172,1.9391,2.7013,2.6436,3.5259,2.3356,3.4114,1.7221,2.9803,2.12,1.9195
0.55,3.4575,2.6683,3.3094,2.1242,2.2448,1.8416,1.5363,1.5345,2.6227,5.5464,1.9282,3.5873,1.2404,2.132,2.5374,5.2255,3.7245,3.5055,5.2826,5.3116,2.5515,2.5007,3.9404,6.0263,3.0384,1.8878,5.3923,3.28,2.1673,3.2573,1.8936,2.8045,2.5244,3.4363,2.6266,3.7438,1.8588,3.004,2.2742,1.9291
0.56,3.0504,2.7243,3.5555,2.2206,2.1808,1.9397,1.6229,1.4941,2.8226,5.5029,2.0402,3.6379,1.3071,2.1267,2.4993,5.4806,3.9112,3.3895,5.3629,5.3894,2.6627,2.6621,3.9112,6.1276,2.9007,1.8123,5.0795,3.2621,2.392,3.5313,1.8595,2.8884,2.4654,3.4112,2.9063,4.0402,1.9945,2.9231,2.4245,1.925
0.57,2.6716,2.9598,3.881,2.3083,2.1279,2.0432,1.7293,1.472,2.8993,5.3013,2.16,3.7381,1.4476,2.0998,2.4752,5.76,4.102,3.5235,5.4266,5.2609,2.884,2.7785,3.9105,6.1889,2.7216,1.7562,4.9309,3.1377,2.587,3.7119,1.8934,2.95,2.5832,3.4313,3.1196,4.2784,2.127,2.8666,2.57,1.9652
0.58,2.6493,3.2091,4.1552,2.3882,2.0715,2.1505,1.8534,1.4764,2.9491,5.7424,2.2842,3.881,1.6351,2.0624,2.4208,6.0395,4.3011,3.661,5.4702,5.4046,2.9934,2.844,3.9443,6.1139,2.5486,1.8482,5.1616,3.1586,2.7453,3.7834,2.085,2.9853,2.5957,3.4813,3.2262,4.4526,2.2541,2.7906,2.7098,2.0748
0.59,2.6154,3.4151,4.296,2.4622,1.993,2.257,2.0075,1.5109,3.1511,6.2257,2.4103,4.0541,1.8427,2.155,2.4011,6.3295,4.5101,3.7977,5.4998,5.9836,3.1318,2.8603,3.9839,5.9339,2.5922,1.9101,5.6977,3.4346,2.8744,3.7246,2.2434,2.9922,2.5329,3.5792,3.2102,4.5567,2.3741,2.7558,2.8452,2.1158
0.6,2.5707,3.6096,4.1936,2.5319,1.8827,2.3558,2.1755,1.5904,3.485,6.7747,2.5364,4.2432,2.0523,2.2961,2.4553,6.6105,4.7289,3.9368,5.5221,6.4642,3.3593,2.8392,4.0038,6.2733,2.7182,1.9133,6.2742,3.8193,2.9915,3.5881,2.3741,2.9435,2.6359,3.7482,3.2777,4.5945,2.4849,2.8192,2.9749,2.0539
0.61,2.5259,3.8184,3.9855,2.5992,1.777,2.4409,2.3514,1.7577,3.7259,7.3828,2.661,4.4342,2.2527,2.4322,2.5695,6.9448,4.9574,4.0738,5.5437,6.8417,3.4713,2.8003,4.0065,6.5541,2.8306,1.8655,6.7345,4.28,3.096,3.6882,2.4094,2.8616,3.0048,3.979,3.3284,4.5696,2.586,3.0024,3.0987,1.8938
0.62,2.5627,4.0571,3.9143,2.6654,1.6767,2.5088,2.5318,1.9636,3.9645,8.0188,2.7833,4.615,2.4357,2.551,2.7031,7.3392,5.1984,4.2088,5.5702,7.1665,3.5087,2.7693,4.0092,6.7978,2.9257,1.8201,7.0191,4.9094,3.1827,3.7197,2.3697,2.8111,3.3394,4.2324,3.3378,4.5513,2.6767,3.2827,3.219,1.9206
0.63,2.6566,4.3254,4.1152,2.7326,1.7759,2.5895,2.7117,2.1823,4.3222,8.5557,2.9029,4.7766,2.5991,2.6426,2.9069,7.7247,5.4455,4.3897,5.6053,7.3332,3.4981,2.7941,4.0163,7.0803,3.0045,1.9772,7.1843,5.5947,3.2602,3.7419,2.3171,2.7999,3.6057,4.4726,3.3273,4.4786,2.7553,3.6153,3.3336,2.023
0.64,2.7369,4.609,4.3167,2.8004,1.9073,2.6621,2.8886,2.4048,4.5411,8.8687,3.0198,4.9127,2.7452,2.8532,3.0827,8.1043,5.6996,4.6742,5.6612,7.4704,3.4377,2.8673,4.0183,7.3796,3.0656,2.2256,7.2732,6.2194,3.3304,3.8156,2.4356,2.7662,3.782,4.6955,3.3172,4.3463,2.8224,3.9553,3.4455,2.1555
0.65,2.7878,4.8772,4.7816,2.8683,2.0369,2.7258,3.0609,2.6254,4.6437,8.9222,3.1352,5.0628,2.8814,3.0664,3.2004,8.4732,5.9557,4.9527,5.9082,8.1108,3.3439,2.9985,4.0117,7.5353,3.1738,2.4231,7.3426,6.7136,3.4209,3.9899,2.5383,2.7093,3.8358,4.9296,3.5537,4.3122,2.8785,4.2721,3.5606,2.222
0.66,2.8295,5.102,5.2072,2.9365,2.1622,2.7882,3.2262,2.8364,4.6485,9.1956,3.2495,5.1897,3.0166,3.2485,3.278,8.8277,6.2149,5.2229,6.1713,8.4514,3.4619,3.1843,4.0087,7.9987,3.5193,2.5507,7.4345,7.0345,3.5397,4.2587,2.7,2.6921,3.7485,5.1993,3.7739,4.2605,2.9244,4.5424,3.9655,2.2015
0.67,3.0983,5.2627,5.5822,3.0057,2.2825,2.8562,3.3828,3.033,4.6086,9.451,3.3631,5.2879,3.152,3.419,3.3588,9.1663,6.475,5.48,6.4511,8.8293,3.5689,3.4142,4.0247,8.4473,3.8437,2.7546,7.6326,7.1612,3.6952,4.5579,2.8419,2.7927,3.53,5.5154,3.9878,4.1716,2.973,4.7547,4.2905,2.1853
