179	1567	5	4.0
180	1568	5	4.0
181	2101	7	6.0
182	2102	7	6.0
183	2104	7	6.0
184	2105	7	6.0
185	2107	7	6.0
186	2121	7	6.0
187	2122	7	6.0
188	2123	7	6.0
189	2124	7	6.0
190	2125	7	6.0
191	2126	7	6.0
192	2127	7	6.0
193	2131	7	6.0
194	2132	7	6.0
195	2134	7	6.0
196	2135	7	6.0
197	2137	7	6.0
198	2141	7	6.0
199	2142	7	6.0
200	2143	7	6.0
201	2144	7	6.0
202	2145	7	6.0
203	2146	7	6.0
204	2147	7	6.0
205	2161	7	6.0
206	2162	7	6.0
207	2164	7	6.0
208	2165	7	6.0
209	2167	7	6.0
210	2201	7	6.0
211	2202	7	6.0
212	2204	7	6.0
213	2205	7	6.0
214	2207	7	6.0
215	2221	7	6.0
216	2222	7	6.0
217	2224	7	6.0
218	2225	7	6.0
219	2227	7	6.0
220	2231	7	6.0
221	2232	7	6.0
222	2234	7	6.0
223	2235	7	6.0
224	2237	7	6.0
225	2241	7	6.0
226	2242	7	6.0
227	2244	7	6.0
228	2245	7	6.0
229	2247	7	6.0
230	2261	7	6.0
231	2262	7	6.0
232	2264	7	6.0
233	2265	7	6.0
234	2267	7	6.0
235	2301	8	6.0
236	2302	8	6.0
237	2304	8	6.0
238	2305	8	6.0
239	2307	8	6.0
240	2321	8	6.0
241	2322	8	6.0
242	2323	8	6.0
243	2324	8	6.0
244	2325	8	6.0
245	2326	8	6.0
246	2327	8	6.0
247	2331	8	6.0
248	2332	8	6.0
249	2334	8	6.0
250	2335	8	6.0
251	2337	8	6.0
252	2341	8	6.0
253	2342	8	6.0
254	2343	8	6.0
255	2344	8	6.0
256	2345	8	6.0
257	2346	8	6.0
258	2347	8	6.0
259	2361	8	6.0
260	2362	8	6.0
261	2364	8	6.0
262	2365	8	6.0
263	2367	8	6.0
264	2401	8	6.0
265	2402	8	6.0
266	2404	8	6.0
267	2405	8	6.0
268	2407	8	6.0
269	2421	8	6.0
270	2422	8	6.0
271	2424	8	6.0
272	2425	8	6.0
273	2427	8	6.0
274	2431	8	6.0
275	2432	8	6.0
276	2434	8	6.0
277	2435	8	6.0
278	2437	8	6.0
279	2441	8	6.0
280	2442	8	6.0
281	2444	8	6.0
282	2445	8	6.0
283	2447	8	6.0
284	2461	8	6.0
285	2462	8	6.0
286	2464	8	6.0
287	2465	8	6.0
288	2467	8	6.0
289	2501	9	6.0
290	2502	9	6.0
291	2504	9	6.0
292	2505	9	6.0
293	2507	9	6.0
294	2521	9	6.0
295	2522	9	6.0
296	2523	9	6.0
297	2524	9	6.0
298	2525	9	6.0
299	2526	9	6.0
300	2527	9	6.0
301	2531	9	6.0
302	2532	9	6.0
303	2534	9	6.0
304	2535	9	6.0
305	2537	9	6.0
306	2541	9	6.0
307	2542	9	6.0
308	2543	9	6.0
309	2544	9	6.0
310	2545	9	6.0
311	2546	9	6.0
312	2547	9	6.0
313	2561	9	6.0
314	2562	9	6.0
315	2564	9	6.0
316	2565	9	6.0
317	2567	9	6.0
318	2601	9	6.0
319	2602	9	6.0
320	2604	9	6.0
321	2605	9	6.0
322	2607	9	6.0
323	2621	9	6.0
324	2622	9	6.0
325	2623	9	6.0
326	2624	9	6.0
327	2625	9	6.0
328	2626	9	6.0
329	2627	9	6.0
330	2631	9	6.0
331	2632	9	6.0
332	2634	9	6.0
333	2635	9	6.0
334	2637	9	6.0
335	2641	9	6.0
336	2642	9	6.0
