0.28098,0.060316,0.043519,0.062422,0.14329,0.24143,0.13694,0.066855,0.14869,0.15068,0.15345,0.058025,0.15448,0.13144,0.058637,0.038599,0.061006,0.064436,0.045711,0.057143,0.1324,0.15286,0.18853,0.04997,0.09764,0.072955,0.1787,0.10828,0.13069,0.10615,0.047881,0.050086,0.16223,0.068089,0.16156,0.18535,0.18616,0.034625
0.2815,0.060903,0.044897,0.062492,0.14342,0.24221,0.13601,0.068622,0.14937,0.15414,0.15884,0.059238,0.15823,0.13627,0.058679,0.038824,0.06171,0.065042,0.046106,0.057194,0.13261,0.15415,0.19303,0.050396,0.098064,0.073177,0.20808,0.10964,0.13358,0.10651,0.048293,0.050241,0.17546,0.069276,0.16084,0.18768,0.19121,0.035089
0.28252,0.067544,0.044066,0.062819,0.14371,0.24138,0.13734,0.066078,0.15493,0.17479,0.15212,0.059602,0.15442,0.14124,0.059208,0.039204,0.062997,0.065456,0.04576,0.058274,0.13313,0.15411,0.18825,0.049938,0.10158,0.074364,0.22573,0.11509,0.13901,0.11169,0.049135,0.050387,0.18074,0.069383,0.16682,0.19404,0.19139,0.034864
0.28414,0.092033,0.045497,0.062973,0.14466,0.24344,0.15557,0.066755,0.15394,0.26136,0.16688,0.09503,0.1773,0.14807,0.061109,0.04053,0.06305,0.065534,0.046696,0.059051,0.13251,0.16291,0.19468,0.052004,0.097425,0.076043,0.25087,0.12727,0.1446,0.11169,0.052573,0.050939,0.20928,0.083334,0.16606,0.19201,0.19856,0.036448
0.285,0.1044,0.045947,0.063358,0.14438,0.24525,0.15186,0.069774,0.1568,0.25178,0.20043,0.076003,0.22014,0.161,0.062268,0.040517,0.066564,0.065393,0.046816,0.062953,0.1351,0.1608,0.20119,0.055088,0.099703,0.080832,0.262,0.15712,0.15132,0.12302,0.053784,0.051532,0.24568,0.10225,0.16691,0.22404,0.20859,0.037499
0.32752,0.12448,0.047858,0.063266,0.1467,0.25146,0.14477,0.075552,0.15629,0.29522,0.31302,0.083199,0.26253,0.19072,0.065023,0.042669,0.068264,0.065442,0.049731,0.067757,0.13747,0.1929,0.19003,0.052361,0.10404,0.076214,0.24239,0.16553,0.19698,0.15999,0.080369,0.052358,0.24727,0.0915,0.16602,0.19813,0.22059,0.039429
0.3618,0.17445,0.049066,0.063878,0.14591,0.2689,0.1708,0.078569,0.16579,0.2917,0.25035,0.08462,0.32008,0.2582,0.072707,0.047614,0.067561,0.075997,0.047419,0.074835,0.13803,0.1971,0.20183,0.062272,0.10071,0.091645,0.34524,0.14887,0.22576,0.19751,0.08766,0.054558,0.27951,0.10971,0.17749,0.22845,0.25899,0.048403
0.43547,0.13341,0.047889,0.063686,0.15036,0.28659,0.18627,0.078334,0.15718,0.29251,0.30009,0.09618,0.49533,0.22526,0.084479,0.048835,0.097189,0.075161,0.050717,0.06516,0.13509,0.22013,0.23216,0.066626,0.11313,0.10666,0.3524,0.1386,0.30724,0.18229,0.092015,0.058059,0.37227,0.13833,0.20612,0.247,0.25089,0.050639
0.50791,0.13071,0.063221,0.063912,0.15239,0.28396,0.1951,0.086119,0.16364,0.42653,0.30395,0.094548,0.46753,0.21261,0.1063,0.05985,0.10018,0.082236,0.059618,0.064154,0.16599,0.25096,0.22053,0.078711,0.12381,0.11102,0.4126,0.15973,0.36762,0.23984,0.075526,0.062853,0.35192,0.16005,0.24066,0.28539,0.25735,0.057164
0.56022,0.13299,0.073258,0.066489,0.14912,0.26667,0.23706,0.096765,0.16865,0.36093,0.31259,0.092589,0.58694,0.19012,0.1096,0.068552,0.11777,0.075076,0.079307,0.076579,0.17968,0.24056,0.23524,0.11098,0.13398,0.18188,0.35031,0.17218,0.41825,0.20232,0.082236,0.072788,0.36785,0.1962,0.21353,0.29156,0.32969,0.068119
