Period [s],umax [m],vmax [m/s],amax [g]
0.01484968262254465,3.7589036284450835e-05,0.01590464163422168,0.6859896720676614
0.016297508346206444,4.8200561155296966e-05,0.01858278279202525,0.7302984845910977
0.01788649529057435,6.483850966781105e-05,0.022776534176535725,0.8155925464570573
0.019630406500402715,8.440870866957244e-05,0.02701704409940668,0.8814940794821147
0.021544346900318846,0.00012369657687299814,0.036074823616274475,1.0724615826364763
0.023644894126454083,0.0001712166211902763,0.04549759253961218,1.2324289863580344
0.025950242113997372,0.00018455905230782888,0.044686239175473784,1.1029180708509159
0.02848035868435802,0.00023596505120282253,0.05205735500584596,1.1707050846380749
0.03125715849688237,0.0002699345342461523,0.054261128683368805,1.111860212102908
0.03430469286314919,0.0003572077417319737,0.06542552190788221,1.2215310798914467
0.037649358067924694,0.0004967751906744767,0.08290528017465514,1.4103778428361147
0.04132012400115339,0.0004872724801174048,0.07409521054634721,1.1485221658655993
0.04534878508128584,0.0006343386909159336,0.08788918017085531,1.241311039614228
0.049770235643321115,0.0005681851387714944,0.07172986966088282,0.9230839625416327
0.05462277217684343,0.0009307088186932264,0.1070582056132781,1.2553276176667614
0.05994842503189412,0.0010047037527823159,0.10530284747583438,1.1250535599809544
0.06579332246575682,0.0012170627727292372,0.1162280706451268,1.1314622570746042
0.07220809018385467,0.0013383762806800394,0.1164587812921654,1.0329926785506416
0.07924828983539177,0.0015141546035027183,0.12004945440826219,0.9702444175444545
0.08697490026177834,0.0020266215886605102,0.1464059050456945,1.0781408841632052
0.09545484566618342,0.001943169921172029,0.12790651551371968,0.8582336707395677
0.10476157527896651,0.00241239494900602,0.1446859161705649,0.8845758927613883
0.11497569953977368,0.0035386280415585216,0.19337873835334043,1.07724260845714
0.1261856883066021,0.0054267293166811986,0.2702140501525326,1.3715406599258892
0.1384886371393873,0.006554964093778864,0.29739663075511236,1.3754118559200732
0.15199110829529347,0.009073980055439088,0.37511074694716834,1.5807099464531091
0.1668100537200059,0.009582561242438137,0.3609435202550676,1.3858872151815491
0.18307382802953698,0.008927904225288358,0.3064101365881088,1.0719825769491438
0.2009233002565048,0.011677781460811365,0.3651824591839427,1.1641004760519078
0.22051307399030456,0.013406309712256974,0.3819924446350768,1.1095101783868029
0.24201282647943834,0.017451031897566194,0.4530671733765566,1.1990438723837282
0.26560877829466867,0.018477747193434885,0.4371056951542752,1.0540346835378858
0.29150530628251786,0.03057845343980828,0.6590963705582497,1.4481492259037227
0.31992671377973847,0.04200143830369619,0.8248852273457985,1.6514060903620085
0.35111917342151344,0.054884447418956456,0.9821427586965504,1.7915582552508937
0.3853528593710531,0.08726467107411992,1.4228520323520322,2.364895820014602
0.4229242874389499,0.10356481421440754,1.5386132656348839,2.330116886471006
0.4641588833612782,0.10457806762979885,1.4156432237737528,1.953430699962656
0.5094138014816381,0.10113242561215277,1.2473823222644178,1.5683382657604832
0.5590810182512228,0.09268695504082075,1.0416545993661557,1.193328050460078
0.6135907273413176,0.08063572633339482,0.8257119743758943,0.8619074921201175
0.6734150657750828,0.06321029097669828,0.5897729226925064,0.5609354175490617
0.7390722033525783,0.05210867791415061,0.4429993144939759,0.3839078977210155
0.8111308307896873,0.058324785668208874,0.4517957183283382,0.3567484235576243
0.8902150854450392,0.07721963481049,0.5450202797052004,0.3921286495926985
0.9770099572992257,0.09629669970059808,0.6192874536931419,0.40597954517977314
1.0722672220103242,0.11014320692127372,0.6454083135320579,0.3855159811273178
1.1768119524349991,0.11236244294112817,0.5999208701999451,0.32651095773771055
1.291549665014884,0.13416856908649052,0.6527089161219608,0.3236825561815191
1.4174741629268062,0.14404021314273469,0.6384817265330144,0.2884989133196667
1.5556761439304723,0.14843912758581004,0.5995274460539658,0.24683158882367426
1.7073526474706922,0.15313415720783946,0.5635451399106125,0.2114055270158515
1.873817422860385,0.14859290817324416,0.4982538672097601,0.17030769316572617
2.0565123083486534,0.13760700781034252,0.42042555550428923,0.1309388898631085
2.2570197196339215,0.12385854671657005,0.3448025704553411,0.09784665923999515
2.4770763559917115,0.10963529466001726,0.278093515724644,0.07190553627592818
2.718588242732943,0.10418184946317167,0.2407844834801998,0.05672779768875582
2.9836472402833403,0.09980772379269671,0.2101824958428253,0.045119048361851696
3.2745491628777317,0.10394580497248167,0.19945058756488063,0.039011681139604244
3.5938136638046294,0.10358849901986339,0.18110725705943992,0.03227685108066306
3.94420605943766,0.10114048928188432,0.16111846760549153,0.02616354498806585
4.328761281083062,0.10217834613007942,0.148311593416349,0.021944329994186548
4.750810162102798,0.10662770418140627,0.14102049995497307,0.019011896188993845
5.21400828799969,0.10443042635433064,0.12584477895867685,0.015458749013390031
5.72236765935022,0.09917440379205816,0.10889393933582246,0.012188178682378509
6.280291441834259,0.09938441659311602,0.09943021146134913,0.01014026783192454
6.892612104349702,0.09972982827115055,0.09091197679402217,0.008447887539389133
7.56463327554629,0.09954306275783294,0.08268047988175657,0.0070004502058812375
8.302175681319753,0.09898951768347299,0.07491644442950647,0.005779577599376521
9.111627561154895,0.09820605703756753,0.06772081612346699,0.004760330266718043
10.0,0.09729987630974604,0.061135315321978745,0.0039156423545448306
