beam 0,beam 1,beam 2
0.09532713898567556,0.08923355701810987,0.0986239622316858
0.08537859723835334,0.08460156149180538,0.08688750161311137
0.08768734891216762,0.08700080580177277,0.08888638195004028
0.08809227922523653,0.08746709642761215,0.08911845286059629
0.09675186662141524,0.09665945472028961,0.09725147067141808
0.09388299677583574,0.09369675886645173,0.09430383505854403
0.09902613081948233,0.09940742578351111,0.10061275117836764
0.09149888365169932,0.09261509964442238,0.09483139006036548
0.12582751968922945,0.13254592379736058,0.1397730550234142
