beam 0,beam 1,beam 2
0.5023645241957446,0.44486061768714397,0.5023645241957446
0.41727090891126706,0.40998605319771597,0.41727090891126706
0.5020494419298686,0.49450500107315254,0.5020494419298686
0.5055709538933376,0.49851143158809647,0.5055709538933376
0.5216632573914843,0.5210622871645185,0.5216632573914843
0.49660563836154203,0.4946550249850701,0.49660563836154203
0.509752528426902,0.5145253451620874,0.509752528426902
0.4420791460578194,0.43910394609902803,0.4420791460578194
0.81893051854182,0.7749121283146864,0.81893051854182
