Cd,R,Ie,rho,Fa,Fv,Cu,Ct,x,TL,approximate period,upper bound period
5.5,8,1.0,1.0,1.0,1.5,1.4,0.027999999999999997,0.8,8,1.375031708469227,1.9250443918569176
