exterior joint,interior joint,interior joint,exterior joint,design ratio
2.4700661438005325,1.408109182634944,1.408109182634944,2.4700661438005325,1.5384615384615383
1.853697691201578,1.2193632185453176,1.2193632185453176,1.853697691201578,1.5384615384615383
2.388067331746161,1.5966059782221145,1.5966059782221145,2.388067331746161,1.5384615384615383
2.247153801474971,1.5237143395462713,1.5237143395462713,2.247153801474971,1.5384615384615383
2.629648801082663,1.7724742780897784,1.7724742780897784,2.629648801082663,1.5384615384615383
2.462287330408219,1.6389613723984482,1.6389613723984482,2.462287330408219,1.5384615384615383
2.5220763687610677,1.635822473156162,1.635822473156162,2.5220763687610677,1.5384615384615383
1.6314418185326023,1.0646041274189044,1.0646041274189044,1.6314418185326023,1.5384615384615383
NA,NA,NA,NA,NA
