Nodes:
ID, X, Y, Z
817, 35.200, -13.000, 0.000
818, 35.200, -12.000, 0.000
819, 35.200, -11.000, 0.000
820, 35.200, -10.000, 0.000
821, 35.200, -9.000, 0.000
822, 35.200, -8.000, 0.000
823, 35.200, -7.000, 0.000
824, 35.200, -6.000, 0.000
825, 35.200, -5.000, 0.000
826, 35.200, -4.000, 0.000
827, 35.200, -3.000, 0.000
828, 35.200, -2.000, 0.000
829, 35.200, -1.000, 0.000
830, 37.300, -19.000, 0.000
831, 37.300, -18.000, 0.000
832, 37.300, -17.000, 0.000
833, 37.300, -16.000, 0.000
834, 37.300, -15.000, 0.000
835, 37.300, -14.000, 0.000
836, 37.300, -13.000, 0.000
837, 37.300, -12.000, 0.000
838, 37.300, -11.000, 0.000
839, 37.300, -10.000, 0.000
840, 37.300, -9.000, 0.000
841, 37.300, -8.000, 0.000
842, 37.300, -7.000, 0.000
843, 37.300, -6.000, 0.000
844, 37.300, -5.000, 0.000
845, 37.300, -4.000, 0.000
846, 37.300, -3.000, 0.000
847, 37.300, -2.000, 0.000
848, 37.300, -1.000, 0.000
849, 39.400, -19.000, 0.000
850, 39.400, -18.000, 0.000
851, 39.400, -17.000, 0.000
852, 39.400, -16.000, 0.000
853, 39.400, -15.000, 0.000
854, 39.400, -14.000, 0.000
855, 39.400, -13.000, 0.000
856, 39.400, -12.000, 0.000
857, 39.400, -11.000, 0.000
858, 39.400, -10.000, 0.000
859, 39.400, -9.000, 0.000
860, 39.400, -8.000, 0.000
861, 39.400, -7.000, 0.000
862, 39.400, -6.000, 0.000
863, 39.400, -5.000, 0.000
864, 39.400, -4.000, 0.000
865, 39.400, -3.000, 0.000
866, 39.400, -2.000, 0.000
867, 39.400, -1.000, 0.000
868, 41.500, -19.000, 0.000
869, 41.500, -18.000, 0.000
870, 41.500, -17.000, 0.000
871, 41.500, -16.000, 0.000
872, 41.500, -15.000, 0.000
873, 41.500, -14.000, 0.000
874, 41.500, -13.000, 0.000
875, 41.500, -12.000, 0.000
876, 41.500, -11.000, 0.000
877, 41.500, -10.000, 0.000
878, 41.500, -9.000, 0.000
879, 41.500, -8.000, 0.000
880, 41.500, -7.000, 0.000
881, 41.500, -6.000, 0.000
882, 41.500, -5.000, 0.000
883, 41.500, -4.000, 0.000
884, 41.500, -3.000, 0.000
885, 41.500, -2.000, 0.000
886, 41.500, -1.000, 0.000
887, 43.600, -19.000, 0.000
888, 43.600, -18.000, 0.000
889, 43.600, -17.000, 0.000
890, 43.600, -16.000, 0.000
891, 43.600, -15.000, 0.000
892, 43.600, -14.000, 0.000
893, 43.600, -13.000, 0.000
894, 43.600, -12.000, 0.000
895, 43.600, -11.000, 0.000
896, 43.600, -10.000, 0.000
897, 43.600, -9.000, 0.000
898, 43.600, -8.000, 0.000
899, 43.600, -7.000, 0.000
900, 43.600, -6.000, 0.000
901, 43.600, -5.000, 0.000
902, 43.600, -4.000, 0.000
903, 43.600, -3.000, 0.000
904, 43.600, -2.000, 0.000
905, 43.600, -1.000, 0.000
906, 45.700, -19.000, 0.000
907, 45.700, -18.000, 0.000
908, 45.700, -17.000, 0.000
909, 45.700, -16.000, 0.000
910, 45.700, -15.000, 0.000
911, 45.700, -14.000, 0.000
912, 45.700, -13.000, 0.000
913, 45.700, -12.000, 0.000
914, 45.700, -11.000, 0.000
915, 45.700, -10.000, 0.000
916, 45.700, -9.000, 0.000
917, 45.700, -8.000, 0.000
918, 45.700, -7.000, 0.000
919, 45.700, -6.000, 0.000
920, 45.700, -5.000, 0.000
921, 45.700, -4.000, 0.000
922, 45.700, -3.000, 0.000
923, 45.700, -2.000, 0.000
924, 45.700, -1.000, 0.000
925, 47.800, -19.000, 0.000
926, 47.800, -18.000, 0.000
927, 47.800, -17.000, 0.000
928, 47.800, -16.000, 0.000
929, 47.800, -15.000, 0.000
930, 47.800, -14.000, 0.000
931, 47.800, -13.000, 0.000
932, 47.800, -12.000, 0.000
933, 47.800, -11.000, 0.000
934, 47.800, -10.000, 0.000
935, 47.800, -9.000, 0.000
936, 47.800, -8.000, 0.000
937, 47.800, -7.000, 0.000
938, 47.800, -6.000, 0.000
939, 47.800, -5.000, 0.000
940, 47.800, -4.000, 0.000
941, 47.800, -3.000, 0.000
942, 47.800, -2.000, 0.000
943, 47.800, -1.000, 0.000
944, 49.900, -19.000, 0.000
945, 49.900, -18.000, 0.000
946, 49.900, -17.000, 0.000
947, 49.900, -16.000, 0.000
948, 49.900, -15.000, 0.000
949, 49.900, -14.000, 0.000
950, 49.900, -13.000, 0.000
951, 49.900, -12.000, 0.000
952, 49.900, -11.000, 0.000
953, 49.900, -10.000, 0.000
954, 49.900, -9.000, 0.000
955, 49.900, -8.000, 0.000
956, 49.900, -7.000, 0.000
957, 49.900, -6.000, 0.000
958, 49.900, -5.000, 0.000
959, 49.900, -4.000, 0.000
960, 49.900, -3.000, 0.000
961, 49.900, -2.000, 0.000
962, 49.900, -1.000, 0.000
963, 54.000, -19.000, 0.000
964, 54.000, -18.000, 0.000
965, 54.000, -17.000, 0.000
966, 54.000, -16.000, 0.000
967, 54.000, -15.000, 0.000
968, 54.000, -14.000, 0.000
969, 54.000, -13.000, 0.000
970, 54.000, -12.000, 0.000
971, 54.000, -11.000, 0.000
972, 54.000, -10.000, 0.000
973, 54.000, -9.000, 0.000
974, 54.000, -8.000, 0.000
975, 54.000, -7.000, 0.000
976, 54.000, -6.000, 0.000
977, 54.000, -5.000, 0.000
978, 54.000, -4.000, 0.000
979, 54.000, -3.000, 0.000
980, 54.000, -2.000, 0.000
981, 54.000, -1.000, 0.000
982, 56.000, -19.000, 0.000
983, 56.000, -18.000, 0.000
984, 56.000, -17.000, 0.000
985, 56.000, -16.000, 0.000
986, 56.000, -15.000, 0.000
987, 56.000, -14.000, 0.000
988, 56.000, -13.000, 0.000
989, 56.000, -12.000, 0.000
990, 56.000, -11.000, 0.000
991, 56.000, -10.000, 0.000
992, 56.000, -9.000, 0.000
993, 56.000, -8.000, 0.000
994, 56.000, -7.000, 0.000
995, 56.000, -6.000, 0.000
996, 56.000, -5.000, 0.000
997, 56.000, -4.000, 0.000
998, 56.000, -3.000, 0.000
999, 56.000, -2.000, 0.000
1000, 56.000, -1.000, 0.000
1001, 58.000, -19.000, 0.000
1002, 58.000, -18.000, 0.000
1003, 58.000, -17.000, 0.000
1004, 58.000, -16.000, 0.000
1005, 58.000, -15.000, 0.000
1006, 58.000, -14.000, 0.000
1007, 58.000, -13.000, 0.000
1008, 58.000, -12.000, 0.000
1009, 58.000, -11.000, 0.000
1010, 58.000, -10.000, 0.000
1011, 58.000, -9.000, 0.000
1012, 58.000, -8.000, 0.000
1013, 58.000, -7.000, 0.000
1014, 58.000, -6.000, 0.000
1015, 58.000, -5.000, 0.000
1016, 58.000, -4.000, 0.000
1017, 58.000, -3.000, 0.000
1018, 58.000, -2.000, 0.000
1019, 58.000, -1.000, 0.000
1020, 60.000, -19.000, 0.000
1021, 60.000, -18.000, 0.000
1022, 60.000, -17.000, 0.000
1023, 60.000, -16.000, 0.000
1024, 60.000, -15.000, 0.000
1025, 60.000, -14.000, 0.000
1026, 60.000, -13.000, 0.000
1027, 60.000, -12.000, 0.000
1028, 60.000, -11.000, 0.000
1029, 60.000, -10.000, 0.000
1030, 60.000, -9.000, 0.000
1031, 60.000, -8.000, 0.000
1032, 60.000, -7.000, 0.000
1033, 60.000, -6.000, 0.000
1034, 60.000, -5.000, 0.000
1035, 60.000, -4.000, 0.000
1036, 60.000, -3.000, 0.000
1037, 60.000, -2.000, 0.000
1038, 60.000, -1.000, 0.000
1039, 62.000, -19.000, 0.000
1040, 62.000, -18.000, 0.000
1041, 62.000, -17.000, 0.000
1042, 62.000, -16.000, 0.000
1043, 62.000, -15.000, 0.000
1044, 62.000, -14.000, 0.000
1045, 62.000, -13.000, 0.000
1046, 62.000, -12.000, 0.000
1047, 62.000, -11.000, 0.000
1048, 62.000, -10.000, 0.000
1049, 62.000, -9.000, 0.000
1050, 62.000, -8.000, 0.000
1051, 62.000, -7.000, 0.000
1052, 62.000, -6.000, 0.000
1053, 62.000, -5.000, 0.000
1054, 62.000, -4.000, 0.000
1055, 62.000, -3.000, 0.000
1056, 62.000, -2.000, 0.000
1057, 62.000, -1.000, 0.000
1058, 64.000, -19.000, 0.000
1059, 64.000, -18.000, 0.000
1060, 64.000, -17.000, 0.000
1061, 64.000, -16.000, 0.000
1062, 64.000, -15.000, 0.000
1063, 64.000, -14.000, 0.000
1064, 64.000, -13.000, 0.000
1065, 64.000, -12.000, 0.000
1066, 64.000, -11.000, 0.000
1067, 64.000, -10.000, 0.000
1068, 64.000, -9.000, 0.000
1069, 64.000, -8.000, 0.000
1070, 64.000, -7.000, 0.000
1071, 64.000, -6.000, 0.000
1072, 64.000, -5.000, 0.000
1073, 64.000, -4.000, 0.000
1074, 64.000, -3.000, 0.000
1075, 64.000, -2.000, 0.000
1076, 64.000, -1.000, 0.000
1077, 66.000, -19.000, 0.000
1078, 66.000, -18.000, 0.000
1079, 66.000, -17.000, 0.000
1080, 66.000, -16.000, 0.000
1081, 66.000, -15.000, 0.000
1082, 66.000, -14.000, 0.000
1083, 66.000, -13.000, 0.000
1084, 66.000, -12.000, 0.000
1085, 66.000, -11.000, 0.000
1086, 66.000, -10.000, 0.000
1087, 66.000, -9.000, 0.000
1088, 66.000, -8.000, 0.000
1089, 66.000, -7.000, 0.000
1090, 66.000, -6.000, 0.000
1091, 66.000, -5.000, 0.000
1092, 66.000, -4.000, 0.000
1093, 66.000, -3.000, 0.000
1094, 66.000, -2.000, 0.000
1095, 66.000, -1.000, 0.000
1096, 68.000, -19.000, 0.000
1097, 68.000, -18.000, 0.000
1098, 68.000, -17.000, 0.000
1099, 68.000, -16.000, 0.000
1100, 68.000, -15.000, 0.000
1101, 68.000, -14.000, 0.000
1102, 68.000, -13.000, 0.000
1103, 68.000, -12.000, 0.000
1104, 68.000, -11.000, 0.000
1105, 68.000, -10.000, 0.000
1106, 68.000, -9.000, 0.000
1107, 68.000, -8.000, 0.000
1108, 68.000, -7.000, 0.000
1109, 68.000, -6.000, 0.000
1110, 68.000, -5.000, 0.000
1111, 68.000, -4.000, 0.000
1112, 68.000, -3.000, 0.000
1113, 68.000, -2.000, 0.000
1114, 68.000, -1.000, 0.000
1115, 70.000, -19.000, 0.000
1116, 70.000, -18.000, 0.000
1117, 70.000, -17.000, 0.000
1118, 70.000, -16.000, 0.000
1119, 70.000, -15.000, 0.000
1120, 70.000, -14.000, 0.000
1121, 70.000, -13.000, 0.000
1122, 70.000, -12.000, 0.000
1123, 70.000, -11.000, 0.000
1124, 70.000, -10.000, 0.000
1125, 70.000, -9.000, 0.000
1126, 70.000, -8.000, 0.000
1127, 70.000, -7.000, 0.000
1128, 70.000, -6.000, 0.000
1129, 70.000, -5.000, 0.000
1130, 70.000, -4.000, 0.000
1131, 70.000, -3.000, 0.000
1132, 70.000, -2.000, 0.000
1133, 70.000, -1.000, 0.000
