dts,Node_5,Node_80,Node_6,Node_99
5.48,-1.71604,-1.67309,3.29315,3.08639
5.49,-1.65908,-1.39813,5.10596,3.71443
5.5,-1.21631,-1.67501,6.07423,3.98562
5.51,-0.529795,-1.14384,5.77696,5.41452
5.52,-0.84968,-0.569484,4.3161,5.21385
5.53,-0.29663,-0.959974,3.19372,5.05361
5.54,0.20294,2.58414,3.06419,4.82884
5.55,-0.647684,2.4713,3.33427,4.01194
5.56,-0.568643,2.97784,3.55449,2.15211
5.57,-0.80078,2.63011,3.67569,2.21699
5.58,-0.961988,3.18215,3.48312,1.67235
5.59,-0.582563,3.84913,3.28363,0.645906
5.6,-0.244404,2.30108,3.9053,0.302537
5.61,0.0237034,2.53583,3.72906,0.414258
5.62,0.307386,2.53495,2.59909,1.03957
5.63,0.351321,2.26359,1.34441,-0.678132
5.64,-0.312135,2.94136,0.55707,-0.701622
5.65,0.446501,1.29096,-0.583493,0.277277
5.66,0.14075,1.96018,-0.621889,-0.687483
5.67,0.673873,1.34988,-0.432386,-0.178767
5.68,0.981349,0.325206,-1.15519,-0.586229
5.69,0.351374,1.78811,-2.76296,0.561122
5.7,1.45068,0.287572,-2.34396,-0.288766
5.71,0.388958,0.989499,-1.9706,-0.209437
5.72,0.541188,0.507165,-0.483317,-0.276736
5.73,1.05124,-0.0458129,0.333745,0.266158
5.74,1.16917,-0.234294,1.9123,0.428005
5.75,0.309821,-0.412227,2.38725,0.541439
5.76,0.086069,-0.113788,2.16877,1.24414
5.77,-0.150056,0.0356592,2.91483,2.08489
5.78,-0.985643,0.187955,3.03043,2.7625
5.79,-1.42516,0.486244,2.86881,2.38537
5.8,-0.863355,0.907681,2.43909,3.05463
5.81,-2.26705,1.14088,2.43653,3.31632
5.82,-0.801385,1.75281,1.88173,2.75352
5.83,-1.26912,2.27774,1.67278,3.549
5.84,-1.58897,2.66008,2.55443,3.57065
5.85,-0.840381,2.05305,2.95197,3.95833
5.86,-1.18831,2.39377,3.9024,4.4514
5.87,-0.39887,2.9729,4.02823,3.47056
5.88,-0.285721,2.70249,3.48525,3.91883
5.89,-1.09374,3.07383,2.25959,3.0807
5.9,-0.792489,2.64853,2.08071,1.71924
5.91,-1.33924,3.07943,2.62685,1.7717
5.92,-0.843518,2.94177,3.0818,2.24795
5.93,-0.599115,2.05734,2.74553,2.15504
5.94,-0.259379,2.14187,2.65318,2.96539
5.95,0.503339,1.24136,2.40962,1.12269
5.96,1.03653,1.96339,2.32989,-1.62948
5.97,1.29489,1.77472,1.97145,-3.6973
5.98,1.30775,2.06325,1.18982,-0.363972
5.99,1.13532,1.45757,-0.670911,0.342988
6.0,1.4827,0.720591,-0.227262,-1.65045
6.01,1.52278,-0.620585,-3.11656,0.990303
6.02,1.57144,0.486969,0.149231,-0.359486
6.03,1.69926,2.38996,0.912759,1.58424
6.04,1.24638,-0.89722,-0.904537,1.34675
6.05,0.90012,2.27605,0.169688,1.28034
6.06,0.961163,-0.420524,-0.385336,-2.57949
6.07,0.872019,1.26875,-0.119043,-2.6966
6.08,0.0164718,1.21682,-0.694891,1.24246
6.09,-1.60081,1.08436,-0.0121988,1.92538
6.1,-1.78238,0.546597,0.353254,2.74021
6.11,-1.69113,0.0982751,0.0917623,4.1073
6.12,-0.633537,0.759734,0.831365,2.04066
6.13,0.605171,0.805031,3.75253,2.0562
6.14,0.571465,1.90633,3.56663,1.07341
6.15,1.7035,1.34978,2.9149,-1.01212
6.16,2.02438,1.06787,2.15272,-1.1077
6.17,1.814,3.0831,1.63808,0.955282
6.18,2.52349,3.16966,-0.884662,2.26248
6.19,2.88508,2.97059,-1.37464,1.47224
6.2,1.06276,3.04796,0.0970315,1.34747
6.21,-0.0429818,1.30569,1.07629,0.984423
6.22,0.862223,-0.364675,2.63389,0.314473
6.23,0.309998,0.200488,2.95131,0.183792
6.24,-0.253802,-0.0662176,2.65143,0.0590369
6.25,-0.416552,-0.0190371,2.05102,0.8836
6.26,-0.411644,0.493889,0.677556,1.93784
6.27,-0.22223,0.682547,-0.374105,2.32653
6.28,-0.501394,0.513175,-0.44746,1.64274
6.29,-0.838766,-0.389359,-0.308441,0.358577
6.3,-0.743378,-1.78959,-0.208458,-0.418228
6.31,-0.374095,-2.35996,-0.891414,-0.782716
6.32,0.966371,-1.58839,-1.87649,-0.691342
6.33,1.33675,-0.97513,-2.09123,-0.75315
6.34,1.0998,-0.822585,-1.87864,-1.41771
6.35,1.03624,-0.868637,-1.91748,-1.78104
6.36,0.260004,-1.54304,-1.50758,-1.512
6.37,-0.0187229,-0.943231,-0.725691,-1.62568
6.38,0.187409,0.564965,-0.698124,-2.0352
6.39,0.358634,0.917857,-0.686239,-2.52517
6.4,0.32553,0.247887,-0.590814,-2.5232
6.41,-0.360952,0.201324,-2.16564,-1.89359
6.42,-0.860453,0.172852,-1.53231,-1.27674
6.43,-1.10122,0.0944938,-1.15004,-1.03394
6.44,-1.25275,-0.0424795,-0.965104,-1.523
6.45,-1.29088,-0.304838,-0.75763,-1.89168
6.46,-1.08292,-0.887977,-1.01802,-1.91212
6.47,-0.810183,-1.31086,-1.10033,-2.0516
6.48,-1.06696,-1.71323,-1.55395,-1.57676
6.49,-1.14299,-1.89804,-1.66099,-1.26799
6.5,-0.807644,-1.96509,-1.36643,-1.27514
6.51,-0.427491,-1.61964,-1.89885,-0.219573
6.52,-0.227265,-1.00907,-2.08808,0.865586
6.53,-0.613795,-0.99686,-1.54757,1.82513
6.54,-0.772846,-1.26822,-0.310745,1.73087
6.55,-0.565685,-1.30066,1.31896,2.2891
6.56,-0.541051,-1.09052,2.25417,3.24179
6.57,-0.39186,-0.713737,2.61973,2.52258
6.58,-0.105141,-0.0956699,3.07655,2.80346
6.59,0.105708,1.32193,3.31547,3.27255
6.6,-0.0230619,1.74136,3.36056,3.40753
6.61,-0.475527,2.78492,3.0614,3.10112
6.62,-0.868878,3.55075,2.46768,3.24267
6.63,-0.728848,4.56489,3.05289,2.50543
6.64,0.570199,4.20276,4.16007,2.73185
6.65,1.3839,2.81696,3.93275,2.60834
6.66,2.76562,2.67532,3.70749,2.17341
6.67,2.96642,2.42326,3.04655,1.20775
6.68,2.64361,2.1269,2.08214,0.00132403
6.69,2.14572,2.0069,0.918825,0.0719686
6.7,2.35016,1.10793,0.302949,-0.991008
6.71,2.28343,0.510636,-0.191076,-1.1806
6.72,1.73082,-0.16648,-1.35924,-0.822871
6.73,0.946996,-0.709968,-1.96225,-0.627854
6.74,-0.0933574,-1.74108,-2.28862,-0.768144
6.75,-0.78226,-1.76843,-1.84911,-0.899391
6.76,-1.05207,-1.98199,-2.09074,-0.851783
6.77,-1.49228,-1.75551,-2.08864,-1.21152
6.78,-1.86454,-1.21844,-1.96333,-1.45133
6.79,-1.00098,-1.02454,-1.46895,-1.51739
6.8,-0.506596,-1.21321,-0.993786,-1.37824
6.81,0.0445775,-1.19621,-0.535142,-1.23419
6.82,0.578575,-0.977577,-0.633393,-0.866567
6.83,1.15773,-0.737601,-0.986106,-0.444936
6.84,0.860208,-0.210267,-0.787026,-0.377858
6.85,0.564343,0.103668,-0.725861,-0.432411
6.86,0.501455,-0.0797948,-0.622155,-0.525528
6.87,0.0508945,-0.139097,-0.330662,-0.475831
6.88,-0.460879,0.290209,0.0262089,-0.249666
6.89,-0.484931,0.838394,0.395482,0.177237
6.9,-0.370685,1.09096,0.887307,0.480912
6.91,-0.151953,0.965371,1.2283,0.433763
6.92,-0.386144,0.77928,0.554061,0.675455
6.93,-0.879152,0.625077,0.505676,1.0783
6.94,-0.974856,0.646459,0.638036,1.21658
6.95,-0.979547,0.459593,0.746085,1.30864
6.96,-0.803153,0.186151,1.111,1.54022
6.97,-0.330731,-0.0801012,1.70866,1.33556
6.98,0.167757,-0.410073,2.12532,0.698043
6.99,0.257092,-0.48588,1.89255,0.0543479
7.0,0.814041,-0.350807,1.2458,-0.40936
7.01,1.0457,0.341913,0.453028,-0.143896
7.02,0.97764,0.664602,-1.79177,-0.492934
7.03,0.79448,0.8567,-2.84643,-0.398142
7.04,0.743303,0.290713,-1.52246,-1.70096
7.05,0.684149,-0.204981,-1.4551,-1.90003
7.06,0.57489,-1.1155,-0.717319,-2.30724
7.07,0.19922,-1.11126,-0.982972,-2.00677
7.08,-0.0257097,-1.21157,-1.7395,-1.61821
7.09,-0.166976,-0.464124,-1.53351,-1.50045
7.1,-0.0169757,-0.23639,-1.58632,-1.14338
7.11,-0.795586,-0.502296,-1.6538,-1.09107
7.12,-1.1746,-0.885701,-1.31004,-1.09775
7.13,-1.15511,-1.16165,-0.745541,-1.39862
7.14,-0.91467,-1.49426,-0.293698,-1.68363
7.15,-0.638249,-1.26571,-0.326541,-1.87097
7.16,-0.164615,-1.16797,-0.925205,-1.55145
7.17,-0.178296,-0.717663,-1.27438,-0.787867
7.18,-0.819519,-0.273335,-1.19237,0.0170915
7.19,-1.47923,-0.523895,-0.520464,0.431972
7.2,-1.43743,-0.895996,-0.286307,0.274469
7.21,-0.731126,-0.297408,-0.234208,0.0838214
7.22,-0.218615,-0.032232,0.31014,0.0638181
7.23,-0.200215,-0.286962,0.32669,0.552234
7.24,-0.454191,-0.304543,-0.135022,0.927698
7.25,-0.756304,-0.367168,-0.0366728,0.966979
7.26,-0.734755,0.088413,0.082228,1.22094
7.27,-0.787235,0.372952,0.292991,1.3708
7.28,-0.911066,0.394835,0.809183,1.5609
7.29,-0.837467,0.173225,0.80627,1.66665
7.3,-0.475786,0.0684688,0.95592,1.41624
7.31,-0.115428,0.00330515,1.35052,0.984502
7.32,0.340717,-0.265177,1.6757,1.28512
7.33,0.818603,-0.0708084,2.10956,2.03269
7.34,0.940149,0.601101,2.11821,2.1349
7.35,0.746344,1.07455,1.6274,2.2824
7.36,0.459469,1.72498,1.17464,2.17903
7.37,0.391823,2.09634,1.76805,1.699
7.38,0.459269,2.2037,1.90732,0.858358
7.39,0.519543,2.20946,1.57601,0.389077
7.4,0.906682,1.84409,1.10532,0.0211672
7.41,1.36742,1.58368,0.913148,-0.504376
7.42,2.02083,1.54032,0.666093,-1.14606
7.43,2.4827,1.42873,0.142635,-1.06377
7.44,2.38033,1.30317,-0.869463,-0.92696
7.45,1.62442,0.859449,-0.719428,-0.86062
7.46,1.04712,-0.520247,-0.673651,-0.55586
7.47,0.634329,-1.79226,-0.536222,-1.52511
7.48,0.180886,-1.73727,-0.322164,-2.12692
7.49,-0.790109,-1.70879,-1.10271,-1.69311
7.5,-1.60237,-1.06007,-1.94174,-1.26636
7.51,-1.29481,-0.609429,-2.45189,-1.24061
7.52,-1.32758,-1.10381,-2.43389,-1.39419
7.53,-1.34207,-1.67722,-2.39458,-1.38185
7.54,-1.41489,-2.25376,-2.22609,-1.64567
7.55,-1.21496,-2.26396,-1.81321,-1.69992
7.56,-0.954543,-2.29742,-1.6238,-1.49789
7.57,-0.184334,-2.16574,-1.53987,-1.43892
7.58,0.132646,-1.53678,-1.81563,-1.1955
7.59,-0.00222107,-0.986225,-2.02444,-0.810105
7.6,-0.472928,-0.616847,-1.65148,-0.347296
7.61,-1.17324,-0.477165,-0.961557,0.897434
7.62,-1.38796,-0.0379438,-0.0833121,1.61504
7.63,-0.940875,0.40828,1.43809,1.27985
7.64,-0.258241,0.808102,3.15466,1.16293
7.65,0.0796434,0.946383,3.4628,1.10663
7.66,-0.258636,1.24785,2.32133,1.93917
7.67,-0.42493,2.14675,1.39975,2.30403
7.68,-0.890473,2.45781,1.47532,2.44858
7.69,-0.45087,2.37882,1.84181,2.45079
7.7,0.1333,1.8857,2.21861,2.07067
7.71,0.555882,1.22242,2.4877,1.16615
7.72,0.668445,0.940014,2.29323,0.136652
7.73,1.29393,0.47105,1.8946,-0.153643
7.74,2.20435,0.554495,1.07712,-0.17685
7.75,2.23989,0.432233,-0.2109,-0.362936
7.76,1.77208,0.432732,-1.0739,-0.180063
7.77,0.921158,-0.195579,-1.67592,0.476794
7.78,0.125076,-1.0075,-1.59928,0.514546
7.79,-0.463015,-1.52862,-0.682889,-0.0885887
7.8,-0.592477,-1.44703,0.0603752,-0.916032
7.81,-0.609916,-1.01184,-0.0904426,-1.37347
7.82,-0.394009,-0.59915,-1.00296,-1.44241
7.83,-0.283392,-0.181007,-1.77618,-1.02803
7.84,-0.325841,0.218033,-2.13093,-1.04801
7.85,-0.226167,0.20443,-1.83263,-1.09538
7.86,0.121951,-0.378574,-0.845279,-1.3972
7.87,0.349279,-0.994984,0.0481878,-1.63361
7.88,0.324152,-0.993036,0.0439638,-1.69902
7.89,0.38945,-0.601749,-0.530109,-1.32006
7.9,0.696343,-0.0492782,-1.03309,-1.00345
7.91,0.564528,0.09484,-1.12879,-1.15926
7.92,-0.186614,0.0426579,-1.29208,-1.46006
7.93,-0.847515,-0.233738,-1.29218,-1.8234
7.94,-1.1364,-0.531476,-0.964711,-2.43936
7.95,-1.47842,-0.655616,-0.705569,-3.04079
7.96,-1.70643,-0.74979,-0.785097,-2.4835
7.97,-1.47325,-0.474458,-1.29637,-1.41398
7.98,-1.10679,-0.558943,-2.03254,-0.687326
7.99,-1.23768,-0.97659,-2.49791,0.550959
8.0,-1.222,-1.49678,-2.62095,2.32753
8.01,-1.14112,-2.08205,-2.07138,2.96834
8.02,-0.784293,-2.26967,-1.37301,1.98926
8.03,-0.9661,-1.97017,0.994674,0.525344
8.04,-0.649021,-1.12227,2.30425,0.958721
8.05,-0.031033,-0.694079,2.88546,1.33552
8.06,0.404456,-1.04153,2.33482,1.19851
8.07,1.05123,1.11393,0.878099,1.62506
8.08,1.20032,0.559244,0.60632,2.41896
8.09,1.13398,1.81157,1.87526,2.63766
8.1,0.820358,1.61941,2.18006,2.65338
8.11,-0.42313,2.00264,2.23798,2.43426
8.12,-0.598429,2.7552,2.36325,2.33321
8.13,-0.118133,2.81088,2.64363,1.41311
8.14,0.743283,2.82736,2.87119,-0.235695
8.15,1.72631,3.02842,2.38381,-0.991305
8.16,2.02203,2.51303,1.15306,-0.902757
8.17,1.61347,2.35545,-0.417818,-1.62758
8.18,1.39551,1.69483,0.139854,-1.83824
8.19,1.13334,0.151078,1.1065,-1.59862
8.2,1.02693,-1.40901,0.12216,-1.60461
8.21,0.547046,-1.39051,-0.530769,-1.27349
8.22,-0.0244071,-1.42518,-1.77394,-0.857665
8.23,-0.59017,-1.54247,-2.32158,-0.411046
8.24,-0.899396,-2.10884,-2.53274,0.272643
8.25,-0.36783,-2.19532,-2.12535,0.0809444
8.26,-0.789823,-1.69736,-1.97853,-1.18269
8.27,-1.23638,-1.53144,-2.20715,-0.778944
8.28,-2.09538,-1.31154,-1.99813,0.12031
8.29,-2.09725,-1.28444,-1.87119,0.101347
8.3,-0.921258,-1.34423,-1.43232,0.137917
8.31,0.41201,-0.769762,0.206305,0.359475
8.32,0.101215,-0.577113,0.877298,0.42311
8.33,-0.788042,-0.723287,0.876616,0.883731
8.34,-0.170165,0.618242,0.571873,0.712785
8.35,0.712918,1.66491,0.767591,0.602755
8.36,1.30549,1.53962,0.839538,0.234268
8.37,0.590042,1.54697,1.40624,0.491847
8.38,-0.0269528,1.42029,2.13614,1.03924
8.39,-0.273081,1.0743,2.44457,1.28792
8.4,-0.160124,1.23431,2.58611,1.39098
8.41,-0.0148309,1.71407,2.34945,1.10787
8.42,0.0103769,1.66448,1.98002,0.858959
8.43,-0.123761,1.56196,1.31821,0.940505
8.44,-0.0914664,1.29683,0.444732,0.935366
8.45,0.136116,0.929092,-0.18486,0.817169
8.46,0.373556,0.250492,-0.0966303,0.381702
8.47,0.797695,-0.580706,0.0933567,-0.0192665
8.48,1.3573,-0.978843,-0.210366,-0.06234
8.49,1.66503,-0.688251,-0.74064,-0.288908
8.5,1.46246,-0.738999,-1.09293,-0.756097
8.51,0.980961,-1.226,-1.38779,-1.35312
8.52,0.313959,-1.41495,-1.5864,-1.05351
8.53,-0.122376,-1.41563,-1.53142,-0.580869
8.54,-0.570882,-1.08861,-1.37267,-0.0993881
8.55,-0.59319,-0.603793,-1.13304,0.240161
8.56,-0.290065,0.0811551,-0.363605,0.322407
8.57,-0.045546,0.526927,0.53519,0.0636279
8.58,-0.132754,0.86473,0.959154,-0.454183
8.59,-0.0529989,1.27233,1.09088,-0.753012
8.6,0.116031,1.74942,1.22886,-0.615729
8.61,0.159789,1.74604,0.899443,-0.718112
8.62,0.153918,1.22432,0.552448,-0.532356
8.63,0.203793,0.447243,0.171138,-0.46026
8.64,0.137049,-0.0455754,-0.146772,-0.0400935
8.65,0.205209,-0.1102,-0.118585,0.517532
8.66,0.522964,-0.420346,7.97387e-05,1.01914
8.67,0.602811,-0.733962,0.066981,1.06441
8.68,0.364464,-0.802972,0.267588,0.209135
8.69,-0.298805,-0.501111,0.462724,-0.562126
8.7,-1.20277,-0.348545,0.608353,0.235514
8.71,-1.80233,-0.348423,-0.19761,1.01401
8.72,-1.80251,-0.18572,-1.39575,1.34074
8.73,-1.32406,-0.240076,-1.46594,1.26109
8.74,-0.50337,-0.960691,-0.557345,0.982673
8.75,0.339195,-1.62853,0.225572,0.667064
8.76,0.603307,-1.06882,0.510812,0.522629
8.77,0.535178,0.0960884,0.342307,-0.107582
8.78,0.615453,0.691343,0.228465,-0.419908
8.79,0.853648,0.778415,0.408184,-0.730193
8.8,0.987203,0.81057,0.722722,-0.278374
8.81,0.755647,0.797857,0.540985,0.436171
8.82,0.531279,0.641168,0.29568,1.0985
8.83,0.637058,0.632546,0.742035,1.23981
8.84,0.982794,1.10577,1.10452,0.956847
8.85,0.906061,1.69308,0.982952,0.493907
8.86,0.652856,1.71043,1.14818,-0.392156
8.87,0.280569,1.36771,1.24985,-1.80938
8.88,-0.0893226,1.23891,1.39744,-1.22132
8.89,-0.103869,1.41,0.346614,-1.04725
8.9,0.146568,1.36859,-2.1741,-1.62189
8.91,0.517063,0.932605,-2.16306,-1.15729
8.92,0.786247,-0.71117,0.135476,-0.169481
8.93,0.588696,-2.58754,0.23239,0.896546
8.94,0.704288,-3.22135,0.772338,0.531467
8.95,0.20499,-2.19093,0.00598921,0.393177
8.96,-1.10564,-1.53324,-0.562872,0.119777
8.97,-1.27316,-0.0110831,-0.660384,0.200902
8.98,-0.990942,0.871838,-0.766325,0.340063
8.99,-1.14802,-0.170942,-1.18689,0.897147
9.0,-1.54213,-0.3616,-1.10882,1.71439
9.01,-1.34262,-0.609005,-0.545232,1.77999
9.02,-0.18731,-0.575826,0.314431,1.24067
9.03,0.126379,-0.128579,0.750642,0.347013
9.04,1.20328,0.570715,1.08687,-0.241302
9.05,0.988226,0.963298,0.83891,-0.358013
9.06,0.630946,0.625791,0.728408,0.113786
9.07,0.222218,0.515271,1.0068,0.211317
9.08,0.163564,0.613531,1.06444,0.0799744
9.09,0.603516,0.776997,0.604076,0.545119
9.1,0.690568,0.80559,0.884948,0.726331
9.11,0.200222,0.967811,1.13744,-0.0801853
9.12,0.353108,1.58216,0.74042,-1.11161
9.13,0.72794,1.65714,-0.377295,-0.237654
9.14,0.422898,1.58587,-0.938022,-1.2501
9.15,0.0413688,0.883479,0.128132,-1.97569
9.16,0.388964,-0.104177,-0.00369007,-0.93603
9.17,0.242419,-0.939845,-0.688013,-0.120656
9.18,-0.118938,-2.17093,-0.764181,0.800941
9.19,-0.0272686,-2.23108,-0.649168,0.744714
9.2,0.245719,-1.10031,-0.49498,0.334779
9.21,0.455966,-1.38954,-0.249909,-0.358303
9.22,-0.625095,-0.969883,-0.762345,-0.794806
9.23,-0.76899,-0.387209,-1.3363,-1.12158
9.24,-0.209122,0.649187,-0.895601,-1.01155
9.25,0.0154017,1.12172,-0.470354,-0.937096
9.26,0.401205,0.638917,-0.34307,-0.934948
9.27,0.247388,-0.371225,-0.738285,-0.520658
9.28,0.0958813,-1.102,-1.36311,-0.29349
9.29,0.0642005,-1.34151,-0.912127,-0.215043
9.3,0.0514829,-0.907404,-0.406135,0.00566266
9.31,-0.180619,-0.451844,0.232709,-0.279493
9.32,-0.874095,0.527391,0.709141,-0.946712
9.33,-0.82605,1.05323,0.934461,-1.13958
9.34,-0.937777,0.711623,0.554771,-0.561361
9.35,-1.09992,0.264833,0.540159,0.363997
9.36,-0.895487,-0.117532,0.235136,1.22038
9.37,-0.509779,-0.250989,-0.0454659,1.95631
9.38,-0.23083,-0.295156,0.204248,2.01611
9.39,0.00921366,-0.545497,0.372904,1.28776
9.4,-0.180942,-0.635527,0.515998,1.01314
9.41,-0.253165,-0.468733,0.57263,0.49076
9.42,-0.303776,0.0195872,0.507886,-0.228015
9.43,-0.279063,0.729684,0.0955535,-0.537427
9.44,0.174616,1.03804,-0.533508,-0.733381
9.45,0.889172,0.865975,-0.858544,-0.540611
9.46,1.12823,0.434164,-0.507546,-0.139293
9.47,0.780589,-0.335053,-0.16856,-0.190321
9.48,0.603466,-0.971939,0.0682009,-0.100663
9.49,0.942961,-0.48444,0.246639,-0.0520321
9.5,0.839486,0.00618806,0.123629,-0.401148
9.51,0.0655502,0.0283166,-0.107225,-0.669861
9.52,-0.735857,-0.0788695,-0.28164,-0.562871
9.53,-0.927366,-0.413946,-0.386462,-0.187777
9.54,-0.909068,-0.321667,-0.275956,-0.0929233
9.55,-0.936742,-0.0589328,-0.194401,-0.266564
9.56,-0.663208,0.232224,-0.146657,-0.714244
9.57,-0.331623,0.363789,0.0122136,-1.01682
9.58,0.306875,0.310133,0.0686637,-0.902041
9.59,0.724838,0.0308723,0.0411257,-0.359015
9.6,0.877826,-0.179066,-0.125289,0.336804
9.61,0.852519,-0.527709,-0.361795,0.747891
9.62,0.719916,-0.471965,-0.484802,0.854202
9.63,0.439916,-0.154964,-0.405538,0.947438
9.64,0.0607867,0.201917,-0.0722169,0.929631
9.65,-0.309527,0.330575,0.511314,0.479096
9.66,-0.684607,0.601517,0.92264,-0.307706
9.67,-0.706253,0.781244,0.799458,-0.759124
9.68,-0.486106,0.70847,0.420073,-0.525624
9.69,-0.490033,0.312464,-0.0358309,-0.212991
9.7,-0.77801,-0.258069,-0.355776,-0.18002
9.71,-0.94947,-0.814125,-0.436529,-0.374617
9.72,-0.929148,-1.06119,-0.550471,-0.287463
9.73,-0.584231,-1.13368,-0.90179,-0.220998
9.74,-0.152969,-1.04608,-0.878491,-0.191447
9.75,0.172178,-0.960266,-0.587685,-0.192842
9.76,0.347616,-0.866917,-0.294033,-0.616877
9.77,0.346882,-0.730283,-0.0378679,-1.04676
9.78,0.22971,-0.704912,-0.148032,-1.25556
9.79,-0.0542726,-0.552768,-0.530192,-0.715253
9.8,-0.0972692,-0.311553,-0.982782,0.0913065
9.81,-0.192046,-0.174993,-1.23436,0.409572
9.82,-0.284751,0.112454,-1.37108,0.422527
9.83,-0.17226,0.403765,-1.09792,0.237757
9.84,-0.13677,0.760271,-0.337329,-0.161271
9.85,0.0560511,0.795929,0.29619,-0.568351
9.86,0.540282,0.630125,0.555923,-0.885311
9.87,0.784544,0.567058,0.890484,-0.911637
9.88,0.612813,0.51315,1.01547,-0.599467
9.89,0.357071,0.425248,1.0457,0.326436
9.9,0.0383211,0.345629,0.935104,1.45578
9.91,-0.345967,0.0647289,1.07957,2.11299
9.92,-0.617941,-0.0647341,1.07699,2.27317
9.93,-0.686793,-0.156688,1.62476,2.33615
9.94,-0.757091,-0.166075,1.85224,1.77001
9.95,-0.744563,0.0911808,1.65365,1.10811
9.96,-0.693502,0.873956,1.14311,0.574922
9.97,-0.470567,1.30476,0.461284,0.536975
9.98,-0.0216813,1.27533,-0.00450951,0.385235
9.99,0.662563,1.08301,-0.0773675,0.414234
10.0,1.08775,0.713574,-0.12672,0.505973
10.01,1.0427,0.0589375,-0.128463,0.768519
10.02,1.21247,-0.185924,-0.0082474,0.641778
10.03,1.52136,-0.317384,0.218933,0.0283098
10.04,1.65668,-0.287796,0.380856,-0.596211
10.05,1.51018,-0.249772,0.0822628,-1.03218
10.06,0.79032,-0.188205,-0.596456,-1.12217
10.07,-0.540341,-0.1791,-1.08581,-1.20449
10.08,-1.26073,-0.148574,-1.28151,-1.38153
10.09,-1.28681,-0.274999,-1.12377,-1.50576
10.1,-1.0686,-0.478711,-1.08574,-1.27702
10.11,-0.817714,-0.728739,-1.179,-0.816705
10.12,-0.479995,-0.860352,-0.970662,-0.652507
10.13,-0.272688,-0.737487,-0.711671,-0.577812
10.14,0.0147843,-0.783056,-0.624807,-0.447991
10.15,0.210101,-0.704262,-0.505276,-0.285432
10.16,0.292131,-0.460928,-0.236827,-0.112521
10.17,0.109663,-0.124163,0.0399292,-0.0592134
10.18,0.0574538,0.153089,0.321238,0.118815
10.19,0.318255,0.41697,0.314784,0.17173
10.2,0.537015,0.758142,0.280095,0.431451
10.21,0.601015,1.06003,0.339834,0.704977
10.22,0.7513,1.06577,0.359997,0.783321
10.23,0.523967,0.821135,0.626807,0.920798
10.24,0.200271,0.488006,1.0026,0.853909
10.25,-0.156085,0.282257,1.40165,0.523647
10.26,-0.569842,0.135649,1.61083,0.0284112
10.27,-1.01537,0.224554,1.22665,-0.111204
10.28,-1.04302,0.656598,0.181653,0.0225471
10.29,-0.691951,0.845318,-0.502155,0.187929
10.3,-0.266789,0.408611,-0.360844,0.275209
10.31,-0.000210193,-0.67406,0.0358176,-0.0596941
10.32,0.19151,-1.58076,0.0988132,-0.122893
10.33,0.249027,-1.91229,0.153349,-0.146942
10.34,0.185553,-1.64228,-0.424685,-0.0362596
10.35,0.111525,-1.25664,-1.04576,-0.0353418
10.36,0.0712919,-0.883009,-1.48698,0.333386
10.37,-0.224851,-0.240656,-1.42443,0.415589
10.38,-0.599922,0.501561,-1.09947,-0.0175969
10.39,-0.576743,0.82796,-0.633988,-0.315346
10.4,-0.385398,0.743961,-0.0595444,-0.406117
10.41,0.216626,0.806119,0.326582,-0.661726
10.42,0.83426,0.892847,0.35984,-0.672346
10.43,0.954126,0.738874,0.377389,-0.21084
10.44,0.878255,0.531702,0.567349,0.459463
10.45,0.571563,0.270725,0.798736,0.779926
10.46,0.40686,0.0594153,0.973871,0.528362
10.47,0.136904,0.261403,1.1026,0.117012
10.48,-0.0692795,0.65724,1.04766,-0.26325
10.49,-0.32032,0.896019,0.778553,-0.262524
10.5,-0.337524,0.745718,0.32992,-0.0581512
10.51,-0.175451,0.182787,0.0220036,0.352241
10.52,-0.0839554,-0.376612,0.215658,0.596955
10.53,-0.027451,-0.761794,0.556212,0.797927
10.54,-0.230146,-0.834462,0.597502,0.961807
10.55,-0.47375,-0.595423,0.124725,1.26393
10.56,-0.559985,-0.212464,-0.476897,1.59676
10.57,-0.226614,0.200773,-0.765366,1.29176
10.58,0.303799,0.251602,-0.435616,0.694794
10.59,0.838651,0.240162,0.331013,0.134664
10.6,1.26693,0.137363,0.730388,-0.256224
10.61,1.30418,0.145052,0.769108,-0.564335
10.62,1.20082,0.46708,0.606521,-1.09409
10.63,0.850463,0.747078,0.186809,-1.13289
10.64,0.401133,0.947548,-0.679007,-0.679989
10.65,-0.11603,0.814793,-1.22449,-0.198693
10.66,-0.46016,0.358973,-0.798879,-0.226564
10.67,-0.485215,-0.196421,-0.318797,-0.503168
10.68,-0.386456,-0.471001,0.0577599,-0.919974
10.69,-0.266615,-0.2012,0.344134,-1.14894
10.7,-0.36406,-0.191011,0.29702,-1.07265
10.71,-0.540137,-0.230251,-0.160645,-0.780057
10.72,-0.551665,-0.370768,-0.70103,-0.433103
10.73,-0.493949,-0.656019,-0.821173,-0.00863428
10.74,-0.550607,-0.699668,-0.592588,0.297853
10.75,-0.402995,-0.668252,-0.212749,0.34888
10.76,-0.0546992,-0.665024,-0.0643516,0.243807
10.77,0.504029,-0.580408,-0.360737,-0.118453
10.78,0.805673,-0.444208,-0.885456,-0.49846
10.79,0.69702,-0.155697,-1.16859,-0.710964
10.8,0.509275,-0.0480131,-1.07642,-0.963883
