dts,Node_264,Node_449,Node_909
6.87,0.363122,0.211568,0.0600857
6.88,0.362867,0.211661,0.0599089
6.89,0.362529,0.211597,0.0595998
6.9,0.362045,0.211378,0.0591667
6.91,0.361483,0.211026,0.0586308
6.92,0.361017,0.210556,0.0580039
6.93,0.36074,0.209974,0.0572719
6.94,0.360628,0.209299,0.0564476
6.95,0.360644,0.20855,0.0555635
6.96,0.36079,0.20774,0.0545631
6.97,0.361024,0.206873,0.0533461
6.98,0.361302,0.205946,0.0519806
6.99,0.361575,0.204934,0.0506149
7.0,0.361835,0.203834,0.0492951
7.01,0.362138,0.202649,0.0480508
7.02,0.362513,0.201411,0.0469395
7.03,0.362974,0.200271,0.045991
7.04,0.363513,0.199244,0.0452114
7.05,0.364143,0.198364,0.0445793
7.06,0.364847,0.197632,0.0440744
7.07,0.365602,0.197026,0.0436868
7.08,0.366421,0.196511,0.0434077
7.09,0.367294,0.196088,0.043242
7.1,0.368181,0.195751,0.0431592
7.11,0.369054,0.195492,0.0431546
7.12,0.369884,0.195292,0.0432559
7.13,0.370632,0.195144,0.0434292
7.14,0.371297,0.195069,0.0436566
7.15,0.371912,0.195038,0.0439734
7.16,0.372514,0.195025,0.0443951
7.17,0.373125,0.195021,0.0449007
7.18,0.373752,0.19502,0.0454845
7.19,0.374392,0.195014,0.0461235
7.2,0.375045,0.194998,0.0467736
7.21,0.375703,0.194985,0.0474353
7.22,0.376355,0.194993,0.0481283
7.23,0.376983,0.195013,0.0488576
7.24,0.377555,0.19503,0.0496003
7.25,0.37801,0.195029,0.0503265
7.26,0.378308,0.194986,0.051011
7.27,0.378523,0.194885,0.0516205
7.28,0.378786,0.194723,0.0521399
7.29,0.379181,0.194505,0.0525537
7.3,0.379683,0.194251,0.0528469
7.31,0.380245,0.193996,0.0530335
7.32,0.380848,0.193764,0.053132
7.33,0.381495,0.193575,0.0531559
7.34,0.382198,0.193445,0.0531121
7.35,0.382959,0.193375,0.0529976
7.36,0.383788,0.193365,0.0528241
7.37,0.384704,0.193431,0.0526359
7.38,0.3857,0.193578,0.0524648
7.39,0.386674,0.193817,0.0523096
7.4,0.38746,0.194155,0.0521604
7.41,0.387996,0.19457,0.0520097
7.42,0.388402,0.194987,0.0518304
7.43,0.388774,0.195341,0.05158
7.44,0.389096,0.19563,0.0512376
7.45,0.389354,0.195868,0.0508041
7.46,0.389567,0.196055,0.0502818
7.47,0.389721,0.196172,0.0496656
7.48,0.38983,0.196201,0.0489386
7.49,0.38993,0.196142,0.0480997
7.5,0.390047,0.196003,0.0471615
7.51,0.390175,0.19579,0.0461327
7.52,0.39028,0.195507,0.0450001
7.53,0.390339,0.195163,0.0437525
7.54,0.390369,0.194787,0.0424314
7.55,0.390373,0.194391,0.0410778
7.56,0.390341,0.193967,0.0397048
7.57,0.390286,0.193505,0.0383074
7.58,0.390201,0.192988,0.0368669
7.59,0.390046,0.192407,0.0353816
7.6,0.389812,0.191751,0.0338743
7.61,0.389522,0.191,0.032372
7.62,0.389215,0.190143,0.0308795
7.63,0.388864,0.189177,0.0293868
7.64,0.388358,0.188105,0.0278996
7.65,0.387724,0.186932,0.026437
7.66,0.387129,0.185674,0.0250227
7.67,0.386658,0.184347,0.0236642
7.68,0.386324,0.182984,0.0223634
7.69,0.386081,0.181622,0.0211305
7.7,0.385911,0.180278,0.0199666
7.71,0.38583,0.17896,0.0188667
7.72,0.385803,0.177671,0.0178181
7.73,0.385832,0.17642,0.016807
7.74,0.385913,0.17522,0.0158404
7.75,0.38607,0.174095,0.0149429
7.76,0.38629,0.173068,0.0141308
7.77,0.386528,0.172156,0.0134141
7.78,0.386772,0.171378,0.0128102
7.79,0.387067,0.170749,0.0123376
7.8,0.387478,0.170264,0.0120008
7.81,0.388023,0.169912,0.0117946
7.82,0.388705,0.169677,0.0117177
7.83,0.389524,0.169542,0.0117699
7.84,0.390451,0.169512,0.0119477
7.85,0.391426,0.169623,0.0122516
7.86,0.392435,0.169904,0.0127234
7.87,0.393483,0.17033,0.0133274
7.88,0.394586,0.170836,0.0139792
7.89,0.39577,0.171371,0.0147022
7.9,0.396981,0.171954,0.0155256
7.91,0.398096,0.172623,0.0164224
7.92,0.39901,0.173364,0.0173402
7.93,0.399675,0.174129,0.0182375
7.94,0.400099,0.17486,0.0191143
7.95,0.400332,0.175514,0.0199675
7.96,0.400428,0.176077,0.0207811
7.97,0.400438,0.176549,0.0215362
7.98,0.400394,0.176941,0.0222259
7.99,0.400389,0.177269,0.0228552
8.0,0.400481,0.177537,0.0234053
8.0125,0.400696,0.177771,0.0239399
8.025,0.400922,0.177857,0.0242693
8.0375,0.401156,0.177702,0.0243772
8.05,0.401414,0.177388,0.0242861
8.0625,0.401686,0.177128,0.0241087
8.075,0.401983,0.176997,0.0239217
8.0875,0.402218,0.177025,0.0237324
8.1,0.402374,0.177184,0.0235481
8.1125,0.40248,0.17746,0.0233909
8.125,0.402493,0.177823,0.0232477
8.1375,0.402424,0.178239,0.0231036
8.15,0.402335,0.178726,0.0229395
8.1625,0.402274,0.179292,0.0227041
8.175,0.402262,0.179869,0.0223425
8.1875,0.402287,0.18039,0.0218738
8.2,0.402333,0.180811,0.0213707
8.2125,0.402291,0.18113,0.0209058
8.225,0.402131,0.181362,0.0205061
8.2375,0.401915,0.181534,0.0201527
8.25,0.401702,0.181636,0.0198175
8.2625,0.401517,0.181632,0.0195104
8.275,0.401349,0.181512,0.0192604
8.2875,0.401142,0.181315,0.019093
8.3,0.400889,0.18109,0.0189897
8.3125,0.400558,0.180847,0.0188616
8.325,0.400138,0.180571,0.0186273
8.3375,0.399663,0.180243,0.0182472
8.35,0.399156,0.179794,0.0176695
8.3625,0.398589,0.179153,0.0168881
8.375,0.397866,0.178299,0.0158835
8.3875,0.397068,0.177246,0.0146776
8.4,0.396257,0.176032,0.0132536
8.4125,0.395379,0.174686,0.011733
8.425,0.394439,0.173188,0.0102366
8.4375,0.393552,0.171506,0.00879934
8.45,0.392905,0.16966,0.00743558
8.4625,0.392575,0.167641,0.00614081
8.475,0.392388,0.165567,0.00492077
8.4875,0.39217,0.163528,0.00380356
8.5,0.391967,0.161582,0.00281608
8.5125,0.391893,0.159797,0.00198279
8.525,0.391981,0.158224,0.00130358
8.5375,0.392209,0.156865,0.000819144
8.55,0.392539,0.155713,0.000582894
8.5625,0.392931,0.154792,0.000547842
8.575,0.393308,0.154166,0.000574994
8.5875,0.393576,0.153753,0.000610218
8.6,0.393729,0.153367,0.000613155
8.6125,0.393816,0.152993,0.000557345
8.625,0.393852,0.152664,0.000435395
8.6375,0.393852,0.152295,0.000247156
8.65,0.393811,0.151812,-2.68543e-05
8.6625,0.393747,0.151219,-0.000401277
8.675,0.393595,0.150528,-0.00089554
8.6875,0.393247,0.149734,-0.00153178
8.7,0.392719,0.148809,-0.00227386
8.7125,0.392183,0.147749,-0.0030311
8.725,0.391691,0.146648,-0.00373874
8.7375,0.39129,0.145596,-0.00438748
8.75,0.391087,0.144611,-0.00501213
8.7625,0.390993,0.143671,-0.00569264
8.775,0.390892,0.142723,-0.00650212
8.7875,0.390829,0.141712,-0.00744454
8.8,0.390807,0.140642,-0.00847119
8.8125,0.390766,0.139564,-0.00951329
8.825,0.39072,0.13856,-0.0105267
8.8375,0.390704,0.137684,-0.0115259
8.85,0.390737,0.136938,-0.0125346
8.8625,0.390786,0.136293,-0.0135662
8.875,0.390846,0.135743,-0.0146183
8.8875,0.390986,0.135277,-0.0156592
8.9,0.391238,0.134849,-0.0166456
8.9125,0.391572,0.134419,-0.0175584
8.925,0.391983,0.133998,-0.0184024
8.9375,0.392509,0.133621,-0.0191896
8.95,0.39314,0.133271,-0.019946
8.9625,0.3938,0.132913,-0.0206513
8.975,0.394464,0.132558,-0.0212554
8.9875,0.395107,0.132254,-0.0217195
9.0,0.395739,0.132039,-0.0220044
9.0125,0.396406,0.131955,-0.0220989
9.025,0.39711,0.132027,-0.0220072
9.0375,0.397803,0.132236,-0.0217529
9.05,0.398445,0.132575,-0.0214523
9.0625,0.399077,0.133017,-0.0211522
9.075,0.399712,0.13351,-0.0208594
9.0875,0.400357,0.134029,-0.0205484
9.1,0.400994,0.134561,-0.0201741
9.1125,0.401545,0.135122,-0.0197154
9.125,0.402021,0.135733,-0.019173
9.1375,0.402449,0.136398,-0.0185612
9.15,0.402883,0.137103,-0.0178963
9.1625,0.403447,0.137874,-0.0172001
9.175,0.404185,0.138735,-0.0164975
9.1875,0.404951,0.139673,-0.0157823
9.2,0.405642,0.140666,-0.015063
9.2125,0.40631,0.141684,-0.0143554
9.225,0.40695,0.142719,-0.0136706
9.2375,0.407565,0.143781,-0.0130088
9.25,0.408172,0.144889,-0.0123736
9.2625,0.408781,0.146086,-0.011734
9.275,0.409391,0.147408,-0.0110445
9.2875,0.410003,0.148885,-0.0102999
9.3,0.410635,0.150418,-0.00953058
9.3125,0.41133,0.151844,-0.00877838
9.325,0.412094,0.153148,-0.00805123
9.3375,0.412935,0.154336,-0.0073077
9.35,0.413873,0.155432,-0.00651354
9.3625,0.414884,0.156487,-0.00564289
9.375,0.415959,0.15759,-0.00467822
9.3875,0.417115,0.1588,-0.00360887
9.4,0.418351,0.160116,-0.00245128
9.4125,0.419649,0.1615,-0.00122517
9.425,0.421004,0.162951,5.89061e-05
9.4375,0.422403,0.164498,0.00137801
9.45,0.423762,0.166149,0.00271159
9.4625,0.424971,0.167885,0.00406227
9.475,0.425995,0.169668,0.00543814
9.4875,0.426912,0.171457,0.00682926
9.5,0.427782,0.17321,0.0082039
9.5125,0.428637,0.174903,0.00953172
9.525,0.429512,0.176528,0.0107986
9.5375,0.430392,0.178075,0.0120325
9.55,0.431286,0.17954,0.013267
9.5625,0.432195,0.180908,0.0144998
9.575,0.433098,0.18218,0.0157246
9.5875,0.43399,0.183359,0.0169532
9.6,0.434851,0.184444,0.0182042
9.6125,0.435683,0.185454,0.0194997
9.625,0.436525,0.186434,0.0208612
9.6375,0.437387,0.187404,0.0222856
9.65,0.438243,0.188349,0.0237145
9.6625,0.439078,0.189241,0.0250804
9.675,0.439856,0.190053,0.0263486
9.6875,0.440564,0.190767,0.0275174
9.7,0.441209,0.191377,0.0285767
9.7125,0.441804,0.191878,0.0295106
9.725,0.442381,0.192267,0.0303246
9.7375,0.442939,0.192545,0.0310457
9.75,0.443515,0.19271,0.0317249
9.7625,0.444068,0.192768,0.0323702
9.775,0.444529,0.192724,0.0329679
9.7875,0.444921,0.192594,0.0335209
9.8,0.445287,0.192372,0.0340796
9.8125,0.445631,0.192078,0.0346815
9.825,0.445949,0.191803,0.035315
9.8375,0.446256,0.191581,0.0359556
9.85,0.446511,0.191396,0.0365565
9.8625,0.446665,0.191223,0.0370386
9.875,0.446701,0.19103,0.0373692
9.8875,0.446688,0.190768,0.0375601
9.9,0.446676,0.190402,0.0376406
9.9125,0.446666,0.189909,0.0376419
9.925,0.446653,0.189299,0.0375983
9.9375,0.446634,0.188606,0.0375344
9.95,0.4466,0.18787,0.0374266
9.9625,0.446541,0.187118,0.0372525
9.975,0.446472,0.186363,0.0370259
9.9875,0.446417,0.185607,0.0367242
10.0,0.446367,0.184855,0.0363329
10.0125,0.446289,0.184111,0.035864
10.025,0.446184,0.183364,0.0353228
10.0375,0.446061,0.182597,0.0347268
10.05,0.445901,0.181804,0.0340794
10.0625,0.4457,0.181002,0.033363
10.075,0.445455,0.180208,0.0325813
10.0875,0.44516,0.179434,0.0317446
10.1,0.444856,0.178695,0.0308546
10.1125,0.444514,0.177978,0.0299148
10.125,0.44409,0.177249,0.0289094
10.1375,0.443588,0.176462,0.0278037
10.15,0.443065,0.175584,0.026564
10.1625,0.442554,0.174609,0.0251848
10.175,0.442005,0.173534,0.0236946
10.1875,0.441358,0.172357,0.022151
10.2,0.440628,0.171076,0.0205978
10.2125,0.43985,0.169718,0.0190551
10.225,0.439112,0.168336,0.0175232
10.2375,0.438501,0.166964,0.0159885
10.25,0.438047,0.165592,0.0144345
10.2625,0.437677,0.164208,0.012863
10.275,0.437397,0.162832,0.011286
10.2875,0.437244,0.161494,0.00971811
10.3,0.437156,0.160207,0.00815732
10.3125,0.437146,0.158973,0.00660424
10.325,0.43724,0.157813,0.0050984
10.3375,0.437399,0.156736,0.0037008
10.35,0.437551,0.155773,0.00245896
10.3625,0.437699,0.154961,0.00138579
10.375,0.437826,0.154327,0.000486346
10.3875,0.437927,0.153897,-0.000242756
10.4,0.438,0.153663,-0.000814692
10.4125,0.437981,0.153583,-0.00125048
10.425,0.437935,0.153596,-0.00157014
10.4375,0.437907,0.153637,-0.00179111
10.45,0.437882,0.153684,-0.00193682
10.4625,0.437878,0.153742,-0.00201782
10.475,0.437954,0.153802,-0.00204827
10.4875,0.438067,0.153856,-0.0020601
10.5,0.438211,0.153905,-0.00209693
10.5125,0.438445,0.153949,-0.0021899
10.525,0.438721,0.153988,-0.00234472
10.5375,0.438978,0.15402,-0.00253674
10.55,0.439225,0.154071,-0.00274372
10.5625,0.439519,0.15418,-0.00295561
10.575,0.439852,0.154378,-0.00316759
10.5875,0.440212,0.154684,-0.00337005
10.6,0.440573,0.155094,-0.00354409
10.6125,0.440926,0.155582,-0.00365795
10.625,0.44125,0.15615,-0.00369963
10.6375,0.441548,0.156815,-0.00366448
10.65,0.441843,0.157563,-0.00355467
10.6625,0.442135,0.158375,-0.00334855
10.675,0.442443,0.159243,-0.00298664
10.6875,0.442757,0.160185,-0.00247245
10.7,0.443082,0.161166,-0.0019088
10.7125,0.443392,0.162109,-0.00137756
10.725,0.443697,0.16298,-0.000897837
10.7375,0.444045,0.163776,-0.000463942
10.75,0.444442,0.164499,-7.03791e-05
10.7625,0.444884,0.165167,0.000290159
10.775,0.445366,0.165819,0.000617538
10.7875,0.445879,0.166476,0.000914591
10.8,0.446417,0.167133,0.00120255
10.8125,0.446983,0.167778,0.0015141
10.825,0.447592,0.168417,0.00188918
10.8375,0.44826,0.169075,0.00233685
10.85,0.448989,0.169774,0.00285502
10.8625,0.449806,0.170521,0.00344299
10.875,0.450671,0.171315,0.00411092
10.8875,0.451558,0.172148,0.0048633
10.9,0.452494,0.172991,0.00567847
10.9125,0.453504,0.173822,0.00652905
10.925,0.454616,0.174652,0.00742108
10.9375,0.455835,0.175523,0.00839762
10.95,0.457096,0.176471,0.00949918
10.9625,0.458358,0.177493,0.0107404
10.975,0.459594,0.178586,0.0121172
10.9875,0.460789,0.179744,0.0135995
11.0,0.461959,0.180972,0.0151501
11.0125,0.463102,0.182285,0.0167921
11.025,0.464185,0.183673,0.0185561
11.0375,0.465185,0.185073,0.0203886
11.05,0.466107,0.186434,0.0222157
11.0625,0.466977,0.18773,0.024019
11.075,0.467841,0.188973,0.0257889
11.0875,0.468684,0.190181,0.0275278
11.1,0.469518,0.191349,0.0292486
11.1125,0.470322,0.192479,0.0309653
11.125,0.471079,0.193582,0.0326785
11.1375,0.471801,0.194668,0.034392
11.15,0.472509,0.195752,0.0361107
11.1625,0.473235,0.196854,0.0378333
11.175,0.473948,0.197973,0.0395179
11.1875,0.47462,0.199077,0.0411006
11.2,0.475256,0.200131,0.0425436
11.2125,0.47581,0.201107,0.0437997
11.225,0.476263,0.201989,0.044873
11.2375,0.47664,0.202759,0.0457659
11.25,0.476954,0.203387,0.0464715
11.2625,0.477231,0.20383,0.0469995
11.275,0.477466,0.204064,0.0473523
11.2875,0.477636,0.204083,0.0475313
11.3,0.477724,0.20387,0.0475525
11.3125,0.477744,0.203434,0.0473947
11.325,0.477717,0.2028,0.0470821
11.3375,0.477685,0.201996,0.0466711
11.35,0.477673,0.201097,0.0462137
11.3625,0.477668,0.200207,0.0457147
11.375,0.477637,0.199334,0.0451903
11.3875,0.477561,0.198471,0.0446647
11.4,0.477449,0.197605,0.0440811
11.4125,0.477287,0.196716,0.0434006
11.425,0.47709,0.19579,0.042657
11.4375,0.47688,0.194833,0.041898
11.45,0.476648,0.193853,0.0411626
11.4625,0.476381,0.192866,0.0404577
11.475,0.476077,0.191886,0.0397848
11.4875,0.475762,0.190896,0.0391159
11.5,0.475459,0.189842,0.0383908
11.5125,0.475179,0.188692,0.0375797
11.525,0.474911,0.187438,0.0367038
11.5375,0.474626,0.186096,0.0358035
11.55,0.4743,0.184709,0.0349134
11.5625,0.473937,0.183308,0.0340423
11.575,0.473552,0.181918,0.0331906
11.5875,0.473128,0.180557,0.0323631
11.6,0.472583,0.179251,0.0315549
11.6125,0.471829,0.178009,0.030734
11.625,0.470928,0.176805,0.0298713
11.6375,0.470064,0.1756,0.0289485
11.65,0.469369,0.174363,0.0279491
11.6625,0.46882,0.173098,0.026879
11.675,0.46836,0.171831,0.0257672
11.6875,0.467964,0.170591,0.0246313
11.7,0.467549,0.169397,0.0234745
11.7125,0.46708,0.168253,0.0222986
11.725,0.466597,0.167148,0.0211279
11.7375,0.466172,0.16608,0.0200065
11.75,0.465881,0.165063,0.0189303
11.7625,0.465758,0.164124,0.0179069
11.775,0.465799,0.163283,0.0169559
11.7875,0.465945,0.162542,0.016067
11.8,0.466147,0.161885,0.0152264
11.8125,0.466437,0.161309,0.014424
11.825,0.466827,0.160817,0.0136664
11.8375,0.467266,0.160409,0.0129417
11.85,0.467707,0.160085,0.0122319
11.8625,0.468161,0.159854,0.0115483
11.875,0.468701,0.159718,0.0109066
11.8875,0.469325,0.159693,0.0102952
11.9,0.469964,0.159776,0.0096778
11.9125,0.470603,0.159919,0.00905009
11.925,0.471216,0.160076,0.00843189
11.9375,0.471806,0.160234,0.0078488
11.95,0.472419,0.160418,0.00732057
11.9625,0.473129,0.160648,0.0068478
11.975,0.473904,0.160943,0.00642064
11.9875,0.474638,0.161302,0.00602762
12.0,0.47526,0.161704,0.00566796
12.0125,0.475804,0.162152,0.00537004
12.025,0.476373,0.162658,0.00516144
12.0375,0.476962,0.163225,0.00505416
12.05,0.477556,0.163872,0.00505686
12.0625,0.47813,0.164593,0.00510437
12.075,0.478649,0.165337,0.00514078
12.0875,0.479116,0.166064,0.00512207
12.1,0.479554,0.166758,0.00503617
12.1125,0.480003,0.167409,0.00489188
12.125,0.480474,0.16803,0.0047148
12.1375,0.480969,0.168636,0.00454549
12.15,0.481519,0.169231,0.00441116
12.1625,0.482199,0.169816,0.00432676
12.175,0.483019,0.170397,0.00431798
12.1875,0.48393,0.171004,0.00441597
12.2,0.484921,0.171671,0.00463322
12.2125,0.485986,0.172405,0.00496226
12.225,0.487109,0.173218,0.00541385
12.2375,0.488293,0.17413,0.00599269
12.25,0.489554,0.175152,0.0066875
12.2625,0.490893,0.176294,0.00750452
12.275,0.492258,0.17757,0.00845253
12.2875,0.493618,0.178978,0.00951625
12.3,0.49497,0.180501,0.0107177
12.3125,0.496321,0.182154,0.0121134
12.325,0.497649,0.183965,0.0136484
12.3375,0.498935,0.185836,0.0152336
12.35,0.500164,0.187672,0.0168375
12.3625,0.501361,0.189415,0.0184447
12.375,0.502559,0.191048,0.0200559
12.3875,0.503752,0.192587,0.0216645
12.4,0.504894,0.194064,0.0232507
12.4125,0.505948,0.195482,0.0248156
12.425,0.506941,0.196803,0.0263349
12.4375,0.507866,0.197988,0.0277805
12.45,0.508667,0.199017,0.0291375
12.4625,0.509298,0.199883,0.0304258
12.475,0.509838,0.200609,0.0316875
12.4875,0.510423,0.20125,0.0329347
12.5,0.511094,0.201865,0.0341761
12.5125,0.511816,0.202483,0.0353963
12.525,0.512566,0.203073,0.0365498
12.5375,0.51328,0.203614,0.0376223
12.55,0.513889,0.204134,0.0386307
12.5625,0.514406,0.204673,0.039611
12.575,0.514903,0.20525,0.0405733
12.5875,0.51544,0.205855,0.0415127
12.6,0.516042,0.206474,0.0424333
12.6125,0.516695,0.207095,0.0433447
12.625,0.517361,0.207697,0.0442565
12.6375,0.518003,0.208272,0.0451788
12.65,0.518607,0.208826,0.0461239
12.6625,0.519204,0.209363,0.0470931
12.675,0.519809,0.209878,0.0480698
12.6875,0.520381,0.210367,0.0490433
12.7,0.52092,0.210832,0.0499929
12.7125,0.521441,0.21128,0.050901
12.725,0.521931,0.211704,0.0517727
12.7375,0.522386,0.212092,0.0526285
12.75,0.52281,0.212457,0.0534925
12.7625,0.523206,0.212797,0.0543542
12.775,0.523563,0.213079,0.0551838
12.7875,0.523885,0.213264,0.0559774
12.8,0.524154,0.21333,0.0567546
12.8125,0.524367,0.213298,0.0575226
12.825,0.524557,0.213195,0.0582696
12.8375,0.524719,0.213048,0.0589622
12.85,0.524868,0.212854,0.0595787
12.8625,0.525005,0.212582,0.0601114
12.875,0.525096,0.212195,0.0605559
12.8875,0.525121,0.211678,0.0609192
12.9,0.525098,0.211039,0.0612091
12.9125,0.52504,0.210334,0.0614302
12.925,0.524936,0.2096,0.0615816
12.9375,0.524783,0.208842,0.0616351
12.95,0.524602,0.208068,0.061584
12.9625,0.52442,0.20728,0.061458
12.975,0.524241,0.206446,0.0612459
12.9875,0.524018,0.205539,0.0609205
13.0,0.523693,0.204528,0.0604368
13.0125,0.523264,0.203395,0.0597493
13.025,0.522791,0.202177,0.0588458
13.0375,0.522326,0.200921,0.0578082
13.05,0.521899,0.199683,0.0567304
13.0625,0.521525,0.198504,0.0556482
13.075,0.521216,0.19739,0.0545748
13.0875,0.52098,0.196335,0.0534991
13.1,0.520756,0.195345,0.0524108
13.1125,0.520506,0.194417,0.0513256
13.125,0.520259,0.193544,0.0502547
13.1375,0.520057,0.192723,0.0492075
13.15,0.519908,0.191957,0.0481826
13.1625,0.519778,0.191242,0.0471732
13.175,0.519634,0.190562,0.0461621
13.1875,0.519471,0.189904,0.0451365
13.2,0.519287,0.189264,0.0440901
13.2125,0.519085,0.188623,0.0430232
13.225,0.5189,0.187966,0.0419507
13.2375,0.518759,0.187302,0.0408919
13.25,0.518646,0.186647,0.0398583
13.2625,0.518532,0.186005,0.0388436
13.275,0.518398,0.18538,0.0378308
13.2875,0.518239,0.184773,0.0368102
13.3,0.518056,0.184186,0.0357831
13.3125,0.517868,0.183632,0.034759
13.325,0.517717,0.183116,0.0337501
13.3375,0.517628,0.182642,0.0327615
13.35,0.517602,0.182229,0.0317918
13.3625,0.517626,0.181896,0.030842
13.375,0.517676,0.181648,0.0299181
13.3875,0.517747,0.181475,0.02903
13.4,0.51785,0.181358,0.0281845
13.4125,0.517997,0.181293,0.0273788
13.425,0.518185,0.181285,0.0265895
13.4375,0.518402,0.181336,0.0258103
13.45,0.518638,0.181438,0.0250515
13.4625,0.518887,0.181578,0.0243234
13.475,0.519149,0.181744,0.0236374
13.4875,0.51941,0.181939,0.0230044
13.5,0.519659,0.182166,0.0224269
13.5125,0.519904,0.182428,0.0218958
13.525,0.520176,0.18272,0.0214168
13.5375,0.520493,0.183034,0.0209966
13.55,0.520859,0.183364,0.0206396
13.5625,0.521258,0.183708,0.0203426
13.575,0.521674,0.184074,0.0200963
13.5875,0.522086,0.184464,0.019902
13.6,0.522468,0.184876,0.0197607
13.6125,0.522811,0.185307,0.0196694
13.625,0.523122,0.185752,0.0196172
13.6375,0.523419,0.1862,0.0196008
13.65,0.523718,0.186644,0.0196237
13.6625,0.524016,0.187087,0.0196837
13.675,0.524303,0.187535,0.0197809
13.6875,0.52457,0.18799,0.0199205
13.7,0.52481,0.188449,0.0201082
13.7125,0.525027,0.188911,0.0203439
13.725,0.525227,0.189374,0.0206222
13.7375,0.525421,0.189844,0.0209315
13.75,0.525613,0.190326,0.0212564
13.7625,0.525808,0.190831,0.0215861
13.775,0.526028,0.191366,0.0219152
13.7875,0.526288,0.191924,0.0222431
13.8,0.526599,0.192499,0.0225731
13.8125,0.526963,0.19308,0.0229127
13.825,0.527377,0.193657,0.02327
13.8375,0.527839,0.194221,0.0236451
13.85,0.528323,0.194774,0.0240341
13.8625,0.528806,0.195316,0.0244382
13.875,0.529272,0.195847,0.0248676
13.8875,0.52973,0.19637,0.0253368
13.9,0.530184,0.196893,0.0258534
13.9125,0.530623,0.197423,0.0264174
13.925,0.531029,0.19796,0.0270259
13.9375,0.53137,0.198497,0.0276815
13.95,0.531597,0.199024,0.0283931
13.9625,0.531682,0.199536,0.0291699
13.975,0.531611,0.200031,0.0300155
13.9875,0.531412,0.200498,0.0309389
14.0,0.531163,0.20093,0.0319401
14.0125,0.530955,0.201324,0.0329763
14.025,0.530809,0.201675,0.0340095
14.0375,0.530686,0.201979,0.0350133
14.05,0.53054,0.202232,0.0359719
14.0625,0.530351,0.20243,0.0368824
14.075,0.530136,0.202577,0.037756
14.0875,0.529891,0.202668,0.0386017
14.1,0.529641,0.202701,0.039425
14.1125,0.529402,0.202681,0.0402314
14.125,0.529172,0.202619,0.0410264
14.1375,0.528955,0.202518,0.041817
14.15,0.528728,0.202373,0.0426073
14.1625,0.528487,0.202187,0.0433886
14.175,0.528247,0.201964,0.0441446
14.1875,0.528033,0.201708,0.0448562
14.2,0.527858,0.20142,0.0455077
14.2125,0.52771,0.201093,0.046088
14.225,0.527579,0.200729,0.0465893
14.2375,0.527456,0.200342,0.0470157
14.25,0.527346,0.199937,0.0473784
14.2625,0.527243,0.199513,0.0476884
14.275,0.527142,0.199074,0.047951
14.2875,0.52704,0.198627,0.0481683
14.3,0.526944,0.198181,0.048339
14.3125,0.526841,0.197734,0.04846
14.325,0.526717,0.197277,0.0485282
14.3375,0.526577,0.196792,0.0485386
14.35,0.526441,0.196267,0.0484936
14.3625,0.526329,0.19572,0.0484044
14.375,0.526248,0.195173,0.0482867
14.3875,0.526199,0.194637,0.0481539
14.4,0.526167,0.194105,0.0480131
14.4125,0.526134,0.193571,0.0478662
14.425,0.526096,0.193037,0.0477107
14.4375,0.526061,0.192521,0.0475436
14.45,0.526041,0.192025,0.0473623
14.4625,0.526048,0.191538,0.047167
14.475,0.526079,0.191051,0.0469564
14.4875,0.526123,0.190566,0.0467251
14.5,0.526178,0.190088,0.0464674
14.5125,0.526257,0.189623,0.0461783
14.525,0.526358,0.189179,0.0458547
14.5375,0.526469,0.18876,0.0455001
14.55,0.526583,0.188366,0.0451237
14.5625,0.526703,0.187996,0.0447318
14.575,0.526845,0.187651,0.0443225
14.5875,0.527016,0.187333,0.0438909
14.6,0.527204,0.187049,0.0434353
14.6125,0.527413,0.186797,0.0429618
14.625,0.52764,0.186568,0.0424805
14.6375,0.527879,0.186363,0.0419986
14.65,0.528117,0.18619,0.0415182
14.6625,0.528352,0.186063,0.041036
14.675,0.528589,0.185991,0.0405468
14.6875,0.528825,0.185967,0.0400475
14.7,0.529047,0.185983,0.0395371
14.7125,0.529243,0.186033,0.0390191
14.725,0.529417,0.186117,0.0385027
14.7375,0.529567,0.186233,0.0379961
14.75,0.529696,0.186374,0.0375019
14.7625,0.52982,0.186542,0.0370195
14.775,0.529946,0.186735,0.0365482
14.7875,0.53007,0.186948,0.0360896
14.8,0.5302,0.187177,0.0356453
14.8125,0.530334,0.187419,0.0352161
14.825,0.530468,0.187674,0.0348007
14.8375,0.530602,0.18794,0.0343975
14.85,0.530732,0.188213,0.0340053
14.8625,0.530865,0.188495,0.0336211
14.875,0.531007,0.18879,0.0332393
14.8875,0.531165,0.1891,0.0328552
14.9,0.531345,0.189422,0.032465
14.9125,0.531537,0.189753,0.0320656
14.925,0.531724,0.190088,0.0316553
14.9375,0.531897,0.190421,0.0312303
14.95,0.532046,0.190752,0.0307858
14.9625,0.532166,0.191085,0.0303241
14.975,0.532266,0.191426,0.0298571
14.9875,0.532353,0.191778,0.0293971
15.0,0.532434,0.192145,0.0289577
15.0125,0.532516,0.192531,0.0285489
15.025,0.532597,0.192938,0.0281765
15.0375,0.532674,0.193362,0.0278429
15.05,0.532752,0.193793,0.0275498
15.0625,0.532824,0.194226,0.027298
15.075,0.532897,0.194661,0.0270885
15.0875,0.532978,0.195104,0.0269244
15.1,0.533047,0.195549,0.0268134
