dts,Node_264,Node_449,Node_909
15.1125,0.5331,0.19599,0.0267588
15.125,0.533137,0.196419,0.0267583
15.1375,0.53316,0.196833,0.0268056
15.15,0.533176,0.197229,0.0268962
15.1625,0.533194,0.197607,0.0270321
15.175,0.533219,0.197965,0.0272174
15.1875,0.533242,0.198302,0.0274533
15.2,0.53326,0.198617,0.0277367
15.2125,0.53327,0.198908,0.0280597
15.225,0.533269,0.199175,0.0284114
15.2375,0.533257,0.199417,0.0287821
15.25,0.533232,0.199628,0.0291645
15.2625,0.533194,0.199804,0.0295542
15.275,0.533143,0.199944,0.0299509
15.2875,0.533078,0.200054,0.0303556
15.3,0.532994,0.200138,0.0307677
15.3125,0.532888,0.200198,0.0311854
15.325,0.532767,0.200232,0.0316059
15.3375,0.532639,0.200237,0.0320257
15.35,0.532509,0.200215,0.0324403
15.3625,0.53238,0.200173,0.0328443
15.375,0.532258,0.200117,0.0332343
15.3875,0.532147,0.20005,0.0336089
15.4,0.532047,0.199971,0.0339665
15.4125,0.531948,0.199877,0.034306
15.425,0.531842,0.199765,0.0346293
15.4375,0.531722,0.199632,0.0349411
15.45,0.531589,0.199477,0.0352468
15.4625,0.531446,0.199302,0.0355485
15.475,0.531303,0.199105,0.0358454
15.4875,0.531164,0.198886,0.0361344
15.5,0.531026,0.198644,0.0364111
15.5125,0.530887,0.198379,0.0366729
15.525,0.530748,0.198091,0.0369208
15.5375,0.530604,0.197778,0.0371585
15.55,0.530448,0.197438,0.0373907
15.5625,0.530274,0.197072,0.0376211
15.575,0.530078,0.19668,0.0378501
15.5875,0.529863,0.196265,0.0380779
15.6,0.529635,0.195833,0.0383052
15.6125,0.529399,0.195387,0.0385326
15.625,0.529157,0.194928,0.0387594
15.6375,0.528917,0.194456,0.0389837
15.65,0.528685,0.193973,0.0392024
15.6625,0.528465,0.193484,0.0394128
15.675,0.528261,0.192993,0.0396128
15.6875,0.528077,0.192505,0.0398008
15.7,0.527913,0.19202,0.0399736
15.7125,0.527764,0.191545,0.0401285
15.725,0.52763,0.19108,0.0402628
15.7375,0.527509,0.190625,0.0403728
15.75,0.527395,0.19018,0.0404566
15.7625,0.527281,0.189753,0.0405138
15.775,0.527167,0.189348,0.0405466
15.7875,0.527047,0.188962,0.0405592
15.8,0.526924,0.188593,0.0405562
15.8125,0.526813,0.188238,0.0405393
15.825,0.526725,0.187898,0.0405093
15.8375,0.526666,0.187581,0.0404653
15.85,0.526626,0.187294,0.0404072
15.8625,0.526585,0.187037,0.040337
15.875,0.526535,0.186804,0.0402583
15.8875,0.52648,0.18659,0.0401772
15.9,0.526426,0.186394,0.0400962
15.9125,0.526381,0.186218,0.0400127
15.925,0.526347,0.18606,0.0399238
15.9375,0.526327,0.185919,0.0398277
15.95,0.526327,0.18579,0.0397226
15.9625,0.526348,0.185676,0.0396069
15.975,0.526389,0.185575,0.0394811
15.9875,0.526443,0.185487,0.0393458
16.0,0.526501,0.185419,0.0392021
16.01,0.526545,0.185385,0.0390821
16.02,0.526584,0.185372,0.0389586
16.03,0.526624,0.185375,0.0388324
16.04,0.526672,0.185394,0.0387049
16.05,0.526727,0.18543,0.0385775
16.06,0.526791,0.185488,0.0384525
16.07,0.526863,0.185568,0.0383325
16.08,0.526942,0.185669,0.0382195
16.09,0.52703,0.185786,0.0381141
16.1,0.527129,0.185917,0.0380148
16.11,0.527241,0.186062,0.0379189
16.12,0.527368,0.186222,0.0378234
16.13,0.527508,0.1864,0.0377257
16.14,0.527659,0.186598,0.0376244
16.15,0.527819,0.186818,0.03752
16.16,0.52799,0.18706,0.0374143
16.17,0.528173,0.187322,0.0373097
16.18,0.528368,0.187602,0.0372086
16.19,0.528576,0.187899,0.0371119
16.2,0.528794,0.18821,0.0370194
16.21,0.529018,0.188533,0.0369305
16.22,0.529242,0.188866,0.0368443
16.23,0.52946,0.189205,0.0367603
16.24,0.529671,0.189549,0.0366783
16.25,0.529874,0.189898,0.036599
16.26,0.530071,0.190253,0.0365224
16.27,0.530266,0.190614,0.0364476
16.28,0.530459,0.190979,0.0363733
16.29,0.530652,0.191349,0.036298
16.3,0.530844,0.191724,0.0362201
16.31,0.531039,0.192103,0.0361384
16.32,0.53124,0.192488,0.0360524
16.33,0.531446,0.192876,0.0359626
16.34,0.531656,0.193266,0.0358695
16.35,0.531865,0.193656,0.0357736
16.36,0.532072,0.194045,0.0356753
16.37,0.532273,0.194432,0.0355753
16.38,0.532465,0.194814,0.0354746
16.39,0.532645,0.195191,0.0353746
16.4,0.532813,0.195563,0.0352774
16.41,0.532975,0.19593,0.0351862
16.42,0.533132,0.196293,0.0351038
16.43,0.533285,0.196653,0.0350324
16.44,0.533434,0.197013,0.0349725
16.45,0.53358,0.197373,0.0349238
16.46,0.533726,0.197732,0.0348852
16.47,0.53387,0.198087,0.0348552
16.48,0.534007,0.198441,0.0348317
16.49,0.534135,0.198791,0.0348128
16.5,0.534256,0.199136,0.0347969
16.51,0.534368,0.199473,0.034782
16.52,0.534466,0.199799,0.0347665
16.53,0.534552,0.200113,0.0347492
16.54,0.534629,0.200416,0.0347288
16.55,0.534702,0.200707,0.0347041
16.56,0.534775,0.200984,0.0346745
16.57,0.534849,0.201248,0.034639
16.58,0.534922,0.201496,0.0345969
16.59,0.534995,0.201729,0.0345477
16.6,0.535063,0.201947,0.0344919
16.61,0.535118,0.202145,0.0344305
16.62,0.535158,0.202324,0.0343653
16.63,0.535182,0.202483,0.0342985
16.64,0.535192,0.202621,0.0342323
16.65,0.535191,0.202739,0.0341678
16.66,0.535178,0.202838,0.0341044
16.67,0.535156,0.202919,0.0340409
16.68,0.535123,0.202981,0.0339757
16.69,0.535078,0.203024,0.0339071
16.7,0.535019,0.203047,0.0338349
16.71,0.534945,0.203049,0.0337602
16.72,0.534856,0.203029,0.0336848
16.73,0.534752,0.202985,0.033611
16.74,0.534636,0.202918,0.0335413
16.75,0.534507,0.202826,0.0334783
16.76,0.534367,0.20271,0.0334237
16.77,0.534215,0.202568,0.0333789
16.78,0.534053,0.202402,0.0333443
16.79,0.533881,0.202211,0.033321
16.8,0.533699,0.201995,0.0333098
16.81,0.533506,0.201756,0.0333117
16.82,0.533304,0.201495,0.0333275
16.83,0.533093,0.201213,0.033357
16.84,0.532871,0.200914,0.0333996
16.85,0.53264,0.200597,0.0334543
16.86,0.532406,0.200262,0.0335202
16.87,0.532173,0.199909,0.0335969
16.88,0.53194,0.199537,0.033684
16.89,0.531708,0.199145,0.0337805
16.9,0.531474,0.198733,0.0338847
16.91,0.53124,0.198301,0.033994
16.92,0.531003,0.197852,0.0341054
16.93,0.530759,0.197387,0.0342161
16.94,0.53051,0.196908,0.0343236
16.95,0.530259,0.196419,0.0344262
16.96,0.530009,0.195922,0.034523
16.97,0.529764,0.19542,0.0346136
16.98,0.529528,0.194915,0.0346977
16.99,0.529302,0.194407,0.0347758
17.0,0.529086,0.193901,0.0348488
17.01,0.52888,0.193396,0.0349181
17.02,0.528684,0.192894,0.0349851
17.03,0.528494,0.192396,0.0350509
17.04,0.528307,0.191904,0.0351155
17.05,0.528117,0.191417,0.0351792
17.06,0.527924,0.190935,0.0352424
17.07,0.527728,0.190456,0.0353058
17.08,0.527535,0.18998,0.0353692
17.09,0.527351,0.189505,0.0354334
17.1,0.527173,0.189033,0.0354998
17.11,0.526993,0.188563,0.0355695
17.12,0.526823,0.188096,0.0356433
17.13,0.526671,0.187633,0.0357203
17.14,0.526525,0.187177,0.0357995
17.15,0.526371,0.186727,0.0358809
17.16,0.526212,0.186287,0.0359647
17.17,0.526058,0.185863,0.0360508
17.18,0.525915,0.185454,0.0361388
17.19,0.525783,0.185057,0.0362283
17.2,0.525659,0.184673,0.0363184
17.21,0.525545,0.184303,0.0364084
17.22,0.525439,0.183945,0.0364983
17.23,0.525338,0.183604,0.0365889
17.24,0.525239,0.183287,0.0366817
17.25,0.525137,0.182998,0.0367781
17.26,0.525036,0.18274,0.0368796
17.27,0.524945,0.182509,0.0369869
17.28,0.524872,0.182303,0.0371007
17.29,0.524815,0.182121,0.0372206
17.3,0.524771,0.181965,0.0373451
17.31,0.524738,0.181835,0.0374722
17.32,0.524719,0.181734,0.0375994
17.33,0.524718,0.181661,0.0377242
17.34,0.524729,0.181616,0.0378439
17.35,0.524748,0.181597,0.037956
17.36,0.524773,0.181603,0.0380579
17.37,0.524808,0.181634,0.0381475
17.38,0.524856,0.181692,0.0382236
17.39,0.52492,0.181777,0.0382859
17.4,0.525001,0.181889,0.0383345
17.41,0.525098,0.182028,0.0383696
17.42,0.525211,0.18219,0.0383921
17.43,0.525338,0.182375,0.0384029
17.44,0.525476,0.182583,0.0384028
17.45,0.525623,0.182811,0.0383927
17.46,0.525779,0.18306,0.0383739
17.47,0.525945,0.183331,0.0383479
17.48,0.526119,0.183625,0.0383166
17.49,0.526301,0.18394,0.0382822
17.5,0.526489,0.184276,0.0382467
17.51,0.526684,0.184632,0.0382121
17.52,0.526892,0.185005,0.0381796
17.53,0.527116,0.185395,0.03815
17.54,0.527355,0.185803,0.0381239
17.55,0.527602,0.186228,0.0381019
17.56,0.527848,0.186673,0.0380845
17.57,0.52809,0.187136,0.0380719
17.58,0.528328,0.187618,0.0380643
17.59,0.528567,0.188113,0.0380615
17.6,0.52881,0.188619,0.0380631
17.61,0.529058,0.189133,0.0380683
17.62,0.529309,0.189652,0.0380755
17.63,0.529561,0.190174,0.0380829
17.64,0.529814,0.190701,0.0380889
17.65,0.530068,0.191232,0.038092
17.66,0.530323,0.191766,0.0380916
17.67,0.530579,0.192303,0.0380873
17.68,0.530836,0.192842,0.0380793
17.69,0.531092,0.193381,0.0380684
17.7,0.531341,0.19392,0.038055
17.71,0.531581,0.19446,0.038039
17.72,0.531809,0.195,0.0380199
17.73,0.532027,0.195542,0.0379963
17.74,0.532241,0.196085,0.0379663
17.75,0.532453,0.196631,0.0379283
17.76,0.532662,0.197176,0.0378809
17.77,0.532871,0.19772,0.0378236
17.78,0.533085,0.198258,0.0377564
17.79,0.533307,0.198787,0.0376799
17.8,0.533537,0.199308,0.0375949
17.81,0.533772,0.19982,0.0375025
17.82,0.53401,0.200322,0.0374046
17.83,0.534249,0.200814,0.0373027
17.84,0.534487,0.201294,0.0371976
17.85,0.534724,0.20176,0.0370899
17.86,0.534959,0.202211,0.0369796
17.87,0.535188,0.202644,0.0368672
17.88,0.535406,0.203058,0.0367538
17.89,0.535612,0.203451,0.0366413
17.9,0.535801,0.203822,0.0365316
17.91,0.53597,0.204167,0.0364258
17.92,0.536119,0.204485,0.0363239
17.93,0.536248,0.204773,0.0362261
17.94,0.53636,0.20503,0.0361328
17.95,0.536458,0.205256,0.0360447
17.96,0.536544,0.20545,0.0359624
17.97,0.536619,0.205613,0.0358853
17.98,0.536683,0.205745,0.0358127
17.99,0.536734,0.205846,0.0357432
18.0,0.536773,0.205917,0.0356762
18.01,0.536796,0.205957,0.0356114
18.02,0.536803,0.205967,0.0355489
18.03,0.536791,0.205949,0.035489
18.04,0.536759,0.205904,0.035432
18.05,0.536707,0.205833,0.0353783
18.06,0.536637,0.205736,0.0353276
18.07,0.536551,0.205615,0.0352789
18.08,0.536454,0.205468,0.0352317
18.09,0.536349,0.205295,0.0351863
18.1,0.536238,0.205092,0.035143
18.11,0.536119,0.204858,0.0351025
18.12,0.535989,0.20459,0.0350656
18.13,0.535844,0.20429,0.0350328
18.14,0.535681,0.203958,0.0350036
18.15,0.5355,0.203598,0.0349772
18.16,0.535305,0.203215,0.0349519
18.17,0.535101,0.202813,0.0349263
18.18,0.534887,0.202391,0.0348996
18.19,0.534666,0.20195,0.0348715
18.2,0.534442,0.201488,0.0348423
18.21,0.534216,0.201006,0.0348121
18.22,0.533987,0.200507,0.0347806
18.23,0.533757,0.199993,0.0347471
18.24,0.533523,0.199465,0.0347115
18.25,0.533282,0.198924,0.0346736
18.26,0.533038,0.198374,0.0346343
18.27,0.532791,0.197815,0.0345943
18.28,0.532534,0.197249,0.0345549
18.29,0.53226,0.196678,0.0345173
18.3,0.531972,0.196102,0.0344823
18.31,0.531676,0.195521,0.0344501
18.32,0.53138,0.194936,0.0344212
18.33,0.531096,0.194349,0.0343958
18.34,0.530826,0.193763,0.0343742
18.35,0.530567,0.19318,0.0343569
18.36,0.530302,0.192599,0.0343437
18.37,0.530021,0.19202,0.0343343
18.38,0.529721,0.191442,0.0343283
18.39,0.529412,0.190867,0.0343251
18.4,0.529104,0.190301,0.0343244
18.41,0.528805,0.189746,0.034326
18.42,0.528513,0.189204,0.0343296
18.43,0.528231,0.188677,0.0343348
18.44,0.527959,0.188163,0.034341
18.45,0.527689,0.187661,0.0343481
18.46,0.52741,0.18717,0.0343561
18.47,0.52712,0.186694,0.0343652
18.48,0.526825,0.186236,0.0343754
18.49,0.526532,0.185797,0.0343857
18.5,0.526244,0.185376,0.0343949
18.51,0.525967,0.184972,0.0344027
18.52,0.525708,0.184583,0.0344095
18.53,0.525468,0.184212,0.0344157
18.54,0.525237,0.183858,0.0344222
18.55,0.525001,0.18352,0.0344296
18.56,0.524773,0.183196,0.0344382
18.57,0.524556,0.182885,0.0344484
18.58,0.524354,0.18259,0.0344607
18.59,0.524178,0.182321,0.0344755
18.6,0.524032,0.182085,0.0344929
18.61,0.523912,0.181884,0.0345124
18.62,0.523811,0.181714,0.0345334
18.63,0.52372,0.181566,0.0345559
18.64,0.523633,0.181436,0.0345806
18.65,0.523558,0.181324,0.0346082
18.66,0.523507,0.181235,0.0346394
18.67,0.523483,0.181174,0.0346746
18.68,0.523482,0.181137,0.0347144
18.69,0.523496,0.18112,0.0347594
18.7,0.523521,0.181117,0.0348101
18.71,0.523561,0.181127,0.0348669
18.72,0.523614,0.181155,0.03493
18.73,0.523682,0.181204,0.0349992
18.74,0.523767,0.181277,0.0350737
18.75,0.523868,0.181375,0.0351531
18.76,0.523982,0.1815,0.0352368
18.77,0.524108,0.181652,0.0353244
18.78,0.524245,0.181831,0.0354152
18.79,0.524393,0.182033,0.0355089
18.8,0.524552,0.182256,0.0356063
18.81,0.524721,0.182501,0.0357084
18.82,0.524904,0.18277,0.0358162
18.83,0.525103,0.183063,0.0359296
18.84,0.525316,0.183378,0.0360477
18.85,0.525537,0.183713,0.0361689
18.86,0.52577,0.184068,0.0362919
18.87,0.526014,0.184443,0.0364154
18.88,0.526269,0.184839,0.0365386
18.89,0.526535,0.185258,0.0366611
18.9,0.526812,0.185701,0.0367823
18.91,0.527098,0.186167,0.0369017
18.92,0.527391,0.186655,0.0370188
18.93,0.52769,0.18716,0.0371335
18.94,0.527994,0.18768,0.0372457
18.95,0.528301,0.188213,0.0373547
18.96,0.528609,0.188754,0.0374597
18.97,0.528919,0.189302,0.0375599
18.98,0.529231,0.189856,0.0376542
18.99,0.529546,0.190416,0.0377416
19.0,0.529867,0.190982,0.0378216
19.01,0.530193,0.191552,0.0378935
19.02,0.530523,0.192127,0.0379571
19.03,0.530855,0.192705,0.0380125
19.04,0.531187,0.193287,0.0380599
19.05,0.531518,0.19387,0.0380994
19.06,0.531848,0.194452,0.0381316
19.07,0.532172,0.195032,0.0381577
19.08,0.532482,0.195607,0.0381794
19.09,0.532773,0.196178,0.0381989
19.1,0.533044,0.196742,0.0382184
19.11,0.533302,0.197299,0.0382397
19.12,0.533554,0.197847,0.0382646
19.13,0.533806,0.198387,0.038294
19.14,0.534058,0.198913,0.0383287
19.15,0.534305,0.199423,0.0383683
19.16,0.534544,0.199917,0.0384119
19.17,0.534772,0.200396,0.0384584
19.18,0.534989,0.20086,0.0385071
19.19,0.535195,0.201309,0.0385572
19.2,0.535395,0.201743,0.0386067
19.21,0.535591,0.20216,0.0386538
19.22,0.535781,0.202559,0.0386982
19.23,0.535962,0.202937,0.0387395
19.24,0.53613,0.203294,0.0387773
19.25,0.536282,0.203629,0.0388114
19.26,0.536415,0.20394,0.0388416
19.27,0.536529,0.204223,0.0388673
19.28,0.53662,0.204479,0.0388879
19.29,0.536691,0.204707,0.0389031
19.3,0.536743,0.204911,0.0389128
19.31,0.536781,0.205093,0.038917
19.32,0.536809,0.20525,0.0389147
19.33,0.536825,0.20538,0.0389044
19.34,0.53683,0.205482,0.0388842
19.35,0.536822,0.205555,0.0388526
19.36,0.536799,0.205599,0.0388094
19.37,0.536763,0.205613,0.0387547
19.38,0.536708,0.205596,0.0386886
19.39,0.536636,0.205552,0.038612
19.4,0.536553,0.20548,0.0385259
19.41,0.536463,0.205381,0.0384316
19.42,0.536371,0.205255,0.0383303
19.43,0.536274,0.205105,0.0382235
19.44,0.536167,0.20493,0.0381122
19.45,0.536048,0.204734,0.0379964
19.46,0.535924,0.204516,0.0378755
19.47,0.535798,0.204277,0.0377486
19.48,0.535665,0.204017,0.0376148
19.49,0.535521,0.203735,0.0374738
19.5,0.535366,0.203433,0.037326
19.51,0.535193,0.203111,0.0371715
19.52,0.535002,0.20277,0.0370117
19.53,0.534796,0.202411,0.0368483
19.54,0.53458,0.202033,0.0366835
19.55,0.534358,0.201633,0.0365191
19.56,0.534132,0.201214,0.0363559
19.57,0.533903,0.200776,0.0361939
19.58,0.533672,0.200325,0.0360329
19.59,0.533441,0.199864,0.0358732
19.6,0.533208,0.199397,0.0357155
19.61,0.532971,0.198923,0.0355615
19.62,0.532728,0.198443,0.035412
19.63,0.53248,0.197955,0.0352678
19.64,0.532223,0.19746,0.0351289
19.65,0.53196,0.196959,0.0349954
19.66,0.531691,0.196453,0.0348677
19.67,0.531419,0.195943,0.0347461
19.68,0.531146,0.195432,0.034631
19.69,0.530872,0.194921,0.034522
19.7,0.530596,0.194412,0.0344181
19.71,0.530312,0.193905,0.0343177
19.72,0.530023,0.193401,0.0342191
19.73,0.529732,0.1929,0.0341207
19.74,0.529445,0.192401,0.0340214
19.75,0.529165,0.191904,0.0339208
19.76,0.528894,0.191407,0.033819
19.77,0.528632,0.190912,0.0337163
19.78,0.528382,0.190418,0.0336134
19.79,0.528138,0.189927,0.0335112
19.8,0.527893,0.189438,0.0334105
19.81,0.527645,0.188951,0.0333121
19.82,0.5274,0.18847,0.0332168
19.83,0.527159,0.187994,0.0331259
19.84,0.52693,0.187523,0.0330403
19.85,0.526716,0.187057,0.0329612
19.86,0.526514,0.186595,0.0328899
19.87,0.526324,0.186137,0.0328269
19.88,0.526144,0.185686,0.0327741
19.89,0.525974,0.185243,0.0327324
19.9,0.525816,0.184809,0.0327018
19.91,0.525671,0.184387,0.0326823
19.92,0.52554,0.18398,0.0326731
19.93,0.525425,0.183591,0.0326738
19.94,0.525324,0.183221,0.0326837
19.95,0.525234,0.182871,0.0327029
19.96,0.525155,0.182542,0.0327308
19.97,0.525089,0.182233,0.032767
19.98,0.525042,0.181948,0.0328106
19.99,0.52501,0.181688,0.032861
20.0,0.52499,0.181457,0.0329176
20.01,0.524981,0.181256,0.0329798
20.02,0.524981,0.181087,0.0330471
20.03,0.524993,0.180952,0.0331191
20.04,0.525017,0.180851,0.0331953
20.05,0.525052,0.180785,0.0332753
20.06,0.525099,0.180752,0.0333583
20.07,0.525156,0.180752,0.0334431
20.08,0.525222,0.180781,0.0335283
20.09,0.525293,0.180838,0.0336123
20.1,0.52537,0.180924,0.0336932
20.11,0.525455,0.181038,0.0337701
20.12,0.525549,0.181179,0.0338433
20.13,0.525653,0.181347,0.0339137
20.14,0.525761,0.18154,0.033983
20.15,0.525873,0.181758,0.0340529
20.16,0.525993,0.181999,0.0341253
20.17,0.526124,0.182263,0.0342015
20.18,0.526267,0.182544,0.0342819
20.19,0.52642,0.182843,0.0343671
20.2,0.526582,0.183159,0.0344572
20.21,0.526752,0.183491,0.0345527
20.22,0.526931,0.183842,0.0346542
20.23,0.527117,0.184213,0.0347626
20.24,0.527307,0.184605,0.0348786
20.25,0.527502,0.185018,0.0350031
20.26,0.527704,0.185451,0.0351362
20.27,0.527913,0.1859,0.0352776
20.28,0.52813,0.186364,0.0354266
20.29,0.528352,0.18684,0.0355829
20.3,0.528576,0.187326,0.0357464
20.31,0.528799,0.187821,0.0359169
20.32,0.529019,0.188324,0.0360939
20.33,0.529236,0.188833,0.0362768
20.34,0.529449,0.189349,0.0364648
20.35,0.52966,0.189875,0.0366567
20.36,0.52987,0.19041,0.0368512
20.37,0.530079,0.190958,0.0370464
20.38,0.53029,0.191516,0.0372405
20.39,0.530505,0.192084,0.037432
20.4,0.530721,0.192657,0.0376202
20.41,0.530934,0.193234,0.0378047
20.42,0.531143,0.193812,0.0379857
20.43,0.531351,0.19439,0.0381632
20.44,0.531561,0.194966,0.0383375
20.45,0.531777,0.195537,0.0385089
20.46,0.531998,0.196104,0.0386774
20.47,0.532221,0.196665,0.0388422
20.48,0.532442,0.197218,0.0390026
20.49,0.532657,0.197761,0.0391571
20.5,0.532866,0.198292,0.0393042
20.51,0.53307,0.19881,0.0394414
20.52,0.53327,0.199315,0.0395672
20.53,0.533464,0.199806,0.0396802
20.54,0.533651,0.20028,0.0397779
20.55,0.533831,0.200735,0.0398587
20.56,0.534003,0.201169,0.039923
20.57,0.534167,0.20158,0.039972
20.58,0.534325,0.201966,0.0400075
20.59,0.534477,0.202327,0.0400315
20.6,0.53462,0.202663,0.0400451
20.61,0.534752,0.202973,0.0400491
20.62,0.534874,0.203258,0.0400439
20.63,0.534985,0.203518,0.0400303
20.64,0.535087,0.203754,0.0400093
20.65,0.535179,0.203964,0.039982
20.66,0.53526,0.204148,0.0399491
20.67,0.535329,0.204305,0.0399114
20.68,0.535388,0.204434,0.0398698
20.69,0.53544,0.204537,0.0398255
20.7,0.535485,0.204612,0.0397793
20.71,0.535524,0.204661,0.0397317
20.72,0.535557,0.204683,0.0396828
20.73,0.535585,0.204681,0.0396322
20.74,0.535608,0.204658,0.0395793
20.75,0.535627,0.204616,0.0395236
20.76,0.535637,0.204557,0.0394649
20.77,0.535637,0.204485,0.0394024
20.78,0.535628,0.2044,0.0393345
20.79,0.535611,0.204305,0.0392597
20.8,0.535583,0.204198,0.0391767
20.81,0.535545,0.204078,0.0390844
20.82,0.535499,0.203943,0.0389822
20.83,0.535445,0.203791,0.0388698
20.84,0.535384,0.203622,0.0387479
20.85,0.535315,0.203435,0.0386171
20.86,0.535238,0.203229,0.0384781
20.87,0.535151,0.203005,0.0383313
20.88,0.535053,0.202761,0.0381776
20.89,0.534945,0.202497,0.0380172
20.9,0.534828,0.202212,0.0378501
20.91,0.534707,0.201908,0.0376763
20.92,0.534582,0.201584,0.0374964
20.93,0.534449,0.201241,0.0373117
20.94,0.534305,0.200879,0.0371239
20.95,0.534148,0.200498,0.0369345
20.96,0.533981,0.200098,0.0367444
20.97,0.533809,0.199677,0.0365547
20.98,0.533636,0.199237,0.0363663
20.99,0.533464,0.19878,0.0361802
21.0,0.533293,0.198306,0.0359973
21.01,0.533119,0.197819,0.0358185
21.02,0.532939,0.19732,0.0356441
21.03,0.532753,0.196811,0.035474
21.04,0.532559,0.196293,0.0353078
21.05,0.532357,0.195767,0.0351448
21.06,0.532147,0.195235,0.0349844
21.07,0.531935,0.194698,0.0348263
21.08,0.53172,0.194155,0.0346704
21.09,0.531505,0.193609,0.0345171
21.1,0.531288,0.193061,0.0343668
21.11,0.531069,0.192513,0.0342195
21.12,0.530842,0.191969,0.0340751
21.13,0.530604,0.191433,0.0339331
21.14,0.530359,0.190907,0.033793
21.15,0.530117,0.190391,0.0336545
21.16,0.529885,0.189885,0.0335173
21.17,0.529661,0.189389,0.0333821
21.18,0.529437,0.188905,0.0332497
21.19,0.529216,0.188433,0.0331218
21.2,0.528995,0.187974,0.033
21.21,0.528771,0.187526,0.0328857
21.22,0.528547,0.187086,0.0327805
21.23,0.528323,0.186657,0.0326845
21.24,0.528099,0.186239,0.0325968
21.25,0.527879,0.185835,0.0325166
21.26,0.527665,0.185445,0.0324428
21.27,0.527457,0.18507,0.0323738
21.28,0.527254,0.184709,0.0323091
21.29,0.527055,0.184362,0.0322492
21.3,0.526863,0.184028,0.0321942
21.31,0.526679,0.183709,0.0321441
21.32,0.526505,0.183409,0.0320987
21.33,0.52634,0.183132,0.0320578
21.34,0.526185,0.18288,0.0320216
21.35,0.526042,0.182653,0.0319904
21.36,0.525911,0.182451,0.0319649
21.37,0.525792,0.182272,0.0319464
21.38,0.525686,0.182116,0.0319361
21.39,0.525592,0.181984,0.0319351
21.4,0.525511,0.181878,0.0319443
21.41,0.525442,0.181801,0.0319641
21.42,0.525382,0.181756,0.031995
21.43,0.525333,0.181742,0.0320373
21.44,0.525295,0.181757,0.0320915
21.45,0.52527,0.181799,0.0321587
21.46,0.525258,0.181867,0.0322395
21.47,0.525258,0.181961,0.0323343
21.48,0.52527,0.18208,0.032443
21.49,0.525294,0.182225,0.0325658
21.5,0.525329,0.182394,0.0327019
21.51,0.525372,0.182587,0.0328497
21.52,0.525425,0.182804,0.0330073
21.53,0.525489,0.183042,0.0331736
21.54,0.525563,0.1833,0.0333475
21.55,0.525651,0.183576,0.0335278
21.56,0.525752,0.18387,0.0337128
21.57,0.525867,0.18418,0.0339014
21.58,0.525995,0.184506,0.0340923
21.59,0.526138,0.184848,0.034285
21.6,0.526294,0.185203,0.0344787
21.61,0.526462,0.185572,0.0346733
21.62,0.526643,0.185954,0.0348682
21.63,0.526833,0.186348,0.0350632
21.64,0.527032,0.186754,0.0352576
21.65,0.527236,0.187171,0.0354509
21.66,0.527446,0.1876,0.0356426
21.67,0.527661,0.188038,0.0358324
21.68,0.52788,0.188485,0.0360199
21.69,0.528104,0.188939,0.0362042
21.7,0.528332,0.1894,0.0363846
21.71,0.528564,0.189868,0.0365605
21.72,0.528799,0.190342,0.0367315
21.73,0.529037,0.19082,0.0368981
21.74,0.529275,0.191302,0.037061
21.75,0.529515,0.191788,0.0372216
21.76,0.529756,0.192276,0.0373809
21.77,0.529999,0.192765,0.0375399
21.78,0.530245,0.193252,0.0376989
21.79,0.530492,0.193737,0.0378579
21.8,0.530741,0.194219,0.0380161
21.81,0.530989,0.194698,0.0381725
21.82,0.531237,0.195175,0.038326
21.83,0.53148,0.195648,0.0384755
21.84,0.531718,0.196116,0.0386205
21.85,0.53195,0.19658,0.0387601
21.86,0.532182,0.197036,0.0388935
21.87,0.532414,0.197485,0.0390204
21.88,0.532643,0.197923,0.0391406
21.89,0.53287,0.198352,0.0392546
21.9,0.533093,0.198769,0.0393628
21.91,0.533309,0.199175,0.0394653
21.92,0.533514,0.19957,0.0395621
21.93,0.533708,0.199955,0.0396525
21.94,0.533894,0.20033,0.0397364
21.95,0.534076,0.200696,0.0398134
21.96,0.53426,0.201053,0.0398837
21.97,0.534445,0.201401,0.0399478
21.98,0.534628,0.201737,0.0400058
21.99,0.534805,0.202061,0.0400579
22.0,0.534968,0.202369,0.0401044
22.01,0.535117,0.20266,0.0401449
22.02,0.535249,0.202931,0.0401784
22.03,0.535367,0.20318,0.040204
22.04,0.53547,0.203406,0.0402207
22.05,0.53556,0.203608,0.0402278
22.06,0.53564,0.203785,0.0402246
22.07,0.535712,0.203937,0.0402112
22.08,0.535777,0.204061,0.0401878
22.09,0.535837,0.204159,0.0401542
22.1,0.53589,0.204232,0.0401096
22.11,0.535936,0.204279,0.0400535
22.12,0.535973,0.204303,0.0399851
22.13,0.535998,0.204305,0.0399043
22.14,0.536011,0.204284,0.0398119
22.15,0.53601,0.204243,0.0397092
22.16,0.535996,0.204184,0.0395984
22.17,0.535968,0.204107,0.0394813
22.18,0.535923,0.204009,0.0393594
22.19,0.535862,0.20389,0.0392333
22.2,0.535784,0.203746,0.0391026
22.21,0.535692,0.203578,0.0389669
22.22,0.535588,0.203385,0.0388258
22.23,0.535473,0.203168,0.0386794
22.24,0.535351,0.202928,0.0385282
22.25,0.53522,0.202667,0.0383729
22.26,0.535081,0.202385,0.0382144
22.27,0.534933,0.202086,0.0380538
