Nodes:
ID, X, Y, Z
407, 4.462, 3.250, 0.000
408, 4.375, 3.500, 0.000
409, 4.287, 3.750, 0.000
410, 4.200, 4.000, 0.000
411, 4.112, 4.250, 0.000
412, 4.025, 4.500, 0.000
413, 3.937, 4.750, 0.000
414, 3.850, 5.000, 0.000
415, 3.762, 5.250, 0.000
416, 3.675, 5.500, 0.000
417, 3.587, 5.750, 0.000
418, 3.500, 6.000, 0.000
419, 3.412, 6.250, 0.000
420, 3.325, 6.500, 0.000
421, 3.238, 6.750, 0.000
422, 3.150, 7.000, 0.000
423, 3.063, 7.250, 0.000
424, 2.975, 7.500, 0.000
425, 2.888, 7.750, 0.000
426, 2.800, 8.000, 0.000
427, 2.713, 8.250, 0.000
428, 2.625, 8.500, 0.000
429, 2.538, 8.750, 0.000
430, 2.450, 9.000, 0.000
431, 2.363, 9.250, 0.000
432, 2.275, 9.500, 0.000
433, 2.188, 9.750, 0.000
434, 6.300, 0.250, 0.000
435, 6.200, 0.500, 0.000
436, 6.100, 0.750, 0.000
437, 6.000, 1.000, 0.000
438, 5.900, 1.250, 0.000
439, 5.800, 1.500, 0.000
440, 5.700, 1.750, 0.000
441, 5.600, 2.000, 0.000
442, 5.500, 2.250, 0.000
443, 5.400, 2.500, 0.000
444, 5.300, 2.750, 0.000
445, 5.200, 3.000, 0.000
446, 5.100, 3.250, 0.000
447, 5.000, 3.500, 0.000
448, 4.900, 3.750, 0.000
449, 4.800, 4.000, 0.000
450, 4.700, 4.250, 0.000
451, 4.600, 4.500, 0.000
452, 4.500, 4.750, 0.000
453, 4.400, 5.000, 0.000
454, 4.300, 5.250, 0.000
455, 4.200, 5.500, 0.000
456, 4.100, 5.750, 0.000
457, 4.000, 6.000, 0.000
458, 3.900, 6.250, 0.000
459, 3.800, 6.500, 0.000
460, 3.700, 6.750, 0.000
461, 3.600, 7.000, 0.000
462, 3.500, 7.250, 0.000
463, 3.400, 7.500, 0.000
464, 3.300, 7.750, 0.000
465, 3.200, 8.000, 0.000
466, 3.100, 8.250, 0.000
467, 3.000, 8.500, 0.000
468, 2.900, 8.750, 0.000
469, 2.800, 9.000, 0.000
470, 2.700, 9.250, 0.000
471, 2.600, 9.500, 0.000
472, 2.500, 9.750, 0.000
473, 7.087, 0.250, 0.000
474, 6.975, 0.500, 0.000
475, 6.862, 0.750, 0.000
476, 6.750, 1.000, 0.000
477, 6.637, 1.250, 0.000
478, 6.525, 1.500, 0.000
479, 6.412, 1.750, 0.000
480, 6.300, 2.000, 0.000
481, 6.187, 2.250, 0.000
482, 6.075, 2.500, 0.000
483, 5.962, 2.750, 0.000
484, 5.850, 3.000, 0.000
485, 5.737, 3.250, 0.000
486, 5.625, 3.500, 0.000
487, 5.512, 3.750, 0.000
488, 5.400, 4.000, 0.000
489, 5.287, 4.250, 0.000
490, 5.175, 4.500, 0.000
491, 5.062, 4.750, 0.000
492, 4.950, 5.000, 0.000
493, 4.837, 5.250, 0.000
494, 4.725, 5.500, 0.000
495, 4.612, 5.750, 0.000
496, 4.500, 6.000, 0.000
497, 4.387, 6.250, 0.000
498, 4.275, 6.500, 0.000
499, 4.163, 6.750, 0.000
500, 4.050, 7.000, 0.000
501, 3.938, 7.250, 0.000
502, 3.825, 7.500, 0.000
503, 3.713, 7.750, 0.000
504, 3.600, 8.000, 0.000
505, 3.488, 8.250, 0.000
506, 3.375, 8.500, 0.000
507, 3.263, 8.750, 0.000
508, 3.150, 9.000, 0.000
509, 3.038, 9.250, 0.000
510, 2.925, 9.500, 0.000
511, 2.813, 9.750, 0.000
512, 7.875, 0.250, 0.000
513, 7.750, 0.500, 0.000
514, 7.625, 0.750, 0.000
515, 7.500, 1.000, 0.000
516, 7.375, 1.250, 0.000
517, 7.250, 1.500, 0.000
518, 7.125, 1.750, 0.000
519, 7.000, 2.000, 0.000
520, 6.875, 2.250, 0.000
521, 6.750, 2.500, 0.000
522, 6.625, 2.750, 0.000
523, 6.500, 3.000, 0.000
524, 6.375, 3.250, 0.000
525, 6.250, 3.500, 0.000
526, 6.125, 3.750, 0.000
527, 6.000, 4.000, 0.000
528, 5.875, 4.250, 0.000
529, 5.750, 4.500, 0.000
530, 5.625, 4.750, 0.000
531, 5.500, 5.000, 0.000
532, 5.375, 5.250, 0.000
533, 5.250, 5.500, 0.000
534, 5.125, 5.750, 0.000
535, 5.000, 6.000, 0.000
536, 4.875, 6.250, 0.000
537, 4.750, 6.500, 0.000
538, 4.625, 6.750, 0.000
539, 4.500, 7.000, 0.000
540, 4.375, 7.250, 0.000
541, 4.250, 7.500, 0.000
542, 4.125, 7.750, 0.000
543, 4.000, 8.000, 0.000
544, 3.875, 8.250, 0.000
545, 3.750, 8.500, 0.000
546, 3.625, 8.750, 0.000
547, 3.500, 9.000, 0.000
548, 3.375, 9.250, 0.000
549, 3.250, 9.500, 0.000
550, 3.125, 9.750, 0.000
551, 8.662, 0.250, 0.000
552, 8.525, 0.500, 0.000
553, 8.387, 0.750, 0.000
554, 8.250, 1.000, 0.000
555, 8.112, 1.250, 0.000
556, 7.975, 1.500, 0.000
557, 7.837, 1.750, 0.000
558, 7.700, 2.000, 0.000
559, 7.562, 2.250, 0.000
560, 7.425, 2.500, 0.000
561, 7.287, 2.750, 0.000
562, 7.150, 3.000, 0.000
563, 7.012, 3.250, 0.000
564, 6.875, 3.500, 0.000
565, 6.737, 3.750, 0.000
566, 6.600, 4.000, 0.000
567, 6.462, 4.250, 0.000
568, 6.325, 4.500, 0.000
569, 6.187, 4.750, 0.000
570, 6.050, 5.000, 0.000
571, 5.912, 5.250, 0.000
572, 5.775, 5.500, 0.000
573, 5.637, 5.750, 0.000
574, 5.500, 6.000, 0.000
575, 5.362, 6.250, 0.000
576, 5.225, 6.500, 0.000
577, 5.087, 6.750, 0.000
578, 4.950, 7.000, 0.000
579, 4.813, 7.250, 0.000
580, 4.675, 7.500, 0.000
581, 4.538, 7.750, 0.000
582, 4.400, 8.000, 0.000
583, 4.263, 8.250, 0.000
584, 4.125, 8.500, 0.000
585, 3.988, 8.750, 0.000
586, 3.850, 9.000, 0.000
587, 3.713, 9.250, 0.000
588, 3.575, 9.500, 0.000
589, 3.438, 9.750, 0.000
590, 9.450, 0.250, 0.000
591, 9.300, 0.500, 0.000
592, 9.150, 0.750, 0.000
593, 9.000, 1.000, 0.000
594, 8.850, 1.250, 0.000
595, 8.700, 1.500, 0.000
596, 8.550, 1.750, 0.000
597, 8.400, 2.000, 0.000
598, 8.250, 2.250, 0.000
599, 8.100, 2.500, 0.000
600, 7.950, 2.750, 0.000
601, 7.800, 3.000, 0.000
602, 7.650, 3.250, 0.000
603, 7.500, 3.500, 0.000
604, 7.350, 3.750, 0.000
605, 7.200, 4.000, 0.000
606, 7.050, 4.250, 0.000
607, 6.900, 4.500, 0.000
608, 6.750, 4.750, 0.000
609, 6.600, 5.000, 0.000
610, 6.450, 5.250, 0.000
611, 6.300, 5.500, 0.000
612, 6.150, 5.750, 0.000
613, 6.000, 6.000, 0.000
614, 5.850, 6.250, 0.000
615, 5.700, 6.500, 0.000
616, 5.550, 6.750, 0.000
617, 5.400, 7.000, 0.000
618, 5.250, 7.250, 0.000
619, 5.100, 7.500, 0.000
620, 4.950, 7.750, 0.000
621, 4.800, 8.000, 0.000
622, 4.650, 8.250, 0.000
623, 4.500, 8.500, 0.000
624, 4.350, 8.750, 0.000
625, 4.200, 9.000, 0.000
626, 4.050, 9.250, 0.000
627, 3.900, 9.500, 0.000
628, 3.750, 9.750, 0.000
629, 10.237, 0.250, 0.000
630, 10.075, 0.500, 0.000
631, 9.912, 0.750, 0.000
632, 9.750, 1.000, 0.000
633, 9.587, 1.250, 0.000
634, 9.425, 1.500, 0.000
635, 9.262, 1.750, 0.000
636, 9.100, 2.000, 0.000
637, 8.937, 2.250, 0.000
638, 8.775, 2.500, 0.000
639, 8.612, 2.750, 0.000
640, 8.450, 3.000, 0.000
641, 8.287, 3.250, 0.000
642, 8.125, 3.500, 0.000
643, 7.962, 3.750, 0.000
644, 7.800, 4.000, 0.000
645, 7.637, 4.250, 0.000
646, 7.475, 4.500, 0.000
647, 7.312, 4.750, 0.000
648, 7.150, 5.000, 0.000
649, 6.987, 5.250, 0.000
650, 6.825, 5.500, 0.000
651, 6.662, 5.750, 0.000
652, 6.500, 6.000, 0.000
653, 6.337, 6.250, 0.000
654, 6.175, 6.500, 0.000
655, 6.012, 6.750, 0.000
656, 5.850, 7.000, 0.000
657, 5.688, 7.250, 0.000
658, 5.525, 7.500, 0.000
659, 5.363, 7.750, 0.000
660, 5.200, 8.000, 0.000
661, 5.038, 8.250, 0.000
662, 4.875, 8.500, 0.000
663, 4.713, 8.750, 0.000
664, 4.550, 9.000, 0.000
665, 4.388, 9.250, 0.000
666, 4.225, 9.500, 0.000
667, 4.063, 9.750, 0.000
668, 11.025, 0.250, 0.000
669, 10.850, 0.500, 0.000
670, 10.675, 0.750, 0.000
671, 10.500, 1.000, 0.000
672, 10.325, 1.250, 0.000
673, 10.150, 1.500, 0.000
674, 9.975, 1.750, 0.000
675, 9.800, 2.000, 0.000
676, 9.625, 2.250, 0.000
677, 9.450, 2.500, 0.000
678, 9.275, 2.750, 0.000
679, 9.100, 3.000, 0.000
680, 8.925, 3.250, 0.000
681, 8.750, 3.500, 0.000
682, 8.575, 3.750, 0.000
683, 8.400, 4.000, 0.000
684, 8.225, 4.250, 0.000
685, 8.050, 4.500, 0.000
686, 7.875, 4.750, 0.000
687, 7.700, 5.000, 0.000
688, 7.525, 5.250, 0.000
689, 7.350, 5.500, 0.000
690, 7.175, 5.750, 0.000
691, 7.000, 6.000, 0.000
692, 6.825, 6.250, 0.000
693, 6.650, 6.500, 0.000
694, 6.475, 6.750, 0.000
695, 6.300, 7.000, 0.000
696, 6.125, 7.250, 0.000
697, 5.950, 7.500, 0.000
698, 5.775, 7.750, 0.000
699, 5.600, 8.000, 0.000
700, 5.425, 8.250, 0.000
701, 5.250, 8.500, 0.000
702, 5.075, 8.750, 0.000
703, 4.900, 9.000, 0.000
704, 4.725, 9.250, 0.000
705, 4.550, 9.500, 0.000
706, 4.375, 9.750, 0.000
707, 11.812, 0.250, 0.000
708, 11.625, 0.500, 0.000
709, 11.437, 0.750, 0.000
710, 11.250, 1.000, 0.000
711, 11.062, 1.250, 0.000
712, 10.875, 1.500, 0.000
713, 10.687, 1.750, 0.000
714, 10.500, 2.000, 0.000
715, 10.312, 2.250, 0.000
716, 10.125, 2.500, 0.000
717, 9.937, 2.750, 0.000
718, 9.750, 3.000, 0.000
719, 9.562, 3.250, 0.000
720, 9.375, 3.500, 0.000
721, 9.187, 3.750, 0.000
722, 9.000, 4.000, 0.000
723, 8.812, 4.250, 0.000
724, 8.625, 4.500, 0.000
725, 8.437, 4.750, 0.000
726, 8.250, 5.000, 0.000
727, 8.062, 5.250, 0.000
728, 7.875, 5.500, 0.000
729, 7.687, 5.750, 0.000
730, 7.500, 6.000, 0.000
731, 7.312, 6.250, 0.000
732, 7.125, 6.500, 0.000
733, 6.937, 6.750, 0.000
734, 6.750, 7.000, 0.000
735, 6.563, 7.250, 0.000
736, 6.375, 7.500, 0.000
737, 6.188, 7.750, 0.000
738, 6.000, 8.000, 0.000
739, 5.813, 8.250, 0.000
740, 5.625, 8.500, 0.000
741, 5.438, 8.750, 0.000
742, 5.250, 9.000, 0.000
743, 5.063, 9.250, 0.000
744, 4.875, 9.500, 0.000
745, 4.688, 9.750, 0.000
746, 12.600, 0.250, 0.000
747, 12.400, 0.500, 0.000
748, 12.200, 0.750, 0.000
749, 12.000, 1.000, 0.000
750, 11.800, 1.250, 0.000
751, 11.600, 1.500, 0.000
752, 11.400, 1.750, 0.000
753, 11.200, 2.000, 0.000
754, 11.000, 2.250, 0.000
755, 10.800, 2.500, 0.000
756, 10.600, 2.750, 0.000
757, 10.400, 3.000, 0.000
758, 10.200, 3.250, 0.000
759, 10.000, 3.500, 0.000
760, 9.800, 3.750, 0.000
761, 9.600, 4.000, 0.000
762, 9.400, 4.250, 0.000
763, 9.200, 4.500, 0.000
764, 9.000, 4.750, 0.000
765, 8.800, 5.000, 0.000
766, 8.600, 5.250, 0.000
767, 8.400, 5.500, 0.000
768, 8.200, 5.750, 0.000
769, 8.000, 6.000, 0.000
770, 7.800, 6.250, 0.000
771, 7.600, 6.500, 0.000
772, 7.400, 6.750, 0.000
773, 7.200, 7.000, 0.000
774, 7.000, 7.250, 0.000
775, 6.800, 7.500, 0.000
776, 6.600, 7.750, 0.000
777, 6.400, 8.000, 0.000
778, 6.200, 8.250, 0.000
779, 6.000, 8.500, 0.000
780, 5.800, 8.750, 0.000
781, 5.600, 9.000, 0.000
782, 5.400, 9.250, 0.000
783, 5.200, 9.500, 0.000
784, 5.000, 9.750, 0.000
785, 13.387, 0.250, 0.000
786, 13.175, 0.500, 0.000
787, 12.962, 0.750, 0.000
788, 12.750, 1.000, 0.000
789, 12.537, 1.250, 0.000
790, 12.325, 1.500, 0.000
791, 12.112, 1.750, 0.000
792, 11.900, 2.000, 0.000
793, 11.687, 2.250, 0.000
794, 11.475, 2.500, 0.000
795, 11.262, 2.750, 0.000
796, 11.050, 3.000, 0.000
797, 10.837, 3.250, 0.000
798, 10.625, 3.500, 0.000
799, 10.412, 3.750, 0.000
800, 10.200, 4.000, 0.000
801, 9.987, 4.250, 0.000
802, 9.775, 4.500, 0.000
803, 9.562, 4.750, 0.000
804, 9.350, 5.000, 0.000
805, 9.137, 5.250, 0.000
806, 8.925, 5.500, 0.000
807, 8.712, 5.750, 0.000
808, 8.500, 6.000, 0.000
809, 8.287, 6.250, 0.000
810, 8.075, 6.500, 0.000
811, 7.862, 6.750, 0.000
812, 7.650, 7.000, 0.000
813, 7.438, 7.250, 0.000
814, 7.225, 7.500, 0.000
815, 7.013, 7.750, 0.000
816, 6.800, 8.000, 0.000
817, 6.588, 8.250, 0.000
818, 6.375, 8.500, 0.000
819, 6.163, 8.750, 0.000
820, 5.950, 9.000, 0.000
821, 5.738, 9.250, 0.000
822, 5.525, 9.500, 0.000
823, 5.313, 9.750, 0.000
824, 14.175, 0.250, 0.000
825, 13.950, 0.500, 0.000
826, 13.725, 0.750, 0.000
827, 13.500, 1.000, 0.000
828, 13.275, 1.250, 0.000
829, 13.050, 1.500, 0.000
830, 12.825, 1.750, 0.000
831, 12.600, 2.000, 0.000
832, 12.375, 2.250, 0.000
833, 12.150, 2.500, 0.000
834, 11.925, 2.750, 0.000
835, 11.700, 3.000, 0.000
836, 11.475, 3.250, 0.000
837, 11.250, 3.500, 0.000
838, 11.025, 3.750, 0.000
839, 10.800, 4.000, 0.000
840, 10.575, 4.250, 0.000
841, 10.350, 4.500, 0.000
842, 10.125, 4.750, 0.000
843, 9.900, 5.000, 0.000
844, 9.675, 5.250, 0.000
845, 9.450, 5.500, 0.000
846, 9.225, 5.750, 0.000
847, 9.000, 6.000, 0.000
848, 8.775, 6.250, 0.000
849, 8.550, 6.500, 0.000
850, 8.325, 6.750, 0.000
851, 8.100, 7.000, 0.000
852, 7.875, 7.250, 0.000
853, 7.650, 7.500, 0.000
854, 7.425, 7.750, 0.000
855, 7.200, 8.000, 0.000
856, 6.975, 8.250, 0.000
857, 6.750, 8.500, 0.000
858, 6.525, 8.750, 0.000
859, 6.300, 9.000, 0.000
860, 6.075, 9.250, 0.000
861, 5.850, 9.500, 0.000
862, 5.625, 9.750, 0.000
863, 14.962, 0.250, 0.000
864, 14.725, 0.500, 0.000
865, 14.487, 0.750, 0.000
866, 14.250, 1.000, 0.000
867, 14.012, 1.250, 0.000
868, 13.775, 1.500, 0.000
869, 13.537, 1.750, 0.000
870, 13.300, 2.000, 0.000
871, 13.062, 2.250, 0.000
872, 12.825, 2.500, 0.000
873, 12.587, 2.750, 0.000
874, 12.350, 3.000, 0.000
875, 12.112, 3.250, 0.000
876, 11.875, 3.500, 0.000
877, 11.637, 3.750, 0.000
878, 11.400, 4.000, 0.000
879, 11.162, 4.250, 0.000
880, 10.925, 4.500, 0.000
881, 10.687, 4.750, 0.000
882, 10.450, 5.000, 0.000
883, 10.212, 5.250, 0.000
884, 9.975, 5.500, 0.000
885, 9.737, 5.750, 0.000
886, 9.500, 6.000, 0.000
887, 9.262, 6.250, 0.000
888, 9.025, 6.500, 0.000
889, 8.787, 6.750, 0.000
890, 8.550, 7.000, 0.000
891, 8.313, 7.250, 0.000
892, 8.075, 7.500, 0.000
893, 7.838, 7.750, 0.000
894, 7.600, 8.000, 0.000
895, 7.363, 8.250, 0.000
896, 7.125, 8.500, 0.000
897, 6.888, 8.750, 0.000
898, 6.650, 9.000, 0.000
899, 6.413, 9.250, 0.000
900, 6.175, 9.500, 0.000
901, 5.938, 9.750, 0.000
902, 15.750, 0.250, 0.000
903, 15.500, 0.500, 0.000
904, 15.250, 0.750, 0.000
905, 15.000, 1.000, 0.000
906, 14.750, 1.250, 0.000
907, 14.500, 1.500, 0.000
908, 14.250, 1.750, 0.000
909, 14.000, 2.000, 0.000
910, 13.750, 2.250, 0.000
911, 13.500, 2.500, 0.000
912, 13.250, 2.750, 0.000
913, 13.000, 3.000, 0.000
914, 12.750, 3.250, 0.000
915, 12.500, 3.500, 0.000
916, 12.250, 3.750, 0.000
917, 12.000, 4.000, 0.000
918, 11.750, 4.250, 0.000
919, 11.500, 4.500, 0.000
920, 11.250, 4.750, 0.000
921, 11.000, 5.000, 0.000
922, 10.750, 5.250, 0.000
923, 10.500, 5.500, 0.000
924, 10.250, 5.750, 0.000
925, 10.000, 6.000, 0.000
926, 9.750, 6.250, 0.000
927, 9.500, 6.500, 0.000
928, 9.250, 6.750, 0.000
929, 9.000, 7.000, 0.000
930, 8.750, 7.250, 0.000
931, 8.500, 7.500, 0.000
932, 8.250, 7.750, 0.000
933, 8.000, 8.000, 0.000
934, 7.750, 8.250, 0.000
935, 7.500, 8.500, 0.000
936, 7.250, 8.750, 0.000
937, 7.000, 9.000, 0.000
938, 6.750, 9.250, 0.000
939, 6.500, 9.500, 0.000
940, 6.250, 9.750, 0.000
941, 16.537, 0.250, 0.000
942, 16.275, 0.500, 0.000
943, 16.012, 0.750, 0.000
944, 15.750, 1.000, 0.000
945, 15.487, 1.250, 0.000
946, 15.225, 1.500, 0.000
947, 14.962, 1.750, 0.000
948, 14.700, 2.000, 0.000
949, 14.437, 2.250, 0.000
950, 14.175, 2.500, 0.000
951, 13.912, 2.750, 0.000
952, 13.650, 3.000, 0.000
953, 13.387, 3.250, 0.000
954, 13.125, 3.500, 0.000
955, 12.862, 3.750, 0.000
956, 12.600, 4.000, 0.000
957, 12.337, 4.250, 0.000
958, 12.075, 4.500, 0.000
959, 11.812, 4.750, 0.000
960, 11.550, 5.000, 0.000
961, 11.287, 5.250, 0.000
962, 11.025, 5.500, 0.000
963, 10.762, 5.750, 0.000
964, 10.500, 6.000, 0.000
965, 10.237, 6.250, 0.000
966, 9.975, 6.500, 0.000
967, 9.712, 6.750, 0.000
968, 9.450, 7.000, 0.000
969, 9.188, 7.250, 0.000
970, 8.925, 7.500, 0.000
971, 8.663, 7.750, 0.000
972, 8.400, 8.000, 0.000
973, 8.138, 8.250, 0.000
974, 7.875, 8.500, 0.000
975, 7.613, 8.750, 0.000
976, 7.350, 9.000, 0.000
977, 7.088, 9.250, 0.000
978, 6.825, 9.500, 0.000
979, 6.563, 9.750, 0.000
980, 17.325, 0.250, 0.000
981, 17.050, 0.500, 0.000
982, 16.775, 0.750, 0.000
983, 16.500, 1.000, 0.000
984, 16.225, 1.250, 0.000
985, 15.950, 1.500, 0.000
986, 15.675, 1.750, 0.000
987, 15.400, 2.000, 0.000
988, 15.125, 2.250, 0.000
989, 14.850, 2.500, 0.000
990, 14.575, 2.750, 0.000
991, 14.300, 3.000, 0.000
992, 14.025, 3.250, 0.000
993, 13.750, 3.500, 0.000
994, 13.475, 3.750, 0.000
995, 13.200, 4.000, 0.000
996, 12.925, 4.250, 0.000
997, 12.650, 4.500, 0.000
998, 12.375, 4.750, 0.000
999, 12.100, 5.000, 0.000
1000, 11.825, 5.250, 0.000
1001, 11.550, 5.500, 0.000
1002, 11.275, 5.750, 0.000
1003, 11.000, 6.000, 0.000
1004, 10.725, 6.250, 0.000
1005, 10.450, 6.500, 0.000
1006, 10.175, 6.750, 0.000
1007, 9.900, 7.000, 0.000
1008, 9.625, 7.250, 0.000
1009, 9.350, 7.500, 0.000
1010, 9.075, 7.750, 0.000
1011, 8.800, 8.000, 0.000
1012, 8.525, 8.250, 0.000
1013, 8.250, 8.500, 0.000
1014, 7.975, 8.750, 0.000
1015, 7.700, 9.000, 0.000
1016, 7.425, 9.250, 0.000
1017, 7.150, 9.500, 0.000
1018, 6.875, 9.750, 0.000
1019, 18.112, 0.250, 0.000
1020, 17.825, 0.500, 0.000
1021, 17.537, 0.750, 0.000
1022, 17.250, 1.000, 0.000
1023, 16.962, 1.250, 0.000
1024, 16.675, 1.500, 0.000
1025, 16.387, 1.750, 0.000
1026, 16.100, 2.000, 0.000
1027, 15.812, 2.250, 0.000
1028, 15.525, 2.500, 0.000
1029, 15.237, 2.750, 0.000
1030, 14.950, 3.000, 0.000
1031, 14.662, 3.250, 0.000
1032, 14.375, 3.500, 0.000
1033, 14.087, 3.750, 0.000
1034, 13.800, 4.000, 0.000
1035, 13.512, 4.250, 0.000
1036, 13.225, 4.500, 0.000
1037, 12.937, 4.750, 0.000
1038, 12.650, 5.000, 0.000
1039, 12.362, 5.250, 0.000
1040, 12.075, 5.500, 0.000
1041, 11.787, 5.750, 0.000
1042, 11.500, 6.000, 0.000
1043, 11.212, 6.250, 0.000
1044, 10.925, 6.500, 0.000
1045, 10.637, 6.750, 0.000
1046, 10.350, 7.000, 0.000
1047, 10.063, 7.250, 0.000
1048, 9.775, 7.500, 0.000
1049, 9.488, 7.750, 0.000
1050, 9.200, 8.000, 0.000
1051, 8.913, 8.250, 0.000
1052, 8.625, 8.500, 0.000
1053, 8.338, 8.750, 0.000
1054, 8.050, 9.000, 0.000
1055, 7.763, 9.250, 0.000
1056, 7.475, 9.500, 0.000
1057, 7.188, 9.750, 0.000
1058, 18.900, 0.250, 0.000
1059, 18.600, 0.500, 0.000
1060, 18.300, 0.750, 0.000
1061, 18.000, 1.000, 0.000
1062, 17.700, 1.250, 0.000
1063, 17.400, 1.500, 0.000
1064, 17.100, 1.750, 0.000
1065, 16.800, 2.000, 0.000
1066, 16.500, 2.250, 0.000
1067, 16.200, 2.500, 0.000
1068, 15.900, 2.750, 0.000
1069, 15.600, 3.000, 0.000
1070, 15.300, 3.250, 0.000
1071, 15.000, 3.500, 0.000
1072, 14.700, 3.750, 0.000
1073, 14.400, 4.000, 0.000
1074, 14.100, 4.250, 0.000
1075, 13.800, 4.500, 0.000
1076, 13.500, 4.750, 0.000
1077, 13.200, 5.000, 0.000
1078, 12.900, 5.250, 0.000
1079, 12.600, 5.500, 0.000
1080, 12.300, 5.750, 0.000
1081, 12.000, 6.000, 0.000
1082, 11.700, 6.250, 0.000
1083, 11.400, 6.500, 0.000
1084, 11.100, 6.750, 0.000
1085, 10.800, 7.000, 0.000
1086, 10.500, 7.250, 0.000
1087, 10.200, 7.500, 0.000
1088, 9.900, 7.750, 0.000
1089, 9.600, 8.000, 0.000
1090, 9.300, 8.250, 0.000
1091, 9.000, 8.500, 0.000
1092, 8.700, 8.750, 0.000
1093, 8.400, 9.000, 0.000
1094, 8.100, 9.250, 0.000
1095, 7.800, 9.500, 0.000
1096, 7.500, 9.750, 0.000
1097, 19.687, 0.250, 0.000
1098, 19.375, 0.500, 0.000
1099, 19.062, 0.750, 0.000
1100, 18.750, 1.000, 0.000
1101, 18.437, 1.250, 0.000
1102, 18.125, 1.500, 0.000
1103, 17.812, 1.750, 0.000
1104, 17.500, 2.000, 0.000
1105, 17.187, 2.250, 0.000
1106, 16.875, 2.500, 0.000
1107, 16.562, 2.750, 0.000
1108, 16.250, 3.000, 0.000
1109, 15.937, 3.250, 0.000
1110, 15.625, 3.500, 0.000
1111, 15.312, 3.750, 0.000
1112, 15.000, 4.000, 0.000
1113, 14.687, 4.250, 0.000
1114, 14.375, 4.500, 0.000
1115, 14.062, 4.750, 0.000
1116, 13.750, 5.000, 0.000
1117, 13.437, 5.250, 0.000
1118, 13.125, 5.500, 0.000
1119, 12.812, 5.750, 0.000
1120, 12.500, 6.000, 0.000
1121, 12.187, 6.250, 0.000
1122, 11.875, 6.500, 0.000
1123, 11.562, 6.750, 0.000
1124, 11.250, 7.000, 0.000
1125, 10.937, 7.250, 0.000
1126, 10.625, 7.500, 0.000
1127, 10.313, 7.750, 0.000
1128, 10.000, 8.000, 0.000
1129, 9.688, 8.250, 0.000
1130, 9.375, 8.500, 0.000
1131, 9.063, 8.750, 0.000
1132, 8.750, 9.000, 0.000
1133, 8.438, 9.250, 0.000
1134, 8.125, 9.500, 0.000
1135, 7.813, 9.750, 0.000
1136, 20.475, 0.250, 0.000
1137, 20.150, 0.500, 0.000
1138, 19.825, 0.750, 0.000
1139, 19.500, 1.000, 0.000
1140, 19.175, 1.250, 0.000
1141, 18.850, 1.500, 0.000
1142, 18.525, 1.750, 0.000
1143, 18.200, 2.000, 0.000
1144, 17.875, 2.250, 0.000
1145, 17.550, 2.500, 0.000
1146, 17.225, 2.750, 0.000
1147, 16.900, 3.000, 0.000
1148, 16.575, 3.250, 0.000
1149, 16.250, 3.500, 0.000
1150, 15.925, 3.750, 0.000
1151, 15.600, 4.000, 0.000
1152, 15.275, 4.250, 0.000
1153, 14.950, 4.500, 0.000
1154, 14.625, 4.750, 0.000
1155, 14.300, 5.000, 0.000
1156, 13.975, 5.250, 0.000
1157, 13.650, 5.500, 0.000
1158, 13.325, 5.750, 0.000
1159, 13.000, 6.000, 0.000
1160, 12.675, 6.250, 0.000
1161, 12.350, 6.500, 0.000
1162, 12.025, 6.750, 0.000
1163, 11.700, 7.000, 0.000
1164, 11.375, 7.250, 0.000
1165, 11.050, 7.500, 0.000
1166, 10.725, 7.750, 0.000
1167, 10.400, 8.000, 0.000
1168, 10.075, 8.250, 0.000
1169, 9.750, 8.500, 0.000
1170, 9.425, 8.750, 0.000
1171, 9.100, 9.000, 0.000
1172, 8.775, 9.250, 0.000
1173, 8.450, 9.500, 0.000
1174, 8.125, 9.750, 0.000
1175, 21.262, 0.250, 0.000
1176, 20.925, 0.500, 0.000
1177, 20.587, 0.750, 0.000
1178, 20.250, 1.000, 0.000
1179, 19.912, 1.250, 0.000
1180, 19.575, 1.500, 0.000
1181, 19.237, 1.750, 0.000
1182, 18.900, 2.000, 0.000
1183, 18.562, 2.250, 0.000
1184, 18.225, 2.500, 0.000
1185, 17.887, 2.750, 0.000
1186, 17.550, 3.000, 0.000
1187, 17.212, 3.250, 0.000
1188, 16.875, 3.500, 0.000
1189, 16.537, 3.750, 0.000
1190, 16.200, 4.000, 0.000
1191, 15.862, 4.250, 0.000
1192, 15.525, 4.500, 0.000
1193, 15.187, 4.750, 0.000
1194, 14.850, 5.000, 0.000
1195, 14.512, 5.250, 0.000
1196, 14.175, 5.500, 0.000
1197, 13.837, 5.750, 0.000
1198, 13.500, 6.000, 0.000
1199, 13.162, 6.250, 0.000
1200, 12.825, 6.500, 0.000
1201, 12.487, 6.750, 0.000
1202, 12.150, 7.000, 0.000
1203, 11.812, 7.250, 0.000
1204, 11.475, 7.500, 0.000
1205, 11.138, 7.750, 0.000
1206, 10.800, 8.000, 0.000
1207, 10.463, 8.250, 0.000
1208, 10.125, 8.500, 0.000
1209, 9.788, 8.750, 0.000
1210, 9.450, 9.000, 0.000
1211, 9.113, 9.250, 0.000
1212, 8.775, 9.500, 0.000
1213, 8.438, 9.750, 0.000
1214, 22.050, 0.250, 0.000
1215, 21.700, 0.500, 0.000
