1 0 0 1
2 0 0 1
3 0 0 1
56 0 1 0
57 0 0 1
58 0 0 1
59 0 0 1
112 0 1 0
113 0 0 1
114 0 0 1
115 0 0 1
168 0 1 0
169 0 0 1
170 0 0 1
171 0 0 1
224 0 1 0
225 0 0 1
226 0 0 1
227 0 0 1
280 0 1 0
281 0 0 1
282 0 0 1
283 0 0 1
336 0 1 0
337 0 0 1
338 0 0 1
339 0 0 1
392 0 1 0
393 0 0 1
394 0 0 1
395 0 0 1
448 0 1 0
449 0 0 1
450 0 0 1
451 0 0 1
504 0 1 0
505 0 0 1
506 0 0 1
507 0 0 1
560 0 1 0
561 0 0 1
562 0 0 1
563 0 0 1
616 0 1 0
617 0 0 1
618 0 0 1
619 0 0 1
672 0 1 0
673 0 0 1
674 0 0 1
675 0 0 1
728 0 1 0
729 0 0 1
730 0 0 1
731 0 0 1
784 0 1 0
785 0 0 1
786 0 0 1
787 0 0 1
840 0 1 0
841 0 0 1
842 0 0 1
843 0 0 1
896 0 1 0
897 0 0 1
898 0 0 1
899 0 0 1
952 0 1 0
953 0 0 1
954 0 0 1
955 0 0 1
1008 0 1 0
1009 0 0 1
1010 0 0 1
1011 0 0 1
1064 0 1 0
1065 0 0 1
1066 0 0 1
1067 0 0 1
1120 0 1 0
1121 0 0 1
1122 0 0 1
1123 0 0 1
1176 0 1 0
1177 0 0 1
1178 0 0 1
1179 0 0 1
1232 0 1 0
1233 0 0 1
1234 0 0 1
1235 0 0 1
1288 0 1 0
1289 0 0 1
1290 0 0 1
1291 0 0 1
1344 0 1 0
1345 0 0 1
1346 0 0 1
1347 0 0 1
1400 0 1 0
1401 0 0 1
1402 0 0 1
1403 0 0 1
1456 0 1 0
1457 0 0 1
1458 0 0 1
1459 0 0 1
1512 0 1 0
1513 0 0 1
1514 0 0 1
1515 0 0 1
1568 0 1 0
1569 0 0 1
1570 0 0 1
1571 0 0 1
1624 0 1 0
1625 0 0 1
1626 0 0 1
1627 0 0 1
1680 0 1 0
1681 0 0 1
1682 0 0 1
1683 0 0 1
1736 0 1 0
1737 0 0 1
1738 0 0 1
1739 0 0 1
1792 0 1 0
1793 0 0 1
1794 0 0 1
1795 0 0 1
1848 0 1 0
1849 0 0 1
1850 0 0 1
1851 0 0 1
1904 0 1 0
1905 0 0 1
1906 0 0 1
1907 0 0 1
1960 0 1 0
1961 0 0 1
1962 0 0 1
1963 0 0 1
2016 0 1 0
2017 0 0 1
2018 0 0 1
2019 0 0 1
2072 0 1 0
2073 0 0 1
2074 0 0 1
2075 0 0 1
2128 0 1 0
2129 0 0 1
2130 0 0 1
2131 0 0 1
2184 0 1 0
2185 0 0 1
2186 0 0 1
2187 0 0 1
2240 0 1 0
2241 0 0 1
2242 0 0 1
2243 0 0 1
2296 0 1 0
2297 0 0 1
2298 0 0 1
2299 0 0 1
